HY02-230-29,BRIDE ROULEMENT,D,20,20,RC2,,,AU4G,D16T,,2.85,8.0,50.0,,14.0,,1.0,0.322,0.0,1.8009862500000005,14.407890000000004,,0,,0.0,0.006123,OAS NOIRE,0.24492,,5.0,0.5,5.5,,,0.0,,,0.0,,,0,60.0,5.0,65.0,60.0,7.0,67.0,,,0.0,10.0,3.0,13.0,,,0.0,,,0.0,7.416666666666667,37978
HY01.350.39,AXE ROUE INTER,C,20,20,RC2,,,INOX316L,INOX 316L,,7.8,8.0,16.0,,15.0,,1.0,0.345,0.0,0.54078336,4.32626688,,0,,0.0,0.00115552,,0.0,,3.0,0.3,3.3,,,0.0,,,0.0,,,0,60.0,3.0,63.0,30.0,1.8,31.8,,,0.0,3.0,0.5,3.5,,,0.0,,,0.0,3.4666666666666663,37978
HY02.230.11,ENTRETOISE,B,20,20,RC2,,,AU4G,D16T,,2.85,7.0,25.0,,13.0,,1.0,0.299,0.0,0.41808609375,2.9266026562500005,,0,,0.0,0.00200175,ANOD NOIRE,0.08007,,3.0,0.1,3.1,,,0.0,,,0.0,,,0,50.0,0.7,50.7,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.15,37978
HY02.230.14,1/2 AXE SITE,C,20,20,RC2,,,INOX,LOCMAT01258,J INOX 316L D016,7.8,8.0,16.0,,25.0,,1.0,0.575,0.0,0.9013056,7.210444799999999,,0,,0.0,0.00165792,,0.0,,3.0,0.5,3.5,,,0.0,,,0.0,,,0,75.0,3.8,78.8,30.0,1.5,31.5,,,0.0,3.0,0.5,3.5,,,0.0,,,0.0,3.95,37978
HY02-230-16,SUPPORT CAMERA,F,20,20,RC1,,,DELRIN NOIRE,LOCMAT05626,P POM NOIR EP006,1.4,12.0,,6.0,45.0,40.0,1.0,0.0,0.0414,0.3477599999999999,4.173119999999999,,0,,1.0,0.00462,,0.0,,3.0,0.5,3.5,,,0.0,90.0,7.0,97.0,,,0,,,0.0,,,0.0,,,0.0,5.0,4.0,9.0,,,0.0,,,0.0,5.466666666666667,37978
HY02.230.17,ENTRETOISE CAMERA,B,20,20,RC1,,,AU4G,LOCMAT02504,P D16T EP006,2.85,7.0,,6.0,45.0,40.0,1.0,0.0,0.0414,0.70794,4.95558,,0,,0.0,0.00462,ANOD NOIRE,0.1848,,5.0,1.0,6.0,,,0.0,90.0,7.8,97.8,,,0,,,0.0,,,0.0,,,0.0,7.0,3.5,10.5,,,0.0,,,0.0,5.8,37978
HY02.230.22,AXE AZIMUT,B1,20,20,RC2,,,AU4G,LOCMAT02023,J D16T D085,2.85,7.0,85.0,,50.0,,1.0,1.15,0.0,18.5887509375,130.12125656249998,,0,,0.0,0.02468825,ANOD NOIRE,0.9875300000000002,,5.0,1.5,6.5,,,0.0,,,0.0,,,0,120.0,10.0,130.0,120.0,18.0,138.0,,,0.0,10.0,8.0,18.0,,,0.0,,,0.0,16.75,37978
HY02-230-24,PROTECTION CAMERA,F,20,20,RC1,,,AU4G,LOCMAT02634,P D16T EP001,2.85,7.0,,1.0,220.0,45.0,1.0,0.0,0.2276999999999999,0.6489449999999999,4.542615,,0,,0.0,0.02033,ANOD NOIRE,0.8132,,3.0,0.5,3.5,,,0.0,90.0,7.0,97.0,,,0,,,0.0,,,0.0,,,0.0,30.0,15.0,45.0,,,0.0,,,0.0,9.55,37978
HY02-230-25,FLASQUE GAUCHE CAMERA,G,20,20,RC2,,,AU4G,LOCMAT02032,J D16T D075,2.85,7.0,75.0,,11.0,,1.0,0.2529999999999999,0.0,3.183886406249999,22.287204843749997,,0,,0.0,0.01142175,ANOD NOIRE,0.45687,,3.0,1.0,4.0,,,0.0,,,0.0,,,0,90.0,7.0,97.0,90.0,9.0,99.0,,,0.0,7.0,3.0,10.0,,,0.0,,,0.0,9.833333333333332,37978
HY02.230.26,FLASQUE DROIT CAMERA,C,20,20,RC2,,,AU4G,LOCMAT02032,J D16T D075,2.85,7.0,75.0,,11.0,,1.0,0.2529999999999999,0.0,3.183886406249999,22.287204843749997,,0,,0.0,0.01142175,ANOD NOIRE,0.45687,,3.0,1.0,4.0,,,0.0,,,0.0,,,0,100.0,8.0,108.0,70.0,14.0,84.0,,,0.0,7.0,3.0,10.0,,,0.0,,,0.0,11.666666666666668,37978
HY02.230.31,1/2 AXE SITE,C,20,20,RC2,,,INOX,LOCMAT03146,J INOX AISI 304 D016,7.8,8.0,16.0,,22.0,,1.0,0.5059999999999999,0.0,0.7931489279999998,6.345191423999999,,0,,0.0,0.0015072,,0.0,,,,0.0,,,0.0,,,0.0,,,0,60.0,4.0,64.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,2.333333333333333,37978
HY02.230.33,AXE LIMITEUR DE COUPLE ,B,20,20,RC2,,,INOX,INOX 304,,7.8,8.0,16.0,,20.0,,1.0,0.4599999999999999,0.0,0.7210444799999999,5.768355839999999,,0,,0.0,0.00140672,,0.0,,,,0.0,,,0.0,,,0.0,,,0,90.0,5.0,95.0,60.0,3.0,63.0,,,0.0,5.0,2.0,7.0,,,0.0,,,0.0,5.916666666666667,37978
HY02.230.34,FIXATION CARTE ,B,20,20,RC1,,,DELRIN NOIR,POM NOIR,,1.46,17.0,,8.0,10.0,40.0,1.0,0.0,0.0092,0.107456,1.826752,,0,,0.0,0.0016,,0.0,,,,0.0,,,0.0,,,0.0,,,0,,,0.0,60.0,4.0,64.0,,,0.0,5.0,1.5,6.5,,,0.0,,,0.0,2.916666666666667,37978
HY02.230.39,PROTECTION CABLE,D,20,20,RC2,,,DELRIN NOIR,POM NOIR,,1.46,17.0,,8.0,60.0,60.0,1.0,0.0,0.0828,0.967104,16.440768,,0,,0.0,0.00912,,0.0,,5.0,0.5,5.5,,,0.0,,,0.0,,,0,60.0,4.0,64.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,2.583333333333333,37978
HY01-125-11,Axe manivelle,B,2,2,,,,AU4G,Д16Т,,2.8,8.0,170.0,,105.0,,1.0,0.2414999999999999,0.0,15.340611299999996,122.72489039999996,,0.0,,0.0,0.101422,Ан.Окс.чёрн.,4.0568800000000005,175.63599186666667,5.0,7.0,12.0,,,0.0,150.0,30.0,180.0,,,0,180.0,60.0,240.0,,,0.0,,,0.0,5.0,2.0,7.0,,,0.0,,,0.0,8.966666666666667,38030
HY01-125-12,Palier,A,2,2,,,,AG5,5056(АМг5),,2.8,8.0,170.0,,84.0,,1.0,0.1931999999999999,0.0,12.272489039999996,98.17991231999996,,0.0,,0.0,0.0902122,Ан.Окс.чёрн.,3.608488,149.93177749333333,5.0,7.0,12.0,,,0.0,120.0,20.0,140.0,,,0,180.0,45.0,225.0,,,0.0,,,0.0,15.0,10.0,25.0,,,0.0,,,0.0,8.066666666666666,38030
HY01-125-13,Bride roulement bague interieure,A,2,2,,,,AG5,,,2.8,8.0,140.0,,12.0,,1.0,0.0276,0.0,1.1890300800000002,9.512240640000002,,0.0,,0.0,0.0360472,Ан.Окс.чёрн.,1.441888,64.99800832,5.0,4.0,9.0,,,0.0,90.0,15.0,105.0,,,0,120.0,15.0,135.0,,,0.0,,,0.0,3.0,1.0,4.0,,,0.0,,,0.0,4.8,38030
