обозначение,наименование,индекс,коэф_входимости,заказанное_кол,уровень_критичности,примечания,наименование_материала,locmat_name,locmat,уд_вес,стоимость_мат_за_1кг_м,заг_диаметр,заг_толщина,заг_длина,заг_ширина,заг_на_кол_во,прутки,плиты,вес,стоимость_мат_ла,индустриализация_вид,индустриализация_стоимость,подряд_вид,подряд_стоимость,термообработка_вид,терообработка_стоимость,покрытие_площадь,покрытие_вид,покрытие_стоимость,резка_т_подг_мин,резка_т_маш_мин,резка_т_сум_ч,cn_т_подг_мин,cn_т_маш_мин,cn_т_сум_ч,dart_т_подг_мин,dart_т_маш_мин,dart_т_сум_ч,mx-cn_т_подг_мин,mx-cn_т_маш_мин,mx-cn_т_сум_ч,tour_т_подг_мин,tour_т_маш_мин,tour_т_сум_ч,mx\dart-tour_т_подг_мин,mx\dart-tour_т_ман_мин,mx\dart-tour_т_сум_ч,финишная_т_подг_мин,финишная_т_маш_мин,финишная_т_сум_ч,слесарная_т_подг_мин,слесарная_т_маш_мин,слесарная_т_сум_ч,шлифовальная_т_подг_мин,шлифовальная_т_маш_мин,шлифовальная_т_сум_ч,резерв_т_подг_мин,резерв_т_маш_мин,резерв_т_сум_ч,т_партии_ч,номер_заказа,full_cod1,year
D101530,Крышка подшипника  BS,BC,20.0,20.0,С1,ПЕСА.711362.001,09 Г2С,,,7.85,1.5,,16.0,145.0,145.0,1.0,0.0,0.4835749999999999,60.73701999999999,91.10553,,4310.0,"резка (ф145, Ф35)",8.0,,0,0.05133,,0,,,0.0,180.0,14.0,194.0,,,0.0,,,0.0,240.0,25.0,265.0,,,0.0,,,0.0,5.0,2.0,7.0,,,0.0,,,0.0,20.75,38136,101530,2019
D170060,Гнездо заземления М12,AD,80.0,80.0,С1,ПЕСА.685549.001,08Х18Н10Т,,,7.9,6.0,32.0,,30.0,,1.0,2.52,0.0,16.00284672,96.01708032,,200.0,,,,0,0.00462208,,0,5.0,0.5,5.5,,,0.0,,,0.0,,,0.0,120.0,6.0,126.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.75,38136,170060,2019
D101529,Крышка подшипника  D-END,BC,20.0,20.0,С1,ПЕСА.711645.002,09 Г2С,,,7.85,1.5,,25.0,185.0,185.0,1.0,0.0,0.7871749999999998,154.48309375,231.72464062499995,,5618.0,"резка (ф185,ф70)",20.0,,0,0.08695,,0,,,0.0,240.0,20.0,260.0,,,0.0,,,0.0,360.0,60.0,420.0,,,0.0,,,0.0,5.0,6.0,11.0,,,0.0,,,0.0,38.75,38137,101529,2019
D102179,Крышка подшипника внешняя,AF,32.0,32.0,С1,ПЕСА.711645.003,Ст3,,,7.85,1.2,,20.0,215.0,215.0,1.0,0.0,1.70108,267.06956,320.48347199999995,,7770.0,"резка (ф215, Ф90)",12.0,,0,0.10965,,0,,,0.0,240.0,24.0,264.0,,,0.0,,,0.0,650.0,70.0,720.0,,,0.0,,,0.0,5.0,5.0,10.0,,,0.0,,,0.0,67.71666666666667,38137,102179,2019
D101530,Крышка подшипника  BS,BC,20.0,20.0,С1,ПЕСА.711362.001,09 Г2С,,,7.85,1.5,,16.0,145.0,145.0,1.0,0.0,0.4835749999999999,60.73701999999999,91.10553,,4310.0,"резка (ф145, Ф35)",8.0,,0,0.05133,,0,,,0.0,180.0,14.0,194.0,,,0.0,,,0.0,240.0,25.0,265.0,,,0.0,,,0.0,5.0,2.0,7.0,,,0.0,,,0.0,20.75,38137,101530,2019
A5E00279717,Шайба нажимная,0,20.0,20.0,С1,ПЕСА.301544.005,09 Г2С,,,7.85,1.5,,25.0,290.0,290.0,1.0,0.0,1.9343,379.6063749999999,569.4095624999999,,4655.0,"резка (ф290, ф95, 12 отв.Ф25)",28.0,,0,0.1972,,0,,,0.0,240.0,60.0,300.0,,,0.0,,,0.0,360.0,50.0,410.0,,,0.0,,,0.0,5.0,2.0,7.0,,,0.0,,,0.0,47.41666666666666,38137,500279717,2019
1.0,Сфера верх,0,30.0,30.0,С1,,Амц,,,2.8,9.0,,0.8,130.0,130.0,1.0,0.0,0.58305,1.306032,11.754288,,0.0,покраска,1.5,,0,0.034216,анокс черн,1.7108,3.0,0.25,0.175,,,0.0,,,0.0,,,0.0,180.0,10.5,8.25,,,0.0,,,0.0,5.0,1.5,0.8333333333333334,,,0.0,,,0.0,9.258333333333333,38140,1.0,2019
2.0,Сфера низ,0,30.0,30.0,С1,,Амц,,,2.8,9.0,,0.8,130.0,130.0,1.0,0.0,0.58305,1.306032,11.754288,,0.0,покраска,1.5,,0,0.034216,анокс черн,1.7108,3.0,0.25,0.175,,,0.0,,,0.0,,,0.0,180.0,10.5,8.25,,,0.0,,,0.0,5.0,1.5,0.8333333333333334,,,0.0,,,0.0,9.258333333333333,38140,2.0,2019
7Х4.106.084СБ,Корпус в сборе,0.0,1.0,2.0,С1,"армирование углеволокнитом выполняет заказчик, лопасть выполняется толщиной 2мм",,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,120.0,120.0,6.0,,,0.0,,,0.0,6.0,38141,74.106.084,2019
7Х8.055.203,Крышка передняя,0.0,1.0,2.0,С1,,30ХГСН2А,пруток 600мм,,7.77,4.0,130.0,,28.0,,1.0,0.0643999999999999,0.0,6.638397401999999,26.553589608,,0.0,"покрытие, покраска, контроль ",50.0,47..52,15.0,0.0379626,,0.0,10.0,15.0,0.6666666666666666,,,0.0,60.0,15.0,1.5,,,0.0,180.0,40.0,4.333333333333333,,,0.0,,,0.0,10.0,10.0,0.5,,,0.0,,,0.0,7.0,38141,78.055.203,2019
7Х6.122.174СБ,Колодка,0.0,1.0,2.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,гайки,2.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,30.0,15.0,1.0,,,0.0,,,0.0,1.0,38141,76.122.174,2019
7Х7.732.076,Контакт,0.0,2.0,4.0,С1,,Л63,,,8.44,12.0,5.0,,14.0,,1.0,0.0643999999999999,0.0,0.010666894,0.128002728,,0.0,О3,1.0,,0.0,0.00025905,,0.0,5.0,0.1,0.09,,,0.0,,,0.0,,,0.0,45.0,2.0,0.8833333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.9733333333333332,38141,77.732.076,2019
7Х8.077.017,Плата,0.0,1.0,2.0,С1,,СТЭФ-1,,,1.9,50.0,,2.0,25.0,20.0,1.0,0.0,0.00115,0.00437,0.2185,,0.0,лак,0.5,,0.0,0.00118,,0.0,5.0,0.5,0.1,,,0.0,60.0,3.0,1.1,,,0.0,,,0.0,,,0.0,,,0.0,10.0,5.0,0.3333333333333333,,,0.0,,,0.0,1.533333333333333,38141,78.077.017,2019
7Х8.220.065,Втулка,0.0,2.0,4.0,С1,,АМг3,,,2.7,9.0,10.0,,12.0,,1.0,0.0552,0.0,0.01169964,0.10529676,,0.0,,0.0,,0.0,0.0005338,Ан.Окс.нхр.,0.026690000000000005,5.0,0.1,0.09,,,0.0,,,0.0,,,0.0,60.0,4.0,1.266666666666667,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.356666666666667,38141,78.220.065,2019
7Х8.941.085,Шайба,0.0,2.0,4.0,С1,,сталь,,,7.86,2.0,10.0,,6.0,,1.0,0.0276,0.0,0.017029476,0.034058952,,0.0,,0.0,,0.0,0.0003454,Ц6.хр.,0.01727,5.0,0.1,0.09,,,0.0,,,0.0,,,0.0,30.0,2.0,0.6333333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.7233333333333333,38141,78.941.085,2019
7Х6.626.020СБ,Перемычка,0.0,1.0,2.0,С1,отказ,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,76.626.020,2019
83.13702.108.08,Наконечник 1-8-38 ОСТ1 13702-81,0.0,2.0,4.0,С1,отказ,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,83.13702.108.08,2019
7Х8.120.200,Стойка,0.0,2.0,4.0,С1,,сталь 25,,,7.86,2.0,6.0,,22.0,,1.0,0.1011999999999999,0.0,0.02247890832,0.04495781664,,0.0,,0.0,,0.0,0.000471,,0.0,5.0,0.1,0.09,,,0.0,,,0.0,,,0.0,60.0,3.0,1.2,30.0,1.0,0.5666666666666667,,,0.0,5.0,0.25,0.1,,,0.0,,,0.0,1.956666666666667,38141,78.120.200,2019
7Х8.680.074,Кольцо,0.0,1.0,2.0,С1,,М2,,,8.94,15.0,30.0,,7.0,,1.0,0.0160999999999999,0.0,0.1016893709999999,1.5253405649999994,,0.0,,0.0,,0.0,0.0020724,,0.0,5.0,0.1,0.0866666666666666,,,0.0,,,0.0,,,0.0,30.0,2.0,0.5666666666666667,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.6533333333333334,38141,78.680.074,2019
7Х8.683.691,Прокладка,0.0,1.0,2.0,С1,,ИРП-1338НТА,,,1.5,50.0,125.0,,10.0,,1.0,0.023,0.0,0.4231640625,21.158203125,изготовление оснастки,50.0,подряд,1.0,,0.0,0.02845625,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,78.683.691,2019
83.31542.020.16,"Винт 2,5-7-Кд",0.0,2.0,4.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,1.5,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,83.31542.020.16,2019
7Х5.887.024,Камера в сборе,0.0,1.0,2.0,С1,"армирование углеволокнитом выполняет заказчик, лопасть выполняется толщиной 2мм",,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,500.0,испытания,50.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,120.0,240.0,10.0,,,0.0,,,0.0,10.0,38141,75.887.024,2019
7Х8.094.055,Кронштейн,0.0,4.0,8.0,С1,,30ХГСА,пруток 6000мм,,7.77,2.0,20.0,,40.0,,1.0,0.368,0.0,0.8978390399999999,1.7956780799999998,,0.0,Кд.6.хр.,5.0,35..45 (светлая изотермическая закалка),5.0,0.00314,,0.0,5.0,2.0,0.35,,,0.0,360.0,30.0,10.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,0.2166666666666666,,,0.0,,,0.0,10.56666666666667,38141,78.094.055,2019
7Х8.094.055-01,Кронштейн,0.0,4.0,8.0,С1,,30ХГСА,пруток 6000мм,,7.77,2.0,20.0,,40.0,,1.0,0.368,0.0,0.8978390399999999,1.7956780799999998,,0.0,Кд.6.хр.,5.0,35..45 (светлая изотермическая закалка),5.0,0.00314,,0.0,5.0,2.0,0.35,,,0.0,360.0,30.0,10.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,0.2166666666666666,,,0.0,,,0.0,10.56666666666667,38141,78.094.055-01,2019
7Х8.300.027,Ось,0.0,4.0,8.0,С1,,30ХГСН2А,пруток 6000мм,,7.77,4.0,5.0,,165.0,,1.0,1.518,0.0,0.2314741275,0.92589651,,0.0,Кд.6.хр.,5.0,47..52,0.1446713296875,0.00262975,,0.0,5.0,0.1,0.0966666666666666,,,0.0,,,0.0,,,0.0,15.0,1.0,0.3833333333333333,,,0.0,,,0.0,,,0.0,30.0,3.0,0.9,,,0.0,1.38,38141,78.300.027,2019
7Х8.352.049,Фиксатор,0.0,4.0,8.0,С1,,30ХГСН2А,пруток 6000мм,,7.77,4.0,18.0,,26.0,,1.0,0.2392,0.0,0.47271225456,1.89084901824,,0.0,Кд6.хр.,5.0,47..52 (светлая изотермическая закалка),5.0,0.0019782,,0.0,5.0,1.0,0.2166666666666666,,,0.0,240.0,20.0,6.666666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,0.15,,,0.0,,,0.0,7.033333333333333,38141,78.352.049,2019
7Х8.352.049-01,Фиксатор,0.0,4.0,8.0,С1,,30ХГСН2А,пруток 6000мм,,7.77,4.0,18.0,,26.0,,1.0,0.2392,0.0,0.47271225456,1.89084901824,,0.0,Кд6.хр.,5.0,47..52 (светлая изотермическая закалка),5.0,0.0019782,,0.0,5.0,1.0,0.2166666666666666,,,0.0,240.0,20.0,6.666666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,0.15,,,0.0,,,0.0,7.033333333333333,38141,78.352.049-01,2019
7Х8.383.028,Пружина,0.0,4.0,8.0,С1,,"проволока А-1-1,0",,,7.8,100.0,1.0,,1000.0,,1.0,9.2,0.0,0.0563315999999999,5.633159999999999,,0.0,,0.0,,0.0,0.00314157,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,60.0,8.0,2.066666666666667,,,0.0,,,0.0,5.0,2.0,0.35,,,0.0,,,0.0,2.416666666666667,38141,78.383.028,2019
7Х8.383.029,Пружина,0.0,4.0,8.0,С1,,"проволока А-1-1,0",,,7.8,100.0,1.0,,1000.0,,1.0,9.2,0.0,0.0563315999999999,5.633159999999999,,0.0,,0.0,,0.0,0.00314157,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,60.0,8.0,2.066666666666667,,,0.0,,,0.0,5.0,2.0,0.35,,,0.0,,,0.0,2.416666666666667,38141,78.383.029,2019
7Х8.634.186,Колпачок,0.0,2.0,4.0,С1,,АД1.М,,,2.7,10.0,15.0,,10.0,,1.0,0.046,0.0,0.021936825,0.21936825,,0.0,,0.0,,0.0,0.00082425,,0.0,5.0,0.15,0.0933333333333333,,,0.0,,,0.0,,,0.0,60.0,5.0,1.333333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.426666666666666,38141,78.634.186,2019
7Х8.652.091,Сопло,0.0,2.0,4.0,С1,,М-МП,пруток 1 м,,10.22,250.0,20.0,,21.0,,1.0,1.0,0.0,3.209080000000001,802.2700000000001,,100.0,,0.0,,0.0,0.0019468,,0.0,5.0,1.0,0.15,,,0.0,,,0.0,,,0.0,240.0,60.0,8.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.15,38141,78.652.091,2019
7Х5.887.025СБ,Камера армированная,0.0,1.0,2.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,75.887.025,2019
7Х5.887.026,Камера,0.0,1.0,2.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,оснастка,250.0,сварка+испытания+покрытие,400.0,47..52 (изотермическая закалка),60.0,0.0,,0.0,,,0.0,800.0,300.0,23.33333333333333,,,0.0,,,0.0,600.0,300.0,20.0,,,0.0,,,0.0,90.0,90.0,4.5,,,0.0,,,0.0,47.83333333333334,38141,75.887.026,2019
7Х7.722.003,Сегмент,0.0,2.0,4.0,С1,,20,,,7.86,2.0,130.0,,36.0,,2.0,0.0828,0.0,8.633944331999999,17.267888663999997,,0.0,,0.0,,0.0,0.0338806,,0.0,5.0,10.0,0.75,,,0.0,,,0.0,,,0.0,180.0,30.0,5.0,120.0,20.0,3.333333333333333,,,0.0,5.0,2.0,0.2166666666666666,,,0.0,,,0.0,9.3,38141,77.722.003,2019
7Х8.034.191,Обечайка,0.0,1.0,2.0,С1,,30 ХГСН2А  (труба 159х25),труба 2м,,7.77,6.0,159.0,,310.0,,1.0,1.023,0.0,83.5791,501.4746,,150.0,,0.0,,0.0,0.19446177,,0.0,10.0,15.0,0.6666666666666666,180.0,120.0,7.0,,,0.0,,,0.0,500.0,200.0,15.0,,,0.0,,,0.0,5.0,15.0,0.5833333333333334,,,0.0,,,0.0,23.25,38141,78.034.191,2019
7Х8.055.202,Крышка задняя,0.0,1.0,2.0,С1,,30ХГСН2А,пруток 600мм,,7.77,6.0,130.0,,110.0,,1.0,0.2529999999999999,0.0,26.079418365,156.47651018999997,,0.0,,0.0,,0.0,0.071435,,0.0,5.0,10.0,0.4166666666666667,500.0,120.0,12.33333333333333,,,0.0,,,0.0,240.0,70.0,6.333333333333333,,,0.0,,,0.0,5.0,0.5,0.1,,,0.0,,,0.0,19.18333333333333,38141,78.055.202,2019
7Х8.219.005,Раструб,0.0,2.0,4.0,С1,,30ХГСН2А,пруток 6000мм,,7.77,6.0,45.0,,105.0,,1.0,0.4829999999999999,0.0,5.965719558749999,35.794317352499995,,0.0,,0.0,,0.0,0.01801575,,0.0,5.0,0.5,0.1166666666666666,,,0.0,,,0.0,,,0.0,180.0,45.0,6.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,6.116666666666666,38141,78.219.005,2019
7Х6.393.013СБ,Лопасть в сборе,0.0,4.0,8.0,С1,лопасть выполняется толщиной 2мм,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,30.0,60.0,8.5,,,0.0,,,0.0,8.5,38141,76.393.013,2019
7Х7.060.015,Лопасть,0.0,4.0,8.0,С1,лопасть выполняется толщиной 2мм,60С2А,лист 1000х2000,,7.8,9.0,,2.0,160.0,150.0,1.0,0.0,2.0,31.2,280.8,оснастка,100.0,гибка+покрытие,50.0,45..49 (светлая изотермическая закалка),5.0,0.04924,,0.0,5.0,5.0,10.0,,,0.0,180.0,30.0,210.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,10.0,1.5,,,0.0,,,0.0,9.25,38141,77.060.015,2019
7Х8.352.047,Шарнир,0.0,4.0,8.0,С1,,30ХГСН2А,пруток 6000мм,,7.77,6.0,24.0,,160.0,,1.0,1.472,0.0,5.1715528704,31.029317222400003,,0.0,Кд6.хр.,5.0,47..52 (изотермическая закалка),8.0,0.01296192,,0.0,5.0,1.0,6.0,,,0.0,240.0,90.0,330.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,5.0,0.75,,,0.0,,,0.0,16.96666666666667,38141,78.352.047,2019
3-7-Ц,Заклепка ОСТ1 34084-80,0.0,36.0,72.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,3-7-,2019
3-7-Ц,Заклепка ОСТ1 34084-80,0.0,8.0,16.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,3-7-,2019
7Х4.106.069СБ,Корпус в сборе,0.0,1.0,2.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,74.106.069,2019
7Х7.245.001,Световод,0.0,1.0,2.0,С1,замена на СО-120-А,СО-95-А,,,1.18,100.0,,1.5,40.0,30.0,1.0,0.0,0.00276,0.0048851999999999,0.4885199999999999,,0.0,изготовление,8.0,,0.0,0.00261,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,10.0,0.5,,,0.0,,,0.0,0.5,38141,77.245.001,2019
7Х8.642.025,Решётка,0.0,1.0,2.0,С1,Запуск,30ХГСА,,,7.77,2.0,120.0,,35.0,,1.0,0.0805,0.0,7.070482440000001,14.140964880000002,,0.0,покрытие,5.0,21..29,15.0,0.035796,,0.0,10.0,15.0,0.6666666666666666,,,0.0,360.0,360.0,18.0,,,0.0,180.0,40.0,4.333333333333333,,,0.0,,,0.0,10.0,10.0,0.5,,,0.0,,,0.0,23.5,38141,78.642.025,2019
7Х5.887.015СБ,Камера,0.0,1.0,2.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,75.887.015,2019
7Х8.031.074,Корпус ,0.0,1.0,2.0,С1,Запуск,30ХГСА,,,7.77,2.0,140.0,,170.0,,1.0,0.3909999999999999,0.0,46.74374501999999,93.48749003999998,,0.0,"покрытие, покраска, контроль ",200.0,38..44,15.0,0.105504,,0.0,10.0,15.0,0.6666666666666666,360.0,75.0,8.5,,,0.0,,,0.0,600.0,250.0,18.33333333333333,,,0.0,,,0.0,10.0,10.0,0.5,,,0.0,,,0.0,28.0,38141,78.031.074,2019
7Х8.090.281,Кронштейн,0.0,1.0,2.0,С1,Запуск,30ХГСА,пруток 6000мм,,7.77,2.0,20.0,,58.0,,1.0,0.1334,0.0,0.3254666519999999,0.6509333039999999,,0.0,Ц6.фос.окс.,5.0,,0.0,0.0042704,,0.0,5.0,1.0,0.1166666666666666,,,0.0,180.0,20.0,3.666666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,2.0,0.15,,,0.0,,,0.0,3.933333333333333,38141,78.090.281,2019
7Х8.120.130,Стойка,0.0,2.0,4.0,С1,Запуск,30ХГСА,пруток 6000мм,,7.77,2.0,20.0,,20.0,,1.0,0.092,0.0,0.2244597599999999,0.4489195199999999,,0.0,Ц6.фос.окс.,5.0,,0.0,0.001884,,0.0,5.0,0.5,0.1166666666666666,,,0.0,60.0,10.0,1.666666666666667,,,0.0,60.0,5.0,1.333333333333333,,,0.0,,,0.0,5.0,0.25,0.1,,,0.0,,,0.0,3.216666666666667,38141,78.120.130,2019
7Х6.042.019СБ,Гермоввод,0.0,1.0,2.0,С1,отказ,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,76.042.019,2019
7Х7.732.066,Контакт,0.0,1.0,2.0,С1,отказ,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,77.732.066,2019
83.31515.085.36,Винт 4-10-Кд,0.0,2.0,4.0,С1,отказ,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,83.31515.085.36,2019
7Х6.171.067СБ,Крышка задняя,0.0,1.0,2.0,С1,Запуск,,,,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,сварка+испытания+покрытие,350.0,38..44 (изотермическая закалка),30.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,360.0,120.0,10.0,,,0.0,,,0.0,360.0,360.0,18.0,,,0.0,,,0.0,28.0,38141,76.171.067,2019
7Х8.051.113-01,Крышка,0.0,1.0,2.0,С1,Запуск,30ХГСА,,,7.77,2.0,140.0,,36.0,,1.0,0.0828,0.0,9.898675416,19.797350832,,0.0,испытания,30.0,38..44,15.0,0.0465976,,0.0,10.0,15.0,0.6666666666666666,,,0.0,300.0,60.0,7.0,,,0.0,240.0,45.0,5.5,,,0.0,,,0.0,10.0,10.0,0.5,,,0.0,,,0.0,13.66666666666667,38141,78.051.113-01,2019
7Х8.634.113,Колпачок,0.0,2.0,4.0,С1,Запуск,АД1М,,,2.78,9.0,15.0,,13.0,,1.0,0.0598,0.0,0.0293628465,0.2642656185,,0.0,,0.0,,0.0,0.00096555,,0.0,5.0,0.15,0.0933333333333333,,,0.0,,,0.0,,,0.0,60.0,5.0,1.333333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.426666666666666,38141,78.634.113,2019
7Х8.634.131,Колпачок,0.0,1.0,2.0,С1,Запуск,АД1М,,,2.78,9.0,65.0,,25.0,,1.0,0.0574999999999999,0.0,0.5301625062499999,4.77146255625,,0.0,,0.0,,0.0,0.01173575,,0.0,5.0,1.0,0.1166666666666666,,,0.0,,,0.0,,,0.0,60.0,12.0,1.4,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.516666666666667,38141,78.634.131,2019
7Х8.652.066,Сопло,0.0,1.0,2.0,С1,Запуск,30ХГСА,,,7.77,2.0,120.0,,115.0,,1.0,0.2645,0.0,23.23158516,46.46317032,,0.0,,0.0,,0.0,0.06594,,0.0,10.0,10.0,0.5,,,0.0,,,0.0,,,0.0,180.0,100.0,6.333333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,6.833333333333333,38141,78.652.066,2019
7Х8.652.067,Сопло,0.0,2.0,4.0,С1,Запуск,30ХГСА,,,7.77,2.0,25.0,,45.0,,1.0,0.2069999999999999,0.0,0.7891163437499998,1.5782326874999997,,0.0,,0.0,,0.0,0.00451375,,0.0,5.0,2.0,0.2166666666666666,,,0.0,,,0.0,,,0.0,120.0,10.0,2.666666666666667,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,2.883333333333333,38141,78.652.067,2019
7Х6.437.013СБ,Решётка,0.0,1.0,2.0,С1,Запуск,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,100.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,30.0,60.0,2.5,,,0.0,,,0.0,2.5,38141,76.437.013,2019
7Х8.120.138,Стойка,0.0,2.0,4.0,С1,Запуск,30ХГСА,пруток 6000мм,,7.77,2.0,20.0,,8.0,,1.0,0.0368,0.0,0.089783904,0.179567808,,0.0,,0.0,,0.0,0.0011304,Ц6.хр.,0.05652000000000001,5.0,0.1,0.09,,,0.0,,,0.0,,,0.0,30.0,2.0,0.6333333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.7233333333333333,38141,78.120.138,2019
7Х8.611.310,"Пластина ПН 1,0-НО-68-1 НТА",0.0,1.0,2.0,С1,Запуск,"ПН 1,0-НО-68-1 НТА",,,1.18,50.0,,2.5,90.0,90.0,1.0,0.0,0.01863,0.0549585,2.747925,,0.0,,0.0,,0.0,0.0171,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,30.0,15.0,1.0,,,0.0,,,0.0,1.0,38141,78.611.310,2019
7Х6.626.026,Решётка,0.0,1.0,2.0,С1,Запуск,30ХГСА,,,7.77,2.0,120.0,,7.0,,1.0,0.0160999999999999,0.0,1.414096488,2.8281929759999995,,0.0,,0.0,,0.0,0.0252456,,0.0,5.0,8.0,0.35,,,0.0,90.0,30.0,2.5,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,0.1,,,0.0,,,0.0,2.95,38141,76.626.026,2019
7Х6.626.021СБ,Проводник П1,0.0,1.0,2.0,С1,отказ,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38141,76.626.021,2019
