item,number_cmd,PRODUIT,N°PIECE,IND PROD,REF_BAAN,full_cod1,обозначение,номер_заказа
500279,38821,BTUK.741368,1,00,BTUK.741368.001,.741368.001,БТУК.741368.001,38821
500280,38821,BTUK.745236,6,00,BTUK.745236.006,.745236.006,БТУК.745236.006,38821
0,0,0,0,0,0,.433339.004,БТУК.433339.004,38821
500196,38821,BTUK.713141-01,32,00,BTUK.713141.032-01,.713141.032-01,БТУК.713141.032-01,38821
500197,38821,BTUK.713141,33,00,BTUK.713141.033,.713141.033,БТУК.713141.033,38821
0,0,0,0,0,0,.433339.005,БТУК.433339.005,38821
500198,38821,BTUK.713141,32,00,BTUK.713141.032,.713141.032,БТУК.713141.032,38821
0,0,0,0,0,0,.433355.034,БТУК.433355.034,38821
500175,38821,BTUK.711141-03,120,00,BTUK.711141.120-03,.711141.120-03,БТУК.711141.120-03,38821
500200,38821,BTUK.711151,23,00,BTUK.711151.023,.711151.023,БТУК.711151.023,38821
0,0,0,0,0,0,.433355.024,БТУК.433355.024,38821
500201,38821,BTUK.711141,109,00,BTUK.711141.109,.711141.109,БТУК.711141.109,38821
500202,38821,BTUK.711151,18,00,BTUK.711151.018,.711151.018,БТУК.711151.018,38821
500281,38821,BTUK.713322,1,00,BTUK.713322.001,.713322.001,БТУК.713322.001,38821
500282,38821,BTUK.713441,8,00,BTUK.713441.008,.713441.008,БТУК.713441.008,38821
500203,38821,BTUK.714371 ,2,00,BTUK.714371.002 ,.714371.002,БТУК.714371.002 ,38821
500204,38821,BTUK.711154 ,1,00,BTUK.711154.001 ,.711154.001,БТУК.711154.001 ,38821
500205,38821,BTUK 714371  ,1,00,BTUK 714371.001  , 714371.001,БТУК 714371.001  ,38821
500206,38821,BTUK 714673  ,2,00,BTUK 714673.002  , 714673.002,БТУК 714673.002  ,38821
500283,38821,BTUK.725167,1,00,BTUK.725167.001  ,.725167.001,БТУК.725167.001  ,38821
500207,38821,BTUK.712351 ,1,00,BTUK.712351.001 ,.712351.001,БТУК.712351.001 ,38821
500208,38821,BTUK.714653,1,00,BTUK.714653.001,.714653.001,БТУК.714653.001,38821
500209,38821,BTUK.713345   ,1,00,BTUK.713345.001   ,.713345.001,БТУК.713345.001   ,38821
500210,38821,BTUK.714351   ,3,00,BTUK.714351.003   ,.714351.003,БТУК.714351.003   ,38821
500211,38821,BTUK 715411  ,3,00,BTUK 715411.003  , 715411.003,БТУК 715411.003  ,38821
500212,38821,BTUK.713441  ,5,00,BTUK.713441.005  ,.713441.005,БТУК.713441.005  ,38821
500213,38821,BTUK.711373  ,2,00,BTUK.711373.002  ,.711373.002,БТУК.711373.002  ,38821
500214,38821,BTUK 713354  ,2,00,BTUK 713354.002  , 713354.002,БТУК 713354.002  ,38821
500215,38821,BTUK.715324  ,2,00,BTUK.715324.002  ,.715324.002,БТУК.715324.002  ,38821
500216,38821,BTUK.711451   ,5,00,BTUK.711451.005   ,.711451.005,БТУК.711451.005   ,38821
500284,38821,BTUK.711451,6,00,BTUK.711451.006   ,.711451.006,БТУК.711451.006   ,38821
500285,38821,BTUK.758121,1,00,BTUK.758121.001   ,.758121.001,БТУК.758121.001   ,38821
500286,38821,BTUK.725112,2,00,BTUK.725112.002   ,.725112.002,БТУК.725112.002   ,38821
500287,38821,BTUK.758121-01,1,00,BTUK.758121.001-01,.758121.001-01,БТУК.758121.001-01,38821
500217,38821,BTUK.712675 ,1,00,BTUK.712675.001 ,.712675.001,БТУК.712675.001 ,38821
500218,38821,BTUK.725223 ,1,00,BTUK.725223.001 ,.725223.001,БТУК.725223.001 ,38821
500219,38821,BTUK.713152  ,5,00,BTUK.713152.005  ,.713152.005,БТУК.713152.005  ,38821
500220,38821,BTUK.711141  ,61,00,BTUK.711141.061  ,.711141.061,БТУК.711141.061  ,38821
500221,38821,BTUK.711151  ,8,00,BTUK.711151.008  ,.711151.008,БТУК.711151.008  ,38821
500222,38821,BTUK.711342   ,3,00,BTUK.711342.003   ,.711342.003,БТУК.711342.003   ,38821
500223,38821,BTUK.712456   ,1,00,BTUK.712456.001   ,.712456.001,БТУК.712456.001   ,38821
500224,38821,BTUK.714372  ,3,00,BTUK.714372.003  ,.714372.003,БТУК.714372.003  ,38821
500225,38821,BTUK.713151  ,9,00,BTUK.713151.009  ,.713151.009,БТУК.713151.009  ,38821
500226,38821,BTUK.714346   ,1,00,BTUK.714346.001   ,.714346.001,БТУК.714346.001   ,38821
500227,38821,BTUK.711157  ,1,00,BTUK.711157.001  ,.711157.001,БТУК.711157.001  ,38821
500228,38821,BTUK.711141  ,69,00,BTUK.711141.069  ,.711141.069,БТУК.711141.069  ,38821
500229,38821,BTUK.712341 ,1,00,BTUK.712341.001 ,.712341.001,БТУК.712341.001 ,38821
500230,38821,BTUK.714352,1,00,BTUK.714352.001,.714352.001,БТУК.714352.001,38821
500231,38821,BTUK.725113,3,00,BTUK.725113.003 ,.725113.003,БТУК.725113.003 ,38821
500232,38821,BTUK.757472  ,2,00,BTUK.757472.002  ,.757472.002,БТУК.757472.002  ,38821
500233,38821,BTUK.757472 ,1,00,BTUK.757472.001 ,.757472.001,БТУК.757472.001 ,38821
500234,38821,BTUK.715134 ,1,00,BTUK.715134.001 ,.715134.001,БТУК.715134.001 ,38821
500235,38821,BTUK.716313  ,2,00,BTUK.716313.002  ,.716313.002,БТУК.716313.002  ,38821
500373,38828,427772-001,21,AB,427772021-001,427772021-001,427772021-001,38828
500374,38828,427772,22,AA,427772022,427772022,427772022,38828
500375,38828,427772023,1,AA+,427772023-001,427772023-001,427772023-001,38828
500377,38828,427661,70,AA,427661070,427661070,427661070,38828
500088,38831,RGIV.91.06.10.0,1,00,RGIV.91.06.10.0.01,.91.06.10.0.01,РГИВ.91.06.10.0.01,38831
500089,38831,RGIV.91.06.10.0,2,00,RGIV.91.06.10.0.02,.91.06.10.0.02,РГИВ.91.06.10.0.02,38831
500090,38831,RGIV.91.06.10.0,3,00,RGIV.91.06.10.0.03,.91.06.10.0.03,РГИВ.91.06.10.0.03,38831
500091,38831,RGIV.91.06.10.0,4,00,RGIV.91.06.10.0.04,.91.06.10.0.04,РГИВ.91.06.10.0.04,38831
500092,38831,RGIV.91.06.10.0,5,00,RGIV.91.06.10.0.05,.91.06.10.0.05,РГИВ.91.06.10.0.05,38831
500093,38831,RGIV.91.06.10.0,6,00,RGIV.91.06.10.0.06,.91.06.10.0.06,РГИВ.91.06.10.0.06,38831
500094,38831,RGIV.91.06.10.0,7,00,RGIV.91.06.10.0.07,.91.06.10.0.07,РГИВ.91.06.10.0.07,38831
500095,38831,RGIV.91.06.10.0,8,00,RGIV.91.06.10.0.08,.91.06.10.0.08,РГИВ.91.06.10.0.08,38831
500096,38831,RGIV.91.06.10.0,9,00,RGIV.91.06.10.0.09,.91.06.10.0.09,РГИВ.91.06.10.0.09,38831
500097,38831,RGIV.91.06.10.0,10,00,RGIV.91.06.10.0.10,.91.06.10.0.10,РГИВ.91.06.10.0.10,38831
500098,38831,RGIV.91.06.10.0,11,00,RGIV.91.06.10.0.11,.91.06.10.0.11,РГИВ.91.06.10.0.11,38831
500099,38831,RGIV.91.06.10.0,12,00,RGIV.91.06.10.0.12,.91.06.10.0.12,РГИВ.91.06.10.0.12,38831
500100,38831,RGIV.91.06.10.0,13,00,RGIV.91.06.10.0.13,.91.06.10.0.13,РГИВ.91.06.10.0.13,38831
500101,38831,RGIV.91.06.10.0,14,00,RGIV.91.06.10.0.14,.91.06.10.0.14,РГИВ.91.06.10.0.14,38831
500102,38831,RGIV.91.06.10.0,15,00,RGIV.91.06.10.0.15,.91.06.10.0.15,РГИВ.91.06.10.0.15,38831
500103,38831,RGIV.91.06.10.0,16,00,RGIV.91.06.10.0.16,.91.06.10.0.16,РГИВ.91.06.10.0.16,38831
500104,38831,RGIV.91.06.10.0,17,00,RGIV.91.06.10.0.17,.91.06.10.0.17,РГИВ.91.06.10.0.17,38831
500105,38831,RGIV.90.01.14.0-02,2,00,RGIV.90.01.14.0.02-02,.90.01.14.0.02-02,РГИВ.90.01.14.0.02-02,38831
499996,38833,HY00-349,10,K,HY00-349-10,00-349-10,HY00-349-10,38833
499997,38833,HY00-349,11,G,HY00-349-11,00-349-11,HY00-349-11,38833
499998,38833,HY00-349,12,B,HY00-349-12,00-349-12,HY00-349-12,38833
0,0,0,0,0,0,00-349-13,HY00-349-13,38833
500000,38833,HY00-349,24,A,HY00-349-24,00-349-24,HY00-349-24,38833
500005,38834,180.300,1,00,180.300.001,180.300.001,180.300.001,38834
500006,38834,38834.000,1,00,38834.000.001,38834.000.001,38834.000.001,38834
500007,38834,180.300,2,00,180.300.002,180.300.002,180.300.002,38834
500008,38834,180.300,3,00,180.300.003,180.300.003,180.300.003,38834
500009,38834,180.300,4,00,180.300.004,180.300.004,180.300.004,38834
500010,38834,180.300,5,00,180.300.005,180.300.005,180.300.005,38834
500142,38835,DV-00-021,1,00,DV-00-021-01,-00-021-01,ДВ-00-021-01,38835
500143,38835,DV-09-19174,1,00,DV-09-19174-01,-09-19174-01,ДВ-09-19174-01,38835
500144,38835,DV-00,3,00,DV-00-03,-00-03,ДВ-00-03,38835
500311,38836,AG.03.01-01,3,00,AG.03.01.03-01,.03.01.03-01,АГ.03.01.03-01,38836
500312,38836,AG.03.01-01,5,00,AG.03.01.05-01,.03.01.05-01,АГ.03.01.05-01,38836
500313,38836,AG.03.01-01,7,00,AG.03.01.07-01,.03.01.07-01,АГ.03.01.07-01,38836
500314,38836,AG.03.01-01,8,00,AG.03.01.08-01,.03.01.08-01,АГ.03.01.08-01,38836
500315,38836,AG.17.00-01,2,00,AG.17.00.002-01,.17.00.002-01,АГ.17.00.002-01,38836
500316,38836,AG.17.00-01,3,00,AG.17.00.003-01,.17.00.003-01,АГ.17.00.003-01,38836
500317,38836,AG.01.01,7,00,AG.01.01.07,.01.01.07,АГ.01.01.07,38836
501008,38838,OPRB.01.00,1,00,OPRB.01.00.01,.01.00.01,ОПРБбекс.01.00.01,38838
501009,38838,OPRB.01.00,2,00,OPRB.01.00.02,.01.00.02,ОПРБбекс.01.00.02,38838
501010,38838,OPRB.01.00,3,00,OPRB.01.00.03,.01.00.03,ОПРБбекс.01.00.03,38838
501011,38838,OPRB.01.00,4,00,OPRB.01.00.04,.01.00.04,ОПРБбекс.01.00.04,38838
501012,38838,OPRB.01.00,5,00,OPRB.01.00.05,.01.00.05,ОПРБбекс.01.00.05,38838
501013,38838,OPRB.02.00,1,00,OPRB.02.00.01,.02.00.01,ОПРБбекс.02.00.01,38838
501014,38838,OPRB.02.00,2,00,OPRB.02.00.02,.02.00.02,ОПРБбекс.02.00.02,38838
501015,38838,OPRB.02.00,3,00,OPRB.02.00.03,.02.00.03,ОПРБбекс.02.00.03,38838
501016,38838,OPRBB.06.00-01,1,00,OPRBB.06.00.01-01,.06.00.01-01,ОПРБбспл.06.00.01-01,38838
501017,38838,OPRB.03.00,1,00,OPRB.03.00.01,.03.00.01,ОПРБбекс.03.00.01,38838
501018,38838,OPRB.03.00,2,00,OPRB.03.00.02,.03.00.02,ОПРБбекс.03.00.02,38838
501019,38838,OPRB.03.00,3,00,OPRB.03.00.03,.03.00.03,ОПРБбекс.03.00.03,38838
501020,38838,OPRB.03.00,4,00,OPRB.03.00.04,.03.00.04,ОПРБбекс.03.00.04,38838
501021,38838,OPRB.04.00,1,00,OPRB.04.00.01,.04.00.01,ОПРБбекс.04.00.01,38838
501022,38838,OPRB.05.00,1,00,OPRB.05.00.01,.05.00.01,ОПРБбекс.05.00.01,38838
501023,38838,OPRB.05.00,2,00,OPRB.05.00.02,.05.00.02,ОПРБбекс.05.00.02,38838
501024,38838,OPRB.06.00,1,00,OPRB.06.00.01,.06.00.01,ОПРБбекс.06.00.01,38838
501025,38838,OPRB.06.00,2,00,OPRB.06.00.02,.06.00.02,ОПРБбекс.06.00.02,38838
501026,38838,OPRB.06.00,3,00,OPRB.06.00.03,.06.00.03,ОПРБбекс.06.00.03,38838
501027,38838,OPRB.06.00-01,3,00,OPRB.06.00.03-01,.06.00.03-01,ОПРБбекс.06.00.03-01,38838
501028,38838,OPRB.07.00,1,00,OPRB.07.00.01,.07.00.01,ОПРБбекс.07.00.01,38838
501029,38838,OPRB.07.00,2,00,OPRB.07.00.02,.07.00.02,ОПРБбекс.07.00.02,38838
501030,38838,OPRB.06.00-02,3,00,OPRB.06.00.03-02,.06.00.03-02,ОПРБбекс.06.00.03-02,38838
501031,38838,OPRB.06.00-03,3,00,OPRB.06.00.03-03,.06.00.03-03,ОПРБбекс.06.00.03-03,38838
501016,38838,OPRBB.06.00-01,1,00,OPRBB.06.00.01-01,.06.00.01-01,ОПРБбекс.06.00.01-01,38838
501033,38838,OPRB.06.00-02,1,00,OPRB.06.00.01-02,.06.00.01-02,ОПРБбекс.06.00.01-02,38838
501034,38838,OPRB.06.00-03,1,00,OPRB.06.00.01-03,.06.00.01-03,ОПРБбекс.06.00.01-03,38838
501035,38838,OPRB.06.00-04,1,00,OPRB.06.00.01-04,.06.00.01-04,ОПРБбекс.06.00.01-04,38838
501036,38838,OPRB.08.00,1,00,OPRB.08.00.01,.08.00.01,ОПРБбекс.08.00.01,38838
501037,38838,OPRB.08.00,2,00,OPRB.08.00.02,.08.00.02,ОПРБбекс.08.00.02,38838
501037,38838,OPRB.08.00,2,00,OPRB.08.00.02,.08.00.02,ОПРБбспл.08.00.02,38838
501039,38838,OPRB.06.00-05,1,00,OPRB.06.00.01-05,.06.00.01-05,ОПРБбекс.06.00.01-05,38838
501040,38838,OPRB.09.00,1,00,OPRB.09.00.01,.09.00.01,ОПРБбекс.09.00.01,38838
501041,38838,OPRB.09.00,2,00,OPRB.09.00.02,.09.00.02,ОПРБбекс.09.00.02,38838
501042,38838,OPRB.09.00,3,00,OPRB.09.00.03,.09.00.03,ОПРБбекс.09.00.03,38838
501043,38838,OPRB.10.00,2,00,OPRB.10.00.02,.10.00.02,ОПРБбекс.10.00.02,38838
501044,38838,OPRB.10.00-01,2,00,OPRB.10.00.02-01,.10.00.02-01,ОПРБбекс.10.00.02-01,38838
501045,38838,OPRB.11.00,1,00,OPRB.11.00.01,.11.00.01,ОПРБбекс.11.00.01,38838
501046,38838,OPRB.11.00,2,00,OPRB.11.00.02,.11.00.02,ОПРБбекс.11.00.02,38838
501047,38838,OPRB.11.00,3,00,OPRB.11.00.03,.11.00.03,ОПРБбекс.11.00.03,38838
501048,38838,OPRB.11.00,4,00,OPRB.11.00.04,.11.00.04,ОПРБбекс.11.00.04,38838
501008,38838,OPRB.01.00,1,00,OPRB.01.00.01,.01.00.01,ОПХИбекс.01.00.01,38838
501009,38838,OPRB.01.00,2,00,OPRB.01.00.02,.01.00.02,ОПХИбекс.01.00.02,38838
501051,38838,OPHI.01.00-01,2,00,OPHI.01.00.02-01,.01.00.02-01,ОПХИбекс.01.00.02-01,38838
501052,38838,OPHI.01.00-02,2,00,OPHI.01.00.02-02,.01.00.02-02,ОПХИбекс.01.00.02-02,38838
501053,38838,OPHI.01.00-03,2,00,OPHI.01.00.02-03,.01.00.02-03,ОПХИбекс.01.00.02-03,38838
501054,38838,OPHI.01.00-04,2,00,OPHI.01.00.02-04,.01.00.02-04,ОПХИбекс.01.00.02-04,38838
501055,38838,OPHI.01.00-05,2,00,OPHI.01.00.02-05,.01.00.02-05,ОПХИбекс.01.00.02-05,38838
501010,38838,OPRB.01.00,3,00,OPRB.01.00.03,.01.00.03,ОПХИбекс.01.00.03,38838
501011,38838,OPRB.01.00,4,00,OPRB.01.00.04,.01.00.04,ОПХИбекс.01.00.04,38838
501058,38838,OPHI.01.00-01,4,00,OPHI.01.00.04-01,.01.00.04-01,ОПХИбекс.01.00.04-01,38838
501012,38838,OPRB.01.00,5,00,OPRB.01.00.05,.01.00.05,ОПХИбекс.01.00.05,38838
501060,38838,OPHI.01.00,6,00,OPHI.01.00.06,.01.00.06,ОПХИбекс.01.00.06,38838
501061,38838,OPHI.01.00,7,00,OPHI.01.00.07,.01.00.07,ОПХИбекс.01.00.07,38838
501062,38838,OPHI.01.01,1,00,OPHI.01.01.01,.01.01.01,ОПХИбекс.01.01.01,38838
501063,38838,OPHI.01.01,2,00,OPHI.01.01.02,.01.01.02,ОПХИбекс.01.01.02,38838
501064,38838,OPHI.01.02,1,00,OPHI.01.02.01,.01.02.01,ОПХИбекс.01.02.01,38838
501065,38838,OPHI.01.02,2,00,OPHI.01.02.02,.01.02.02,ОПХИбекс.01.02.02,38838
501066,38838,BTUK.711141,71,00,BTUK.711141.071,.711141.071,БТУК.711141.071,38838
500087,38843,UMBSH.2404.03.02,2,00,UMBSH.2404.03.02.002,.2404.03.02.002,УМБШ.2404.03.02.002,38843
500086,38843,UMBSH.2404.02.00,8,00,UMBSH.2404.02.00.008,.2404.02.00.008,УМБШ.2404.02.00.008,38843
500388,38845,BTUK.758343,8,00,BTUK.758343.008,.758343.008,БТУК.758343.008,38845
500389,38845,BTUK.758343-01,8,00,BTUK.758343.008-01,.758343.008-01,БТУК.758343.008-01,38845
500390,38845,BTUK.713111,8,00,BTUK.713111.008,.713111.008,БТУК.713111.008,38845
500391,38845,BTUK.715111,11,00,BTUK.715111.011,.715111.011,БТУК.715111.011,38845
500392,38845,BTUK.715111-01,11,00,BTUK.715111.011-01,.715111.011-01,БТУК.715111.011-01,38845
500393,38845,BTUK.715111-06,11,00,BTUK.715111.011-06,.715111.011-06,БТУК.715111.011-06,38845
500394,38845,BTUK.715111-03,11,00,BTUK.715111.011-03,.715111.011-03,БТУК.715111.011-03,38845
500395,38845,BTUK.715111-04,11,00,BTUK.715111.011-04,.715111.011-04,БТУК.715111.011-04,38845
500396,38845,BTUK.715121,1,00,BTUK.715121.001,.715121.001,БТУК.715121.001,38845
500397,38845,BTUK.715111-05,11,00,BTUK.715111.011-05,.715111.011-05,БТУК.715111.011-05,38845
500398,38845,BTUK.713512,2,00,BTUK.713512.002,.713512.002,БТУК.713512.002,38845
500399,38845,BTUK.713541,4,00,BTUK.713541.004,.713541.004,БТУК.713541.004,38845
500400,38845,BTUK.715642,1,00,BTUK.715642.001,.715642.001,БТУК.715642.001,38845
500401,38845,BTUK.715451,2,00,BTUK.715451.002,.715451.002,БТУК.715451.002,38845
500402,38845,BTUK.715453,1,00,BTUK.715453.001,.715453.001,БТУК.715453.001,38845
500403,38845,BTUK.723213,1,00,BTUK.723213.001,.723213.001,БТУК.723213.001,38845
500404,38845,BTUK.711145,4,00,BTUK.711145.004,.711145.004,БТУК.711145.004,38845
500405,38845,BTUK.747114,1,00,BTUK.747114.001,.747114.001,БТУК.747114.001,38845
500406,38845,BTUK.747155,1,00,BTUK.747155.001,.747155.001,БТУК.747155.001,38845
500407,38845,BTUK.713441,7,00,BTUK.713441.007,.713441.007,БТУК.713441.007,38845
500408,38845,BTUK.715342,1,00,BTUK.715342.001,.715342.001,БТУК.715342.001,38845
500409,38845,BTUK.715441,1,00,BTUK.715441.001,.715441.001,БТУК.715441.001,38845
500410,38845,BTUK.714371-01,5,00,BTUK.714371.005-01,.714371.005-01,БТУК.714371.005-01,38845
500411,38845,BTUK.714371-02,5,00,BTUK.714371.005-02,.714371.005-02,БТУК.714371.005-02,38845
500412,38845,BTUK.714371-03,5,00,BTUK.714371.005-03,.714371.005-03,БТУК.714371.005-03,38845
500413,38845,BTUK.714371-04,5,00,BTUK.714371.005-04,.714371.005-04,БТУК.714371.005-04,38845
500414,38845,BTUK.714371-05,5,00,BTUK.714371.005-05,.714371.005-05,БТУК.714371.005-05,38845
500415,38845,BTUK.714371,5,00,BTUK.714371.005,.714371.005,БТУК.714371.005,38845
500416,38845,BTUK.711141,122,00,BTUK.711141.122,.711141.122,БТУК.711141.122,38845
500417,38845,BTUK.741421,8,00,BTUK.741421.008,.741421.008,БТУК.741421.008,38845
500464,38857,VSHAE.676217.047-00,2,00,VSHAE.676217.047-00.00.002,.676217.047-00.00.002,ВШАЕ.676217.047-00.00.002,38857
500465,38857,VSHAE.676217.047-00,4,00,VSHAE.676217.047-00.00.004,.676217.047-00.00.004,ВШАЕ.676217.047-00.00.004,38857
500466,38857,VSHAE.676217.047-00,1,00,VSHAE.676217.047-00.00.001,.676217.047-00.00.001,ВШАЕ.676217.047-00.00.001,38857
500467,38857,VSHAE.676217.047-00,7,00,VSHAE.676217.047-00.00.007,.676217.047-00.00.007,ВШАЕ.676217.047-00.00.007,38857
500468,38857,VSHAE.676217.047-00,3,00,VSHAE.676217.047-00.00.003,.676217.047-00.00.003,ВШАЕ.676217.047-00.00.003,38857
500469,38857,VSHAE.304269.001-00,3,00,VSHAE.304269.001-00.00.003,.304269.001-00.00.003,ВШАЕ.304269.001-00.00.003,38857
500470,38857,VSHAE.304269.001-00,2,00,VSHAE.304269.001-00.00.002,.304269.001-00.00.002,ВШАЕ.304269.001-00.00.002,38857
500471,38857,VSHAE.676217.047-00,5,00,VSHAE.676217.047-00.00.005,.676217.047-00.00.005,ВШАЕ.676217.047-00.00.005,38857
500472,38857,VSHAE.304269.001-00,1,00,VSHAE.304269.001-00.00.001,.304269.001-00.00.001,ВШАЕ.304269.001-00.00.001,38857
500473,38857,VSHAE.676217.047-00,6,00,VSHAE.676217.047-00.00.006,.676217.047-00.00.006,ВШАЕ.676217.047-00.00.006,38857
500319,38858,M7870.10.03,502,00,M7870.10.03.502,7870.10.03.502,М7870.10.03.502,38858
500320,38858,M7870.10.03,507,00,M7870.10.03.507,7870.10.03.507,М7870.10.03.507,38858
500321,38858,M7870.10.03,508,00,M7870.10.03.508,7870.10.03.508,М7870.10.03.508,38858
500322,38858,M7870.10.03,509,00,M7870.10.03.509,7870.10.03.509,М7870.10.03.509,38858
500323,38858,M7870.10.03,531,00,M7870.10.03.531,7870.10.03.531,М7870.10.03.531,38858
500324,38858,M7870.10.03,551,00,M7870.10.03.551,7870.10.03.551,М7870.10.03.551,38858
500325,38858,M7870.10.03,561,00,M7870.10.03.561,7870.10.03.561,М7870.10.03.561,38858
500474,38860,MTRB.B.01.01.00,1,00,MTRB.B.01.01.00.001,..01.01.00.001,МТРБ.Б.01.01.00.001,38860
500475,38860,MTRB.B.01.01.00,2,00,MTRB.B.01.01.00.002,..01.01.00.002,МТРБ.Б.01.01.00.002,38860
500476,38860,MTRB.B.01.01.00,3,00,MTRB.B.01.01.00.003,..01.01.00.003,МТРБ.Б.01.01.00.003,38860
500477,38860,MTRB.B.01.01.00,4,00,MTRB.B.01.01.00.004,..01.01.00.004,МТРБ.Б.01.01.00.004,38860
500478,38860,MTRB.B.01.06.00,1,00,MTRB.B.01.06.00.001,..01.06.00.001,МТРБ.Б.01.06.00.001,38860
500479,38860,MTRB.B.01.06.00,2,00,MTRB.B.01.06.00.002,..01.06.00.002,МТРБ.Б.01.06.00.002,38860
500480,38860,MTRB.B.01.06.00,3,00,MTRB.B.01.06.00.003,..01.06.00.003,МТРБ.Б.01.06.00.003,38860
500575,38863,ONVP 0538.000.00,20,00,ONVP 0538.000.00.020, 0538.000.00.020,ОНВП 0538.000.00.020,38863
500576,38863,ONVP 0538.000.00,21,01,ONVP 0538.000.00.021, 0538.000.00.021,ОНВП 0538.000.00.021,38863
0,0,0,0,0,0,..01.02.00.003,МТРБ.Б.01.02.00.003,38871
0,0,0,0,0,0,..01.02.00.004,МТРБ.Б.01.02.00.004,38871
0,0,0,0,0,0,..01.02.00.005,МТРБ.Б.01.02.00.005,38871
0,0,0,0,0,0,..01.02.00.007,МТРБ.Б.01.02.00.007,38871
0,0,0,0,0,0,..01.02.00.017,МТРБ.Б.01.02.00.017,38871
0,0,0,0,0,0,..01.02.00.018,МТРБ.Б.01.02.00.018,38871
0,0,0,0,0,0,..01.06.00.003,МТРБ.Б.01.06.00.003,38871
0,0,0,0,0,0,..25.00.00.005,МТРБ.Б.25.00.00.005,38871
0,0,0,0,0,0,..25.00.00.006,МТРБ.Б.25.00.00.006,38871
0,0,0,0,0,0,..25.00.00.007,МТРБ.Б.25.00.00.007,38871
0,0,0,0,0,0,..25.00.00.008,МТРБ.Б.25.00.00.008,38871
501288,38871,MTRB.B.25.00.00,9,00,MTRB.B.25.00.00.009,..25.00.00.009,МТРБ.Б.25.00.00.009,38871
501289,38871,MTRB.B.25.00.00,10,00,MTRB.B.25.00.00.010,..25.00.00.010,МТРБ.Б.25.00.00.010,38871
501290,38871,MTRB.B.25.00.00,11,00,MTRB.B.25.00.00.011,..25.00.00.011,МТРБ.Б.25.00.00.011,38871
501291,38871,MTRB.B.25.00.00,12,00,MTRB.B.25.00.00.012,..25.00.00.012,МТРБ.Б.25.00.00.012,38871
501292,38871,MTRB.B.25.00.00,13,00,MTRB.B.25.00.00.013,..25.00.00.013,МТРБ.Б.25.00.00.013,38871
0,0,0,0,0,0,..25.00.00.014,МТРБ.Б.25.00.00.014,38871
0,0,0,0,0,0,..25.00.00.015,МТРБ.Б.25.00.00.015,38871
0,0,0,0,0,0,..25.00.00.016,МТРБ.Б.25.00.00.016,38871
0,0,0,0,0,0,..25.00.00.019 (.02.00.07),МТРБ.Б.25.00.00.019 (СМЕНА.02.00.07),38871
501293,38871,MTRB.B.25.00.00,21,00,MTRB.B.25.00.00.021,..25.00.00.021,МТРБ.Б.25.00.00.021,38871
501294,38871,MTRB.B.25.00.00,23,00,MTRB.B.25.00.00.023,..25.00.00.023,МТРБ.Б.25.00.00.023,38871
0,0,0,0,0,0,..25.00.00.029,МТРБ.Б.25.00.00.029,38871
0,0,0,0,0,0,..25.01.00.001 (47.00.03.01),МТРБ.Б.25.01.00.001 (P47.00.03.01),38871
0,0,0,0,0,0,..25.01.00.002 (47.00.03.02),МТРБ.Б.25.01.00.002 (P47.00.03.02),38871
0,0,0,0,0,0,..25.03.00.001,МТРБ.Б.25.03.00.001,38871
0,0,0,0,0,0,..25.03.00.002,МТРБ.Б.25.03.00.002,38871
0,0,0,0,0,0,..25.03.00.003,МТРБ.Б.25.03.00.003,38871
0,0,0,0,0,0,..25.03.00.004,МТРБ.Б.25.03.00.004,38871
501295,38871,MTRB.B.25.03.00,5,00,MTRB.B.25.03.00.005,..25.03.00.005,МТРБ.Б.25.03.00.005,38871
0,0,0,0,0,0,..25.03.00.006,МТРБ.Б.25.03.00.006,38871
0,0,0,0,0,0,..25.04.00.001,МТРБ.Б.25.04.00.001,38871
0,0,0,0,0,0,..00.00.00.008,МТРБ.В.00.00.00.008,38871
0,0,0,0,0,0,..00.00.00.009,МТРБ.В.00.00.00.009,38871
0,0,0,0,0,0,..00.00.00.010,МТРБ.В.00.00.00.010,38871
0,0,0,0,0,0,..00.00.00.011,МТРБ.В.00.00.00.011,38871
0,0,0,0,0,0,..00.00.00.013,МТРБ.В.00.00.00.013,38871
0,0,0,0,0,0,..00.00.00.021,МТРБ.В.00.00.00.021,38871
0,0,0,0,0,0,..00.00.00.023 (.00.00.023),МТРБ.В.00.00.00.023 (FISH.00.00.023),38871
0,0,0,0,0,0,..00.00.00.028,МТРБ.В.00.00.00.028,38871
0,0,0,0,0,0,..00.00.00.030 (.00.00.022),МТРБ.В.00.00.00.030 (СМЕНА.00.00.022),38871
0,0,0,0,0,0,..01.00.00.001,МТРБ.В.01.00.00.001,38871
0,0,0,0,0,0,..02.00.00.001,МТРБ.В.02.00.00.001,38871
0,0,0,0,0,0,..02.00.00.002,МТРБ.В.02.00.00.002,38871
0,0,0,0,0,0,47.00.00.11,P47.00.00.11,38871
501069,38872,711162,4,00,711162.004,711162.004,711162.004,38872
501070,38872,711162,6,00,711162.006,711162.006,711162.006,38872
501071,38872,711243,16,00,711243.016,711243.016,711243.016,38872
501072,38872,711243,17,00,711243.017,711243.017,711243.017,38872
501073,38872,711243,18,00,711243.018,711243.018,711243.018,38872
501074,38872,711273,16,00,711273.016,711273.016,711273.016,38872
