обозначение,наименование,индекс,коэф_входимости,заказанное_кол,уровень_критичности,примечания,наименование_материала,locmat_name,locmat,уд_вес,стоимость_мат_за_1кг_м,заг_диаметр,заг_толщина,заг_длина,заг_ширина,заг_на_кол_во,прутки,плиты,вес,стоимость_мат_ла,индустриализация_вид,индустриализация_стоимость,подряд_вид,подряд_стоимость,термообработка_вид,терообработка_стоимость,покрытие_площадь,покрытие_вид,покрытие_стоимость,резка_т_подг_мин,резка_т_маш_мин,резка_т_сум_ч,cn_т_подг_мин,cn_т_маш_мин,cn_т_сум_ч,dart_т_подг_мин,dart_т_маш_мин,dart_т_сум_ч,mx-cn_т_подг_мин,mx-cn_т_маш_мин,mx-cn_т_сум_ч,tour_т_подг_мин,tour_т_маш_мин,tour_т_сум_ч,mx\dart-tour_т_подг_мин,mx\dart-tour_т_ман_мин,mx\dart-tour_т_сум_ч,финишная_т_подг_мин,финишная_т_маш_мин,финишная_т_сум_ч,слесарная_т_подг_мин,слесарная_т_маш_мин,слесарная_т_сум_ч,шлифовальная_т_подг_мин,шлифовальная_т_маш_мин,шлифовальная_т_сум_ч,резерв_т_подг_мин,резерв_т_маш_мин,резерв_т_сум_ч,т_партии_ч,номер_заказа,full_cod1
D170060,Гнездо заземления М12,AD,100.0,100.0,С1,ПЕСА.685549.001,08Х18Н10Т,,,7.9,6.0,32.0,,30.0,,1.0,3.15,0.0,20.0035584,120.0213504,,,,,,0.0,0.00462208,,0.0,5.0,0.5,5.5,,,0.0,,,0.0,,,0.0,120.0,6.0,126.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,12.91666666666667,38756,170060
D102179,Крышка подшипника D-END внешняя,AB,20.0,20.0,С1,ПЕСА.711645.003,Ст3,,,7.85,1.2,,20.0,215.0,215.0,1.0,0.0,1.063175,166.918475,200.30217,,7770,"резка (ф215, Ф90)",12,,0.0,0.10965,,0.0,,,0.0,240.0,24.0,264.0,,,0.0,,,0.0,650.0,70.0,720.0,,,0.0,,,0.0,5.0,5.0,10.0,,,0.0,,,0.0,47.91666666666667,38757,102179
D101530,Крышка подшипника  BS,BC,20.0,20.0,С1,ПЕСА.711362.001,09 Г2С,,,7.85,1.5,,16.0,145.0,145.0,1.0,0.0,0.3868599999999999,48.58961599999999,72.88442399999998,,4310,"резка (ф145, Ф35)",8,,0.0,0.05133,,0.0,,,0.0,180.0,14.0,6.733333333333333,,,0.0,,,0.0,240.0,25.0,10.66666666666667,,,0.0,,,0.0,5.0,2.0,7.0,,,0.0,,,0.0,18.01666666666667,38757,101530
D102166,Lagerring AS-FZ,AG,16.0,16.0,С1,,17Г1С(09Г2С),,,7.8,0.95,,50.0,260.0,260.0,1.0,0.0,1.24384,485.0976,460.84272,,0,плазма + карбонитрирование,125,,0.0,0.1872,,0.0,,,0.0,800.0,175.0,975.0,,,0.0,,,0.0,480.0,144.4,624.4,,,0.0,,,0.0,5.0,15.0,20.0,,,0.0,,,0.0,110.59,38757,102166
СПАН.741464.005 ,Плита гидравлическая,5,1.0,1.0,С1,"Код ТНВЭД – 7326909807 отверстие ø8 длиной 302,5 мм заменяется сквозным отверстием (сверление с двух сторон), с обработкой места под заглушку как обозначено в сечении Б-Б (нарезка резьбы G1/8"") ",40Х13,,,7.65,6.0,150.0,,330.0,,1.0,0.0,0.1252349999999999,95.804775,574.8286499999999,,680,,0,,0.0,0.1606,,0.0,10.0,20.0,30.0,1200.0,1600.0,2800.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,30.0,60.0,90.0,,,0.0,,,0.0,104.6666666666667,38759,.741464.005
STR1.4.03.001,Шестерня Z13,0,2.0,2.0,С1,,95Х18,,,7.75,6.0,6.0,,30.0,,1.0,0.069,0.0,0.015112035,0.09067221,,0,вакуум,1.5,28..33,0.0226680525,0.00062172,,0.0,5.0,0.1,0.0866666666666666,,,0.0,,,0.0,,,0.0,90.0,3.5,1.616666666666667,,,0.0,,,0.0,,,0.0,,,0.0,60.0,8.0,1.266666666666667,2.97,38765,1.4.03.001
STR1.41.03.001,"Шестерня Z13 m0,4",0,1.0,1.0,С1,,95Х18,,,7.75,6.0,8.0,,30.0,,1.0,0.0345,0.0,0.01343292,0.08059752,,0,вакуум,2.5,28..33,0.04029876,0.00085408,,0.0,5.0,0.1,0.0849999999999999,,,0.0,,,0.0,,,0.0,90.0,3.5,1.558333333333333,,,0.0,,,0.0,,,0.0,,,0.0,60.0,8.0,1.133333333333333,2.776666666666666,38765,1.41.03.001
STR1.41.03.006,Колесо z31,0,1.0,1.0,С1,,95Х18,,,7.75,6.0,12.0,,8.0,,1.0,0.0092,0.0,0.008059752,0.048358512,,0,вакуум,2.5,28..33,0.024179256,0.00052752,,0.0,5.0,0.1,0.0849999999999999,,,0.0,,,0.0,,,0.0,90.0,3.0,1.55,,,0.0,,,0.0,,,0.0,,,0.0,60.0,15.0,1.25,2.885,38765,1.41.03.006
STR1.4.03.003,Колесо z60,0,1.0,1.0,С1,,95Х18,,,7.75,6.0,22.0,,8.0,,1.0,0.0092,0.0,0.027089722,0.162538332,,0,вакуум,2.5,28..33,0.081269166,0.00131252,,0.0,5.0,0.1,0.0849999999999999,,,0.0,,,0.0,,,0.0,90.0,3.0,1.55,,,0.0,,,0.0,,,0.0,,,0.0,60.0,15.0,1.25,2.885,38765,1.4.03.003
STR1.41.03.004-L,Пластина,0,1.0,1.0,С1,,40Х13,,,7.65,4.0,,3.0,50.0,30.0,1.0,0.0,0.0017249999999999,0.0395887499999999,0.1583549999999999,,0,,0.0,,0.0,0.00348,,0.0,5.0,0.25,0.0875,,,0.0,120.0,16.0,2.266666666666667,,,0.0,,,0.0,,,0.0,,,0.0,15.0,10.0,0.4166666666666667,15.0,2.0,0.2833333333333333,,,0.0,3.054166666666667,38765,1.41.03.004-
STR1.41.03.005-L,Крышка,0,1.0,1.0,С1,,ПА6,,,1.2,9.0,,12.0,50.0,30.0,1.0,0.0,0.0017249999999999,0.0248399999999999,0.2235599999999999,,0,,0.0,,0.0,0.00492,,0.0,5.0,0.5,0.0916666666666666,,,0.0,120.0,14.0,2.233333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,0.1,,,0.0,,,0.0,2.425,38765,1.41.03.005-
STR1.4.03.006,Ось 10х2,0,2.0,2.0,С1,,40Х13,,,7.65,4.0,2.0,,160.0,,10.0,0.0368,0.0,0.0008839728,0.0035358912,,0,,0.0,,0.0,0.00010676,,0.0,5.0,0.1,0.0866666666666666,,,0.0,,,0.0,,,0.0,15.0,1.0,0.2833333333333333,,,0.0,,,0.0,,,0.0,15.0,0.5,0.2666666666666666,,,0.0,0.6366666666666667,38765,1.4.03.006
STR1.4.03.007,"Прокладка 2,5х5х0,2",0,4.0,4.0,С1,,Фторопласт,,,2.2,50.0,,0.2,10.0,10.0,1.0,0.0,0.0004599999999999,0.0002024,0.01012,,0,,0.0,,0.0,0.000208,,0.0,5.0,0.1,0.09,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,1.0,0.2333333333333333,,,0.0,,,0.0,0.3233333333333333,38765,1.4.03.007
2232U006SR,Faulhaber,0,1.0,1.0,С1,   заказчик устанавливает сам,заказчик устанавливает сам,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38765,2232006
W638/3-2Z,Подшипник радиальный шариковый,0,1.0,1.0,С1,  заказчик устанавливает сам,заказчик устанавливает сам,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38765,638/3-2
"DIN 965 M1,6x0,35x10",Винт,0,3.0,3.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0,закупка,0.25,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38765," 965 1,60,3510"
DIN 965 M2x5 A2,Винт,0,3.0,3.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0,закупка,0.25,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38765, 965 25 2
STR1.41.03.000-L,Цилиндрическая ступень,0,1.0,1.0,С1,,,,,,100.0,,,,,1.0,0.0,0.0,0.0,0.0,,100,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,90.0,60.0,2.5,,,0.0,,,0.0,2.5,38765,1.41.03.000-
STR1.4.04.000,Блок пальцев в сборе,0,1.0,1.0,С1,,,,,,100.0,,,,,1.0,0.0,0.0,0.0,0.0,,0,сварка,5.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,5.0,0.1666666666666666,,,0.0,,,0.0,0.1666666666666666,38765,1.4.04.000
STR1.4.01.018,Кронштейн блока пальцев,0,1.0,1.0,С1,,АМг,,,2.7,7.0,,12.0,30.0,20.0,1.0,0.0,0.00069,0.022356,0.156492,,0,,0.0,,0.0,0.0024,,0.0,5.0,0.25,0.0875,,,0.0,150.0,8.0,2.633333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.5,0.1083333333333333,,,0.0,,,0.0,2.829166666666667,38765,1.4.01.018
STR1.4.01.019-M,Вилка,0,1.0,1.0,С1,,АМг,,,2.7,7.0,,5.0,160.0,30.0,1.0,0.0,0.00552,0.07452,0.52164,,60,,0.0,,0.0,0.0115,,0.0,5.0,0.5,0.0916666666666666,,,0.0,90.0,4.0,1.566666666666667,,,0.0,,,0.0,,,0.0,,,0.0,10.0,5.0,0.25,,,0.0,,,0.0,1.908333333333333,38765,1.4.01.019-
STR1.4.01.004,Полукорпус правый,0,1.0,1.0,С1,,Д16Т,,,2.78,7.0,,10.0,60.0,55.0,1.0,0.0,0.0037949999999999,0.1055009999999999,0.7385069999999999,,0,,0.0,,0.0,0.0089,,0.0,5.0,0.5,0.0916666666666666,,,0.0,180.0,18.0,3.3,,,0.0,,,0.0,,,0.0,,,0.0,5.0,4.0,0.15,,,0.0,,,0.0,3.541666666666667,38765,1.4.01.004
STR1.4.01.004-01,Полукорпус левый,0,1.0,1.0,С1,,Д16Т,,,2.78,7.0,,10.0,60.0,55.0,1.0,0.0,0.0037949999999999,0.1055009999999999,0.7385069999999999,,0,,0.0,,0.0,0.0089,,0.0,5.0,0.5,0.0916666666666666,,,0.0,180.0,18.0,3.3,,,0.0,,,0.0,,,0.0,,,0.0,5.0,4.0,0.15,,,0.0,,,0.0,3.541666666666667,38765,1.4.01.004-01
STR1.4.01.001,Венец червячный z35,0,1.0,1.0,С1,,БрАЖ9-4,,,7.5,15.0,35.0,,15.0,,1.0,0.01725,0.0,0.124410234375,1.866153515625,,0,,0.0,,0.0,0.00357175,,0.0,5.0,0.5,0.0916666666666666,,,0.0,100.0,15.0,1.916666666666667,,,0.0,30.0,5.0,0.5833333333333334,,,0.0,,,0.0,,,0.0,,,0.0,45.0,15.0,1.0,3.591666666666667,38765,1.4.01.001
STR1.4.01.002,"Червяк z1 q8x0,5 m0,8",0,1.0,1.0,С1,,40Х13,,,7.65,5.0,10.0,,60.0,,1.0,0.069,0.0,0.041436225,0.207181125,,0,резьбошлифовка+вакуум,10.0,40..45,0.124308675,0.0020410000000000003,,0.0,5.0,0.25,0.0875,,,0.0,,,0.0,,,0.0,60.0,4.0,1.066666666666667,,,0.0,,,0.0,,,0.0,,,0.0,60.0,4.0,1.066666666666667,2.220833333333333,38765,1.4.01.002
STR1.4.01.003,Опора подшипника,0,2.0,2.0,С1,,Д16Т,,,2.78,7.0,12.0,,9.0,,1.0,0.0207,0.0,0.00650499984,0.04553499888,,0,,0.0,,0.0,0.0005652000000000001,,0.0,5.0,0.15,0.0883333333333333,,,0.0,75.0,5.0,1.416666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.25,0.0916666666666666,,,0.0,,,0.0,1.596666666666667,38765,1.4.01.003
STR1.4.01.005,Тяга нижняя,0,1.0,1.0,С1,,40Х13,,,7.65,5.0,,6.0,38.0,15.0,1.0,0.0,0.0006555,0.03008745,0.15043725,,0,,0.0,,0.0,0.001776,,0.0,5.0,0.15,0.0858333333333333,,,0.0,75.0,7.0,1.366666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.25,0.0875,,,0.0,,,0.0,1.54,38765,1.4.01.005
STR1.4.01.006,Тяга верхняя,0,1.0,1.0,С1,,40Х13,,,7.65,5.0,,6.0,52.0,15.0,1.0,0.0,0.0008969999999999,0.0411722999999999,0.2058614999999999,,0,,0.0,,0.0,0.002364,,0.0,5.0,0.15,0.0858333333333333,,,0.0,60.0,7.0,1.116666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.25,0.0875,,,0.0,,,0.0,1.29,38765,1.4.01.006
STR1.4.01.008,Большой палец,0,1.0,1.0,С1,,Д16Т,,,2.78,7.0,,6.0,70.0,15.0,1.0,0.0,0.0012075,0.0201411,0.1409877,,0,,0.0,,0.0,0.00312,,0.0,5.0,0.15,0.0858333333333333,,,0.0,75.0,4.0,1.316666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.25,0.0875,,,0.0,,,0.0,1.49,38765,1.4.01.008
STR1.4.01.009,Кронштейн бп,0,1.0,1.0,С1,,Д16Т,,,2.78,7.0,,12.0,42.0,42.0,1.0,0.0,0.0020285999999999,0.0676740959999999,0.4737186719999999,,0,,0.0,,0.0,0.005544,,0.0,5.0,0.15,0.0858333333333333,,,0.0,150.0,16.0,2.766666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.25,0.0875,,,0.0,,,0.0,2.94,38765,1.4.01.009
STR1.41.03.002,"Колесо z22 m0,4",0,1.0,1.0,С1,,95Х18,,,7.75,6.0,12.0,,14.0,,1.0,0.0160999999999999,0.0,0.0141045659999999,0.084627396,,0,,0.0,35..40,0.042313698,0.0007536,,0.0,5.0,0.1,0.0849999999999999,,,0.0,,,0.0,,,0.0,120.0,4.0,2.066666666666667,,,0.0,,,0.0,,,0.0,,,0.0,45.0,9.0,0.9,3.051666666666667,38765,1.41.03.002
STR1.4.01.010,Ось 5,0,3.0,3.0,С1,,40Х13,,,7.65,5.0,6.0,,18.0,,1.0,0.0620999999999999,0.0,0.0134253369,0.0671266844999999,,0,,0.0,,0.0,0.00039564,,0.0,5.0,0.1,0.0883333333333333,,,0.0,,,0.0,,,0.0,60.0,4.0,1.2,,,0.0,,,0.0,,,0.0,15.0,0.5,0.275,,,0.0,1.563333333333333,38765,1.4.01.010
STR1.4.01.011,"Втулка 5х6х7,5",0,2.0,2.0,С1,,БрАЖ9-4,,,7.5,15.0,8.0,,15.0,,1.0,0.0345,0.0,0.0129996,0.194994,,0,,0.0,,0.0,0.00047728,,0.0,5.0,0.1,0.0866666666666666,,,0.0,,,0.0,,,0.0,60.0,1.5,1.05,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.136666666666667,38765,1.4.01.011
STR1.4.01.012,"Шайба 5х9х0,5",0,6.0,6.0,С1,,Фторопласт,,,2.2,15.0,10.0,,6.0,,1.0,0.0414,0.0,0.00714978,0.1072467,,0,,0.0,,0.0,0.00034540000000000005,,0.0,5.0,0.1,0.0933333333333333,,,0.0,,,0.0,,,0.0,15.0,1.0,0.35,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.4433333333333333,38765,1.4.01.012
STR1.4.01.013,Ось 3х8,0,5.0,5.0,С1,,40Х13,,,7.65,5.0,3.0,,15.0,,1.0,0.08625,0.0,0.0046615753125,0.0233078765625,,0,,0.0,,0.0,0.00015543,,0.0,5.0,0.1,0.0916666666666666,,,0.0,,,0.0,,,0.0,15.0,1.0,0.3333333333333333,,,0.0,,,0.0,,,0.0,15.0,0.5,0.2916666666666667,,,0.0,0.7166666666666667,38765,1.4.01.013
STR1.4.01.016,Ось центральная,0,1.0,1.0,С1,,40Х13,,,7.65,5.0,4.0,,18.0,,1.0,0.0207,0.0,0.0019889388,0.009944694,,0,,0.0,,0.0,0.00025120000000000003,,0.0,5.0,0.1,0.0849999999999999,,,0.0,,,0.0,,,0.0,45.0,2.5,0.7916666666666666,,,0.0,,,0.0,,,0.0,15.0,0.5,0.2583333333333333,,,0.0,1.135,38765,1.4.01.016
STR1.4.01.017,Втулка центральная,0,2.0,2.0,С1,,БрАЖ9-4,,,7.5,15.0,10.0,,8.0,,1.0,0.0184,0.0,0.010833,0.162495,,0,,0.0,,0.0,0.00040820000000000006,,0.0,5.0,0.1,0.0866666666666666,,,0.0,,,0.0,,,0.0,30.0,2.5,0.5833333333333334,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.67,38765,1.4.01.017
W638/3-2Z,Подшипник радиальный шариковый,0,2.0,2.0,С1,заказчик устанавливает сам,заказчик устанавливает сам,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38765,638/3-2
2х2,Магнит,0,1.0,1.0,С1,заказчик устанавливает сам,заказчик устанавливает сам,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38765,22
"DIN 965 M2,5x5 A2",Винт,0,6.0,6.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0,закупка,0.25,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38765," 965 2,55 2"
STR1.41.02.000,Механизм червячный,0,1.0,1.0,С1,,,,,,100.0,,,,,1.0,0.0,0.0,0.0,0.0,,150,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,180.0,3.0,,,0.0,,,0.0,3.0,38765,1.41.02.000
STR1.4.01.014-L,Кронштейн ротатора,0,1.0,1.0,С1,,12Х18Н10Т,,,7.92,6.0,,1.5,80.0,70.0,1.0,0.0,0.0064399999999999,0.0765071999999999,0.4590431999999999,,0,,0.0,,0.0,0.01165,,0.0,5.0,0.25,0.0875,,,0.0,90.0,8.0,1.633333333333333,,,0.0,,,0.0,,,0.0,,,0.0,10.0,5.0,0.25,,,0.0,,,0.0,1.970833333333333,38765,1.4.01.014-
STR1.4.01.015,Фланец,0,1.0,1.0,С1,,Д16Т,,,2.78,7.0,55.0,,14.0,,1.0,0.0160999999999999,0.0,0.1062834657499999,0.7439842602499999,,0,,0.0,,0.0,0.007167050000000001,,0.0,5.0,0.2,0.0866666666666666,,,0.0,30.0,4.0,0.5666666666666667,,,0.0,90.0,6.0,1.6,,,0.0,,,0.0,5.0,4.0,0.15,,,0.0,,,0.0,2.403333333333333,38765,1.4.01.015
"DIN 965 M2,5x5 A2",Винт,0,6.0,6.0,С1,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,0,закупка,0.25,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,38765," 965 2,55 2"
STR1.41.01.000-L,Механизм в сборе,0,1.0,1.0,С1,"установку подшипников, магнита и электромотора выполняет заказчик",,,,,100.0,,,,,1.0,0.0,0.0,0.0,0.0,,0,,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,180.0,3.0,,,0.0,,,0.0,3.0,38765,1.41.01.000-
D101529,Крышка подшипника  D-END,BC,16.0,16.0,С1,ПЕСА.711645.002,09 Г2С,,,7.85,1.5,,25.0,185.0,185.0,1.0,0.0,0.62974,123.586475,185.3797125,,5618,"резка (ф185,ф70)",20,,0.0,0.08695,,0.0,,,0.0,240.0,20.0,260.0,,,0.0,,,0.0,360.0,60.0,420.0,,,0.0,,,0.0,5.0,6.0,11.0,,,0.0,,,0.0,33.01666666666667,38766,101529
D101530,Крышка подшипника  BS,0,20.0,20.0,С1,ПЕСА.711362.001,09 Г2С,,,7.85,1.5,,16.0,145.0,145.0,1.0,0.0,0.4835749999999999,60.73701999999999,91.10553,,4310,"резка (ф145, Ф35)",8,,0.0,0.05133,,0.0,,,0.0,180.0,14.0,194.0,,,0.0,,,0.0,240.0,25.0,265.0,,,0.0,,,0.0,5.0,2.0,7.0,,,0.0,,,0.0,20.75,38766,101530
ФУДИ.715511.010,Винт,А,100.0,100.0,С1,,08Х18Н10 (AISI304),,,7.92,6.0,12.0,,120.0,,1.0,13.8,0.0,12.35481984,74.12891903999999,,0,,0,,0.0,0.004747680000000001,,0.0,5.0,0.1,0.25,,,0.0,,,0.0,,,0.0,180.0,15.0,28.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,28.25,38769,.715511.010
ФУДИ.715511.011,Винт,А,50.0,50.0,С1,,08Х18Н10 (AISI304),,,7.92,6.0,12.0,,150.0,,1.0,8.625,0.0,7.721762399999999,46.3305744,,0,,0,,0.0,0.00587808,,0.0,5.0,0.1,0.1666666666666666,,,0.0,,,0.0,,,0.0,180.0,15.5,15.91666666666667,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,16.08333333333333,38769,.715511.011
ФУДИ.741424.002,Гайка,С,150.0,150.0,С1,,08Х18Н10 (AISI304),,,7.92,6.0,25.0,,20.0,,1.0,3.45,0.0,13.4058375,80.435025,,0,,0,,0.0,0.00255125,,0.0,5.0,0.2,0.5833333333333334,,,0.0,90.0,8.0,21.5,,,0.0,45.0,2.0,5.75,,,0.0,,,0.0,5.0,0.5,1.333333333333333,,,0.0,,,0.0,29.16666666666667,38769,.741424.002
ФУДИ.741424.003,Гайка,С,150.0,150.0,С1,,08Х18Н10 (AISI304),,,7.92,6.0,25.0,,20.0,,1.0,3.45,0.0,13.4058375,80.435025,,0,,0,,0.0,0.00255125,,0.0,5.0,0.2,0.5833333333333334,,,0.0,90.0,8.0,21.5,,,0.0,45.0,2.0,5.75,,,0.0,,,0.0,5.0,0.5,1.333333333333333,,,0.0,,,0.0,29.16666666666667,38769,.741424.003
ФУДИ.713211.002,Крючок ,B,120.0,120.0,С1,,08Х18Н10 (AISI304),,,7.92,6.0,12.0,,21.0,,1.0,2.898,0.0,2.5945121664,15.5670729984,,0,,0,,0.0,0.00101736,,0.0,5.0,0.2,0.4833333333333333,,,0.0,,,0.0,,,0.0,120.0,3.2,8.4,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.883333333333335,38769,.713211.002
ФУДИ.715111.007,Ось,А,300.0,300.0,С1,,08Х18Н10 (AISI304) калиброванная ,,,7.92,6.0,6.0,,90.0,,1.0,31.05,0.0,6.949586159999999,41.69751696,,0,,0,,0.0,0.0017521199999999998,,0.0,5.0,0.05,0.3333333333333333,,,0.0,,,0.0,,,0.0,45.0,0.5,3.25,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,3.583333333333333,38769,.715111.007
ФУДИ.741474.010 ,Прижим,А,300.0,300.0,С1,,Д16Т,,,2.8,7.0,,20.0,68.0,58.0,1.0,0.0,1.36068,76.19807999999999,533.3865599999999,,0,,0,,0.0,0.012928,Ан.окс.нв.,0.6464,5.0,0.5,2.583333333333333,,,0.0,180.0,15.5,80.5,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,5.083333333333333,,,0.0,,,0.0,88.16666666666666,38769,.741474.010
ФУДИ.711141.001,Шайба ,A,150.0,150.0,С1,,Д16Т,,,2.8,7.0,10.0,,7.0,,1.0,1.2075,0.0,0.2654085,1.8578595,,0,,0,,0.0,0.0003768,Ан.окс.нв.,0.01884,5.0,0.05,0.2083333333333333,,,0.0,,,0.0,,,0.0,30.0,0.8,2.5,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,2.708333333333333,38769,.711141.001
УМБШ.2404.01.00.001,Фланец,0,1.0,50.0,С1,,Д16Т,,,2.78,7.0,,30.0,50.0,40.0,1.0,0.0,0.1149999999999999,9.590999999999998,67.13699999999999,,0,покраска,3.0,,0.0,0.0094,Ан.окс.нхр.,0.47,3.0,1.0,0.8833333333333333,240.0,85.0,74.83333333333333,,,0.0,,,0.0,,,0.0,,,0.0,10.0,1.0,1.0,5.0,2.0,1.75,,,0.0,,,0.0,78.46666666666667,38770,.2404.01.00.001
УМБШ.2404.01.00.002,Кронштейн,0,1.0,50.0,С1,,Д16Т,,,2.78,7.0,,60.0,245.0,135.0,1.0,0.0,1.9018125,317.222325,2220.556275,,0,,0.0,,0.0,0.11175,Хим.окс.э.,5.5875,10.0,5.0,4.333333333333333,300.0,150.0,130.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,2.0,1.75,,,0.0,,,0.0,136.0833333333333,38770,.2404.01.00.002
УМБШ.2404.01.00.003,Уголок,0,1.0,50.0,С1,,20,,,7.83,2.0,,1.5,80.0,50.0,1.0,0.0,0.2299999999999999,2.70135,5.402699999999999,,0,резка+гибка,18.0,,0.0,0.00839,Ц9.хр.,0.4195,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,3.0,2.583333333333333,,,0.0,,,0.0,2.583333333333333,38770,.2404.01.00.003
УМБШ.2404.01.00.004,Крышка,0,1.0,50.0,С1,,Д16Т,,,2.78,7.0,,10.0,114.0,90.0,1.0,0.0,0.58995,16.40061,114.80427,,0,покраска,5.0,,0.0,0.0246,Ан.окс.нхр.,1.23,5.0,2.0,1.75,,,0.0,200.0,30.0,28.33333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,2.0,1.75,,,0.0,,,0.0,31.83333333333334,38770,.2404.01.00.004
УМБШ.2404.01.00.005,Пластина,0,1.0,50.0,С1,,пластина прессовая,,,1.0,4.0,,6.0,60.0,20.0,1.0,0.0,0.069,0.414,1.656,,0,,0.0,,0.0,0.00336,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,3.0,2.666666666666667,,,0.0,,,0.0,2.666666666666667,38770,.2404.01.00.005
УМБШ.2404.01.00.006,Ловитель ,0,2.0,100.0,С1,,40Х13,,,7.65,4.0,18.0,,27.0,,1.0,3.105,0.0,6.041401604999999,24.16560642,,0,,0.0,,0.0,0.00203472,Хим.пас.,0.101736,3.0,0.5,0.8833333333333333,,,0.0,,,0.0,,,0.0,90.0,3.0,6.5,30.0,1.0,2.166666666666667,,,0.0,3.0,0.3,0.55,,,0.0,,,0.0,10.1,38770,.2404.01.00.006
УМБШ.2404.01.00.007,Шайба,0,2.0,100.0,С1,,ТМКЩ-М-1,,,1.5,1.5,,1.0,30.0,30.0,1.0,0.0,0.1034999999999999,0.1552499999999999,0.2328749999999999,,0,,0.0,,0.0,0.00192,,0.0,3.0,0.5,0.8833333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,10.0,1.0,1.833333333333333,,,0.0,,,0.0,2.716666666666666,38770,.2404.01.00.007
