обозначение,наименование,индекс,коэф_входимости,заказанное_кол,уровень_критичности,примечания,наименование_материала,locmat_name,locmat,уд_вес,стоимость_мат_за_1кг_м,заг_диаметр,заг_толщина,заг_длина,заг_ширина,заг_на_кол_во,прутки,плиты,вес,стоимость_мат_ла,индустриализация_вид,индустриализация_стоимость,подряд_вид,подряд_стоимость,термообработка_вид,терообработка_стоимость,покрытие_площадь,покрытие_вид,покрытие_стоимость,резка_т_подг_мин,резка_т_маш_мин,резка_т_сум_ч,cn_т_подг_мин,cn_т_маш_мин,cn_т_сум_ч,dart_т_подг_мин,dart_т_маш_мин,dart_т_сум_ч,mx-cn_т_подг_мин,mx-cn_т_маш_мин,mx-cn_т_сум_ч,tour_т_подг_мин,tour_т_маш_мин,tour_т_сум_ч,mx\dart-tour_т_подг_мин,mx\dart-tour_т_ман_мин,mx\dart-tour_т_сум_ч,финишная_т_подг_мин,финишная_т_маш_мин,финишная_т_сум_ч,слесарная_т_подг_мин,слесарная_т_маш_мин,слесарная_т_сум_ч,шлифовальная_т_подг_мин,шлифовальная_т_маш_мин,шлифовальная_т_сум_ч,резерв_т_подг_мин,резерв_т_маш_мин,резерв_т_сум_ч,т_партии_ч,номер_заказа,full_cod1
HY13-082-82,AXE INT PINCES,А1,4.0,8.0,,4.4,4.4,,316L (калибр),,,8.0,8.0,12.0,,57.0,,1.0,0.5244,0.0,0.474225408,3.793803264,,,,0.0,0.00237384,,0.0,5.0,0.2,0.11,,,0.0,,,0.0,,,0.0,20.0,4.0,0.8666666666666667,,,0.0,,,0.0,,,0.0,10.0,1.0,0.3,,,0.0,1.276666666666667,38579,13-082-82
HY13-082-80,RACCORD PINCES,А1,4.0,8.0,,12.87,12.87,remplacement de la matiere par l'equivalent (БрАЖ9-4-bronze d'aluminium) ,БрАЖ9-4,,,7.5,15.0,20.0,,45.0,,1.0,0.4139999999999999,0.0,0.9749699999999999,14.62455,,,,0.0,0.003454,,0.0,5.0,0.25,0.1166666666666666,,,0.0,60.0,10.0,2.333333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,0.2166666666666666,,,0.0,,,0.0,2.666666666666667,38579,13-082-80
HY13-082-75,SUPPORT PINCES,C1,1.0,2.0,RC3,130.0,130.0,,6082Т6,,,2.7,8.0,,60.0,130.0,120.0,1.0,0.0,0.03588,5.812560000000001,46.50048000000001,,,,0.0,0.0612,Ан.Окс.ч.,12.24,5.0,5.0,0.25,,,0.0,200.0,70.0,5.666666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,3.0,0.1833333333333333,,,0.0,,,0.0,6.1,38579,13-082-75
HY13-082-87,PINCE COUPANTE 2,А,1.0,2.0,,59.5,59.5,Добавить в перечень,431,,,8.0,10.0,,15.0,120.0,62.0,1.0,0.0,0.017112,2.0534399999999997,20.5344,,,термообработка,1.5,0.02034,,0.0,5.0,2.0,0.15,,,0.0,120.0,30.0,3.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,0.1,,,0.0,,,0.0,3.25,38579,13-082-87
HY13-082-88,PINCE COUPANTE 2,А,1.0,2.0,,59.5,59.5,,431,,,8.0,10.0,,15.0,120.0,62.0,1.0,0.0,0.017112,2.0534399999999997,20.5344,,,термообработка,1.5,0.02034,,0.0,5.0,2.0,0.15,,,0.0,120.0,30.0,3.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,0.1,,,0.0,,,0.0,3.25,38579,13-082-88
HY13-082-81,TRANS MVT PINCES,B,1.0,2.0,RC3,34.2,34.2,,6082Т6,,,2.7,8.0,,25.0,65.0,38.0,1.0,0.0,0.005681,0.38346750000000007,3.067740000000001,,,,0.0,0.01009,Ан.Окс.ч.,2.018,5.0,0.5,0.1,,,0.0,70.0,25.0,2.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,2.0,0.15,,,0.0,,,0.0,2.25,38579,13-082-81
HY13-082-93,MORS 1 PINCES,C,1.0,2.0,RC3,102.58,102.58,,6082Т6,,,2.7,9.0,,45.0,110.0,60.0,1.0,0.0,0.0151799999999999,1.8443699999999998,16.59933,,,,0.0,0.0285,Ан.Окс.ч.,5.7,5.0,2.0,0.15,,,0.0,200.0,45.0,4.833333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,5.0,0.25,,,0.0,,,0.0,5.233333333333333,38579,13-082-93
670-0293051,Axis,B.4,1.0,1.0,С1,,AISI 304,,,7.92,6.0,130.0,,200.0,,1.0,0.3,0.0,31.521204,189.127224,,0.0,,0,,0,0.108173,,0,10.0,45.0,0.9166666666666666,,,0.0,120.0,20.0,2.333333333333333,,,0.0,480.0,240.0,12.0,,,0.0,,,0.0,10.0,10.0,0.3333333333333333,,,0.0,,,0.0,15.58333333333333,38581,670-0293051
670-0293153,Cartridge,A.2,1.0,1.0,С1,замена на 12Х17 ,AISI 430,,,7.9,6.0,130.0,,50.0,,1.0,0.1075,0.0,11.266575125,67.59945075,,0.0,,0,,0,0.046943,,0,10.0,45.0,0.9166666666666666,,,0.0,120.0,40.0,2.666666666666667,,,0.0,120.0,45.0,2.75,,,0.0,,,0.0,5.0,5.0,0.1666666666666666,,,0.0,,,0.0,6.5,38581,670-0293153
670-0293158,Body,A.6,1.0,1.0,С1,,Алюминий 2024-T351,,,2.78,9.0,200.0,,90.0,,1.0,0.189,0.0,16.498188,148.483692,,0.0,,0,,0,0.11932,,0,10.0,30.0,0.6666666666666666,,,0.0,90.0,30.0,2.0,,,0.0,180.0,90.0,4.5,,,0.0,,,0.0,10.0,15.0,0.4166666666666667,,,0.0,,,0.0,7.583333333333333,38581,670-0293158
670-0294149,Cartridge ,A.4,1.0,1.0,С1,замена на 12Х17 ,AISI 430,,,7.9,6.0,200.0,,50.0,,1.0,0.105,0.0,26.0463,156.2778,,0.0,,0,,0,0.0942,,0,10.0,60.0,1.166666666666667,,,0.0,120.0,60.0,3.0,,,0.0,150.0,90.0,4.0,,,0.0,,,0.0,5.0,5.0,0.1666666666666666,,,0.0,,,0.0,8.333333333333334,38581,670-0294149
670-0298582,Pulley,A.5,1.0,1.0,С1,"МЗ, доработка отв. (М3, М6, Ф155, Ф165, Ф181)",,,,,100.0,,,,,1.0,0.0,0.0,0.0,0.0,,0.0,,0,,0,0.0,,0,,,0.0,,,0.0,90.0,15.0,1.75,,,0.0,120.0,30.0,2.5,,,0.0,,,0.0,10.0,10.0,0.3333333333333333,,,0.0,,,0.0,4.583333333333333,38581,670-0298582
КРАУ8.220.076 ,Втулка,1,270.0,270.0,С1,,ПК-3,,,1.5,50.0,5.0,,5.0,,1.0,1.5525,0.0,0.04570171875,2.2850859375,,0.0,,0,,0,0.00011775,,0,5.0,0.01,0.1283333333333333,,,0.0,,,0.0,,,0.0,75.0,1.1,6.2,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,6.328333333333334,38597,8.220.076
КРАУ8.220.078 ,Втулка,1,420.0,420.0,С1,,ПК-3,,,1.5,50.0,8.0,,9.0,,1.0,4.347,0.0,0.32758992,16.379496,,0.0,,0,,0,0.00032656,,0,5.0,0.01,0.1533333333333333,,,0.0,,,0.0,,,0.0,75.0,1.05,8.6,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.753333333333334,38597,8.220.078
КРАУ8.220.079 ,Втулка,1,750.0,750.0,С1,,14Х17Н2,,,8.0,8.0,8.0,,10.0,,1.0,8.625,0.0,3.46656,27.73248,,0.0,,0,,0,0.00035168,,0,5.0,0.01,0.2083333333333333,,,0.0,,,0.0,,,0.0,75.0,1.5,20.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,20.20833333333333,38597,8.220.079
КРАУ8.600.140 ,Планка ,1,100.0,100.0,С1,,ПА6,,,1.16,20.0,,4.0,25.0,16.0,1.0,0.0,0.046,0.21344,4.2688,,0.0,,0,,0,0.001128,,0,5.0,0.15,0.3333333333333333,,,0.0,120.0,3.0,7.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,0.9166666666666666,,,0.0,,,0.0,8.25,38597,8.600.140
ВМПЛ8.223.010,Втулка ,3,225.0,225.0,С1,,ПА6,,,1.16,20.0,10.0,,10.0,,1.0,2.5875,0.0,0.23561775,4.712355000000001,,0.0,,0,,0,0.000471,,0,5.0,0.1,0.4583333333333333,,,0.0,45.0,0.5,2.625,,,0.0,75.0,1.2,5.75,,,0.0,,,0.0,5.0,0.25,1.020833333333333,,,0.0,,,0.0,9.854166666666666,38597,8.223.010
ВМПЛ8.223.030,Втулка ,0,1000.0,1000.0,С1,,14Х17Н2,,,8.0,8.0,18.0,,18.0,,1.0,20.7,0.0,42.118704,336.949632,,0.0,,0,,0,0.00152604,,0,5.0,0.25,4.25,,,0.0,60.0,1.75,30.16666666666667,,,0.0,90.0,2.0,34.83333333333334,,,0.0,,,0.0,5.0,0.25,4.25,,,0.0,,,0.0,73.5,38597,8.223.030
P4G-03.01.07.00.001,"Втулка 3/8х1,5мм",0,11.0,110.0,С1,,ПА-6,,,1.16,7.0,10.0,,4.0,,1.0,0.5059999999999999,0.0,0.0460763599999999,0.3225345199999999,,0.0,,0,,0.0,0.0002826,,0.0,3.0,0.02,0.0866666666666666,,,0.0,,,0.0,,,0.0,20.0,0.85,1.891666666666666,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.978333333333333,38602,4-03.01.07.00.001
P4G-03.01.07.00.002,"Втулка 3/8х5,5",0,45.0,450.0,С1,,ПА-6,,,1.16,7.0,10.0,,8.0,,1.0,4.14,0.0,0.3769883999999999,2.638918799999999,,0.0,,0,то,0.1,0.0004082,,0.0,3.0,0.02,0.2,,,0.0,,,0.0,,,0.0,30.0,1.1,8.75,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,8.950000000000001,38602,4-03.01.07.00.002
P4G-03.01.07.00.003,Полумуфта кулачковая,0,1.0,10.0,С1,,АМг6,,,2.7,5.0,,8.0,20.0,110.0,5.0,0.0,0.0050599999999999,0.1092959999999999,0.54648,,0.0,,0,,0.0,0.0012959999999999,Ан.Окс.,0.05184,3.0,0.1,0.0666666666666666,,,0.0,45.0,5.0,1.583333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,0.25,,,0.0,,,0.0,1.9,38602,4-03.01.07.00.003
P4G-03.01.07.00.004,Головка штока,0,1.0,10.0,С1,,АМг6,,,2.7,5.0,,20.0,24.0,140.0,5.0,0.0,0.007728,0.417312,2.08656,,0.0,,0,,0.0,0.002656,Ан.Окс.,0.10624,3.0,0.25,0.0916666666666666,,,0.0,150.0,12.0,4.5,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,0.25,,,0.0,,,0.0,4.841666666666667,38602,4-03.01.07.00.004
P4G-03.01.07.00.005,Стакан,0,1.0,10.0,С1,,АМг6,,,2.7,5.0,,25.0,120.0,28.0,4.0,0.0,0.00966,0.65205,3.26025,,0.0,,0,,0.0,0.00353,Ан.Окс.,0.1412,3.0,0.15,0.075,,,0.0,75.0,7.0,2.416666666666667,,,0.0,,,0.0,,,0.0,,,0.0,3.0,0.5,0.1333333333333333,,,0.0,,,0.0,2.625,38602,4-03.01.07.00.005
P4G-03.01.07.00.006,"Втулка 16,5/21х10",0,1.0,10.0,С1,,ПА-6,,,1.16,7.0,25.0,,150.0,,10.0,0.1725,0.0,0.0981740624999999,0.6872184374999999,,0.0,,0,,0.0,0.00215875,,0.0,3.0,0.05,0.0583333333333333,,,0.0,,,0.0,,,0.0,20.0,2.0,0.6666666666666666,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.725,38602,4-03.01.07.00.006
P4G-03.01.07.00.007,"Вал 22,28мм",0,8.0,80.0,С1,калиброванный,INOX304 H9,,,7.92,6.0,3.0,,30.0,,1.0,2.76,0.0,0.1544352479999999,0.9266114879999998,,0.0,,0,,0.0,0.00029673,,0.0,3.0,0.1,0.1833333333333333,,,0.0,,,0.0,,,0.0,20.0,2.0,3.0,,,0.0,,,0.0,,,0.0,15.0,0.5,0.9166666666666666,,,0.0,4.100000000000001,38602,4-03.01.07.00.007
P4G-03.01.07.00.008,Втулка скольжения,0,1.0,10.0,С1,,ПА-6,,,1.16,7.0,,12.0,30.0,180.0,5.0,0.0,0.0124199999999999,0.1728863999999999,1.2102048,,0.0,,0,,0.0,0.003168,,0.0,3.0,0.15,0.075,,,0.0,75.0,6.0,2.25,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.25,0.125,,,0.0,,,0.0,2.45,38602,4-03.01.07.00.008
P4G-03.01.07.00.009,"Вал 33,3мм",0,4.0,40.0,С1,калиброванный,INOX304 H9,,,7.92,6.0,3.0,,40.0,,1.0,1.84,0.0,0.102956832,0.617740992,,0.0,,0,,0.0,0.00039093,,0.0,3.0,0.1,0.1166666666666666,,,0.0,,,0.0,,,0.0,20.0,2.0,1.666666666666667,,,0.0,,,0.0,,,0.0,15.0,0.5,0.5833333333333334,,,0.0,2.366666666666667,38602,4-03.01.07.00.009
P4G-03.01.07.00.010,Тяга,0,2.0,20.0,С1,,АМг6,,,2.7,5.0,,8.0,20.0,170.0,4.0,0.0,0.01955,0.42228,2.1114,,0.0,,0,,0.0,0.00246,Ан.Окс.,0.0984,3.0,0.15,0.1,,,0.0,75.0,6.0,3.25,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.25,0.1666666666666666,,,0.0,,,0.0,3.516666666666667,38602,4-03.01.07.00.010
P4G-03.01.07.00.011,"Винт М5х0,8",0,1.0,10.0,С1,,12Х18Н10Т,,,7.92,5.0,10.0,,25.0,,1.0,0.2875,0.0,0.1787445,0.8937225,,0.0,,0,,0.0,0.000942,,0.0,3.0,0.1,0.0666666666666666,,,0.0,30.0,1.5,0.75,,,0.0,30.0,2.5,0.9166666666666666,,,0.0,,,0.0,5.0,0.25,0.125,,,0.0,,,0.0,1.858333333333333,38602,4-03.01.07.00.011
P4G-03.01.07.00.012,Ось ступенчатая,0,2.0,20.0,С1,,ПА-6,,,1.16,7.0,10.0,,20.0,,1.0,0.4599999999999999,0.0,0.0418876,0.2932131999999999,,0.0,,0,,0.0,0.000785,,0.0,3.0,0.1,0.0833333333333333,,,0.0,,,0.0,,,0.0,20.0,1.5,0.8333333333333334,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.9166666666666666,38602,4-03.01.07.00.012
P4G-03.01.07.00.013,"Гайка М5х0,8",0,1.0,10.0,С1,,ЛС59-1,,,8.5,7.0,30.0,,17.0,,1.0,0.1954999999999999,0.0,1.174026375,8.218184625,,0.0,,0,,0.0,0.0030144,,0.0,3.0,0.15,0.075,,,0.0,45.0,4.0,1.416666666666667,,,0.0,30.0,3.0,1.0,,,0.0,,,0.0,10.0,3.0,0.6666666666666666,,,0.0,,,0.0,3.158333333333334,38602,4-03.01.07.00.013
P4G-03.01.07.00.014,Схват,0,2.0,20.0,С1,,АМг6,,,2.7,5.0,,30.0,60.0,30.0,1.0,0.0,0.0414,3.3534,16.767,,0.0,,0,,0.0,0.009,Ан.Окс.,0.36,3.0,0.5,0.2166666666666666,,,0.0,120.0,15.0,7.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,0.4166666666666667,,,0.0,,,0.0,7.633333333333333,38602,4-03.01.07.00.014
P4G-03.01.07.00.015,Крепление двигателя 22мм,0,1.0,10.0,С1,,АМг6,,,2.7,5.0,30.0,,95.0,,1.0,1.0925,0.0,2.083998375,10.419991875,,0.0,,0,,0.0,0.010362,Ан.Окс.,0.41447999999999996,3.0,0.5,0.1333333333333333,120.0,14.0,4.333333333333333,,,0.0,,,0.0,120.0,16.0,4.666666666666667,,,0.0,,,0.0,5.0,1.0,0.25,,,0.0,,,0.0,9.383333333333333,38602,4-03.01.07.00.015
P4G-03.01.07.00.016,Крышка с резьбой,0,1.0,10.0,С1,,АМг6,,,2.7,5.0,30.0,,11.0,,1.0,0.1264999999999999,0.0,0.2413050749999999,1.206525375,,0.0,,0,,0.0,0.0024492,Ан.Окс.,0.09796800000000001,3.0,0.15,0.075,,,0.0,20.0,1.5,0.5833333333333334,,,0.0,45.0,3.5,1.333333333333333,,,0.0,,,0.0,5.0,0.25,0.125,,,0.0,,,0.0,2.116666666666666,38602,4-03.01.07.00.016
P4G-03.01.07.00.017,Крышка,0,1.0,10.0,С1,,АМг6,,,2.7,5.0,40.0,,70.0,,1.0,0.8049999999999999,0.0,2.729916,13.64958,,0.0,,0,,0.0,0.011304,Ан.Окс.,0.45216,3.0,0.5,0.1333333333333333,,,0.0,50.0,5.0,1.666666666666667,,,0.0,75.0,12.0,3.25,,,0.0,,,0.0,5.0,3.0,0.5833333333333334,,,0.0,,,0.0,5.633333333333333,38602,4-03.01.07.00.017
P4G-03.01.07.00.018,Прочный корпус,0,1.0,10.0,С1,,АМг6,,,2.7,5.0,40.0,,50.0,,1.0,0.575,0.0,1.94994,9.7497,,0.0,,0,,0.0,0.008792,Ан.Окс.,0.35168,3.0,0.25,0.0916666666666666,,,0.0,90.0,9.0,3.0,,,0.0,120.0,10.0,3.666666666666667,,,0.0,,,0.0,5.0,4.0,0.75,,,0.0,,,0.0,7.508333333333333,38602,4-03.01.07.00.018
P4G-03.01.07.00.019,Плечо,0,8.0,80.0,С1,,АМг6,,,2.7,5.0,,8.0,60.0,18.0,1.0,0.0,0.0993599999999999,2.146176,10.73088,,0.0,,0,,0.0,0.003408,Ан.Окс.,0.13632,3.0,0.25,0.3833333333333333,,,0.0,75.0,7.0,10.58333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,0.75,,,0.0,,,0.0,11.71666666666667,38602,4-03.01.07.00.019
P4G-03.01.07.00.020,Кулачок,0,3.0,30.0,С1,,INOX304 H9,,,7.92,6.0,3.0,,16.0,,1.0,0.552,0.0,0.0308870495999999,0.1853222976,,0.0,,0,,0.0,0.00016485,,0.0,3.0,0.1,0.1,,,0.0,,,0.0,,,0.0,15.0,1.25,0.875,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.975,38602,4-03.01.07.00.020
P4G-03.01.07.00.021,Основание,0,1.0,10.0,С1,,АМг6,,,2.7,5.0,80.0,,36.0,,1.0,0.4139999999999999,0.0,5.6158272,28.079136,,0.0,,0,,0.0,0.0190912,Ан.Окс.,0.763648,3.0,0.5,0.1333333333333333,180.0,16.0,5.666666666666667,,,0.0,,,0.0,90.0,8.0,2.833333333333333,,,0.0,,,0.0,5.0,2.0,0.4166666666666667,,,0.0,,,0.0,9.05,38602,4-03.01.07.00.021
P4G-03.01.07.00.022,Крышка муфты,0,1.0,10.0,С1,,АМг6,,,2.7,5.0,,3.0,70.0,160.0,10.0,0.0,0.0128799999999999,0.104328,0.52164,,0.0,,0,,0.0,0.002378,Ан.Окс.,0.09512,3.0,0.1,0.0666666666666666,,,0.0,30.0,3.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.25,0.125,,,0.0,,,0.0,1.191666666666667,38602,4-03.01.07.00.022
P4G-03.01.07.00.023,Цилиндр прочного корпуса,0,1.0,10.0,С1,труба Ф40х4,АМг6,,,2.7,5.0,40.0,,160.0,,1.0,1.84,0.0,6.239808,31.19904,,0.0,,0,,0.0,0.022608,Ан.Окс.,0.90432,3.0,0.5,0.1333333333333333,,,0.0,75.0,6.0,2.25,,,0.0,90.0,12.0,3.5,,,0.0,,,0.0,15.0,6.0,1.25,,,0.0,,,0.0,7.133333333333333,38602,4-03.01.07.00.023
P4G-03.01.07.00.024,Полумуфта подвижная,0,1.0,10.0,С1,,ЛС59-1,,,8.5,7.0,,6.0,15.0,100.0,5.0,0.0,0.00345,0.17595,1.23165,,0.0,,0,,0.0,0.000876,,0.0,3.0,0.1,0.0666666666666666,,,0.0,75.0,5.0,2.083333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.5,0.1666666666666666,,,0.0,,,0.0,2.316666666666666,38602,4-03.01.07.00.024
P4G-03.01.07.00.026,Полумуфта неподвижная,0,1.0,10.0,С1,,45,,,7.83,1.2,10.0,,17.0,,1.0,0.1954999999999999,0.0,0.1201650525,0.144198063,,0.0,,0,,0.0,0.0006908,,0.0,3.0,0.15,0.075,,,0.0,45.0,4.0,1.416666666666667,,,0.0,30.0,3.0,1.0,,,0.0,,,0.0,5.0,1.0,0.25,,,0.0,,,0.0,2.741666666666667,38602,4-03.01.07.00.026
P4G-03.01.07.00.027,Уплотнительная втулка,0,1.0,10.0,С1,,АМг6,,,2.7,5.0,15.0,,15.0,,1.0,0.1725,0.0,0.08226309375,0.4113154687500001,,0.0,,0,,0.0,0.00105975,,0.0,3.0,0.15,0.075,,,0.0,,,0.0,,,0.0,60.0,3.5,1.583333333333333,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.658333333333333,38602,4-03.01.07.00.027
P4G-03.01.07.00.028,Шток,0,1.0,10.0,С1,,12Х18Н10Т,,,7.92,5.0,22.0,,50.0,,1.0,0.575,0.0,1.73024676,8.651233799999998,,0.0,,0,,0.0,0.00421388,,0.0,3.0,0.15,0.075,,,0.0,45.0,4.0,1.416666666666667,,,0.0,60.0,7.0,2.166666666666667,,,0.0,,,0.0,5.0,0.5,0.1666666666666666,,,0.0,,,0.0,3.825000000000001,38602,4-03.01.07.00.028
P4G-03.01.07.00.029,Шайба 20х7,0,1.0,10.0,С1,,ПА-6,,,1.16,7.0,25.0,,6.0,,1.0,0.069,0.0,0.0392696249999999,0.274887375,,0.0,,0,,0.0,0.00145225,,0.0,3.0,0.1,0.0666666666666666,,,0.0,,,0.0,,,0.0,15.0,1.0,0.4166666666666667,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.4833333333333334,38602,4-03.01.07.00.029
P4G-03.01.07.00.030,Фланец соединительный,0,1.0,10.0,С1,,АМг6,,,2.7,5.0,45.0,,65.0,,1.0,0.7474999999999998,0.0,3.20826065625,16.04130328125,,0.0,,0,,0.0,0.01236375,Ан.Окс.,0.49455000000000005,3.0,0.5,0.1333333333333333,,,0.0,,,0.0,,,0.0,150.0,14.0,4.833333333333333,75.0,8.0,2.583333333333333,,,0.0,10.0,3.0,0.6666666666666666,,,0.0,,,0.0,8.216666666666667,38602,4-03.01.07.00.030
P4G-03.01.07.00.031,Втулка ступенчатая,0,1.0,10.0,С1,,ПА-6,,,1.16,7.0,20.0,,7.0,,1.0,0.0805,0.0,0.02932132,0.20524924,,0.0,,0,,0.0,0.0010676,,0.0,3.0,0.15,0.075,,,0.0,,,0.0,,,0.0,20.0,1.25,0.5416666666666666,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.6166666666666666,38602,4-03.01.07.00.031
P4G-03.01.07.00.032,Шайба 40х24,0,1.0,10.0,С1,,ПА-6,,,1.16,7.0,45.0,,7.0,,1.0,0.0805,0.0,0.1484391825,1.0390742775,,0.0,,0,,0.0,0.00416835,,0.0,3.0,0.2,0.0833333333333333,,,0.0,,,0.0,,,0.0,15.0,1.05,0.425,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.5083333333333333,38602,4-03.01.07.00.032
P4G-03.01.07.00.033,Втулка 13/9,0,1.0,10.0,С1,,ПА-6,,,1.16,7.0,15.0,,7.0,,1.0,0.0805,0.0,0.0164932425,0.1154526975,,0.0,,0,,0.0,0.00068295,,0.0,3.0,0.1,0.0666666666666666,,,0.0,,,0.0,,,0.0,15.0,1.05,0.425,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.4916666666666667,38602,4-03.01.07.00.033
P4G-03.01.07.00.034,Шайба 6/12х1,0,1.0,10.0,С1,,ПА-6,,,1.16,7.0,15.0,,6.0,,1.0,0.069,0.0,0.014137065,0.098959455,,0.0,,0,,0.0,0.00063585,,0.0,3.0,0.1,0.0666666666666666,,,0.0,,,0.0,,,0.0,15.0,1.0,0.4166666666666667,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.4833333333333334,38602,4-03.01.07.00.034
P4G-03.01.07.00.035,Шайба 5/9х1,0,1.0,10.0,С1,,ПА-6,,,1.16,7.0,12.0,,6.0,,1.0,0.069,0.0,0.0090477216,0.0633340512,,0.0,,0,,0.0,0.0004521599999999,,0.0,3.0,0.1,0.0666666666666666,,,0.0,,,0.0,,,0.0,15.0,1.0,0.4166666666666667,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.4833333333333334,38602,4-03.01.07.00.035
P4G-03.01.07.00.036,Пыльник,0,1.0,10.0,С1,,Фторопласт,,,2.2,12.0,18.0,,6.0,,1.0,0.069,0.0,0.038608812,0.4633057440000001,,0.0,,0,,0.0,0.0008478,,0.0,3.0,0.1,0.0666666666666666,,,0.0,,,0.0,,,0.0,15.0,1.0,0.4166666666666667,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.4833333333333334,38602,4-03.01.07.00.036
670-0297578,Screw,A. 4,6.0,6.0,ЭУ,,AISI 304,,,7.92,6.0,10.0,,26.0,,1.0,0.1793999999999999,0.0,0.1115365679999999,0.6692194079999999,,0.0,,0,,0,0.0009734,,0,5.0,0.25,0.1083333333333333,,,0.0,75.0,10.0,2.25,,,0.0,60.0,4.0,1.4,,,0.0,,,0.0,5.0,1.0,0.1833333333333333,,,0.0,,,0.0,3.941666666666667,38606,670-0297578
670-0298916,Screw,A. 2,14.0,14.0,ЭУ,,AISI 304,,,7.92,6.0,10.0,,32.0,,1.0,0.5151999999999999,0.0,0.3203101439999999,1.921860864,,0.0,,0,,0,0.0011618,,0,5.0,0.25,0.1416666666666666,,,0.0,50.0,7.0,2.466666666666667,,,0.0,60.0,4.0,1.933333333333333,,,0.0,,,0.0,5.0,2.0,0.55,,,0.0,,,0.0,5.091666666666667,38606,670-0298916
670-0299137,Support,A. 2,2.0,2.0,ЭУ,,AISI 304,,,7.92,6.0,,16.0,95.0,70.0,1.0,0.0,0.0152949999999999,1.9381824,11.6290944,,0.0,,0,,0,0.01858,,0,5.0,4.0,0.2166666666666666,,,0.0,120.0,50.0,3.666666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,5.0,0.25,,,0.0,,,0.0,4.133333333333334,38606,670-0299137
670-0299644,Bush G1/2 (x2),A. 3,1.0,1.0,ЭУ,,AISI 304,,,7.92,6.0,60.0,,135.0,,1.0,0.15525,0.0,3.47479308,20.84875848,,0.0,,0,,0,0.031086,,0,5.0,6.0,0.1833333333333333,,,0.0,120.0,60.0,3.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,4.0,0.15,,,0.0,,,0.0,3.333333333333333,38606,670-0299644
670-0299752,Nut,A. 4,2.0,2.0,ЭУ,,AISI 304,,,7.92,6.0,,4.0,30.0,15.0,1.0,0.0,0.001035,0.0327887999999999,0.1967327999999999,,0.0,,0,,0,0.00126,,0,5.0,0.25,0.0916666666666666,,,0.0,40.0,5.0,0.8333333333333334,,,0.0,,,0.0,,,0.0,,,0.0,5.0,0.25,0.0916666666666666,,,0.0,,,0.0,1.016666666666667,38606,670-0299752
670-0299868,Support,A. 3,1.0,1.0,ЭУ,,AISI 304,,,7.92,6.0,60.0,,80.0,,1.0,0.092,0.0,2.05913664,12.35481984,,0.0,,1,,0,0.020724,,0,5.0,6.0,0.1833333333333333,,,0.0,150.0,65.0,3.583333333333333,,,0.0,,,0.0,,,0.0,,,0.0,5.0,2.0,0.1166666666666666,,,0.0,,,0.0,3.883333333333333,38606,670-0299868
670-0316213,Bracket,A. 3,1.0,1.0,ЭУ,,PPH,,,0.93,15.0,,40.0,90.0,90.0,1.0,0.0,0.009315,0.346518,5.197770000000001,,0.0,,2,,0,0.0306,,0,5.0,5.0,0.1666666666666666,,,0.0,150.0,40.0,3.166666666666667,,,0.0,,,0.0,,,0.0,,,0.0,5.0,3.0,0.1333333333333333,,,0.0,,,0.0,3.466666666666667,38606,670-0316213
