item,number_cmd,PRODUIT,N°PIECE,IND PROD,REF_BAAN,full_cod1,обозначение,номер_заказа
489541,38059,HY16-105,636,A,HY16-105-636,16-105-636,HY16-105-636,38059
489542,38059,HY16-105,616,B,HY16-105-616,16-105-616,HY16-105-616,38059
489543,38059,HY16-105,613,B,HY16-105-613,16-105-613,HY16-105-613,38059
489544,38059,HY16-105,615,A,HY16-105-615,16-105-615,HY16-105-615,38059
489545,38059,HY16-105,611,C,HY16-105-611,16-105-611,HY16-105-611,38059
489546,38059,HY16-105,619,B,HY16-105-619,16-105-619,HY16-105-619,38059
489547,38059,HY16-105,612,C,HY16-105-612,16-105-612,HY16-105-612,38059
489548,38059,HY16-105,614,B,HY16-105-614,16-105-614,HY16-105-614,38059
489549,38059,HY16-105,617,C,HY16-105-617,16-105-617,HY16-105-617,38059
489550,38059,HY16-105,632,B1,HY16-105-632,16-105-632,HY16-105-632,38059
489551,38059,HY16-105,620,B,HY16-105-620,16-105-620,HY16-105-620,38059
489552,38059,HY16-105,715,C,HY16-105-715,16-105-715,HY16-105-715,38059
489553,38059,HY16-105,716,C,HY16-105-716,16-105-716,HY16-105-716,38059
489554,38059,HY16-105,721,B1,HY16-105-721,16-105-721,HY16-105-721,38059
489555,38059,HY16-105,722,B1,HY16-105-722,16-105-722,HY16-105-722,38059
489556,38059,HY16-105,723,D,HY16-105-723,16-105-723,HY16-105-723,38059
489557,38059,HY16-105,724,C,HY16-105-724,16-105-724,HY16-105-724,38059
489558,38059,HY16-105,725,C,HY16-105-725,16-105-725,HY16-105-725,38059
489559,38059,HY16-105,727,D,HY16-105-727,16-105-727,HY16-105-727,38059
489560,38059,HY16-105,729,B,HY16-105-729,16-105-729,HY16-105-729,38059
489561,38059,HY16-105,732,C,HY16-105-732,16-105-732,HY16-105-732,38059
489562,38059,HY16-105,733,C,HY16-105-733,16-105-733,HY16-105-733,38059
489563,38059,HY16-105,734,C,HY16-105-734,16-105-734,HY16-105-734,38059
489564,38059,HY16-105,744,A,HY16-105-744,16-105-744,HY16-105-744,38059
489565,38059,HY16-105,717,D,HY16-105-717,16-105-717,HY16-105-717,38059
489566,38059,HY16-105,747,C,HY16-105-747,16-105-747,HY16-105-747,38059
489568,38059,HY16-105,748,B,HY16-105-748,16-105-748,HY16-105-748,38059
489569,38059,HY16-119,42,A,HY16-119-42,16-119-42,HY16-119-42,38059
489570,38059,HY16-119,43,A,HY16-119-43,16-119-43,HY16-119-43,38059
489571,38059,HY16-119,40,A,HY16-119-40,16-119-40,HY16-119-40,38059
489572,38059,HY16-119,34,A,HY16-119-34,16-119-34,HY16-119-34,38059
489573,38059,HY16-119,35,A,HY16-119-35,16-119-35,HY16-119-35,38059
489574,38059,HY16-119,37,A,HY16-119-37,16-119-37,HY16-119-37,38059
489575,38059,HY16-119,38,A,HY16-119-38,16-119-38,HY16-119-38,38059
489576,38059,HY16-119,20,A,HY16-119-20,16-119-20,HY16-119-20,38059
489577,38059,HY16-119,21,A,HY16-119-21,16-119-21,HY16-119-21,38059
489578,38059,HY16-119,22,A,HY16-119-22,16-119-22,HY16-119-22,38059
489579,38059,HY16-119,23,A,HY16-119-23,16-119-23,HY16-119-23,38059
489580,38059,HY16-119,25,A,HY16-119-25,16-119-25,HY16-119-25,38059
489581,38059,HY16-119,26,A,HY16-119-26,16-119-26,HY16-119-26,38059
489582,38059,HY16-119,27,A,HY16-119-27,16-119-27,HY16-119-27,38059
489583,38059,HY16-119,28,A,HY16-119-28,16-119-28,HY16-119-28,38059
489584,38059,HY16-119,29,A,HY16-119-29,16-119-29,HY16-119-29,38059
489585,38059,HY16-119,30,A,HY16-119-30,16-119-30,HY16-119-30,38059
489586,38059,HY16-119,31,A,HY16-119-31,16-119-31,HY16-119-31,38059
489587,38059,HY16-119,32,A,HY16-119-32,16-119-32,HY16-119-32,38059
489588,38059,HY16-119,33,A,HY16-119-33,16-119-33,HY16-119-33,38059
489589,38059,HY16-119,36,B,HY16-119-36,16-119-36,HY16-119-36,38059
489590,38059,HY16-119,39,B,HY16-119-39,16-119-39,HY16-119-39,38059
489591,38059,HY18-099,510,A,HY18-099-510,18-099-510,HY18-099-510,38059
489592,38059,HY18-099,511,A,HY18-099-511,18-099-511,HY18-099-511,38059
489593,38059,HY18-099,512,A,HY18-099-512,18-099-512,HY18-099-512,38059
489594,38059,HY18-099,513,A,HY18-099-513,18-099-513,HY18-099-513,38059
489595,38059,HY18-099,514,A,HY18-099-514,18-099-514,HY18-099-514,38059
489596,38059,HY16-105,210,C1,HY16-105-210,16-105-210,HY16-105-210,38059
489597,38059,HY16-105,211,C,HY16-105-211,16-105-211,HY16-105-211,38059
489598,38059,HY16-105,213,C,HY16-105-213,16-105-213,HY16-105-213,38059
489599,38059,HY16-105,214,F,HY16-105-214,16-105-214,HY16-105-214,38059
489600,38059,HY16-105,215,B,HY16-105-215,16-105-215,HY16-105-215,38059
489601,38059,HY16-105,216,B,HY16-105-216,16-105-216,HY16-105-216,38059
489602,38059,HY16-105,218,A,HY16-105-218,16-105-218,HY16-105-218,38059
489682,38059,HY16-119-01,33,A,HY16-119-33-01,16-119-33-01,HY16-119-33-01,38059
492156,38063,HY13-215,611,B,HY13-215-611,13-215-611,HY13-215-611,38063
492157,38063,HY13-215,612,A,HY13-215-612,13-215-612,HY13-215-612,38063
492158,38063,HY14 023,710,A,HY14 023 710,14 023 710,HY14 023 710,38063
492159,38063,HY 14 023,711,A,HY14 023 711,14 023 711,HY14 023 711,38063
492160,38063,HY14-067,10,A,HY14-067-10,14-067-10,HY14-067-10,38063
489616,38079,HY18-073,15,A,HY18-073-15,18-073-15,HY18-073-15,38079
489941,38083,HY16-053,14,A,HY16-053-14,16-053-14,HY16-053-14,38083
489942,38083,HY16-053,16,A,HY16-053-16,16-053-16,HY16-053-16,38083
489943,38083,HY07-073,11,C,HY07-073-11,07-073-11,HY07-073-11,38083
489944,38083,HY07 073 ,13,A,HY07 073 13,07 073 13,HY07 073 13,38083
489945,38083,HY08-156,10,B,HY08-156-10,08-156-10,HY08-156-10,38083
489946,38083,HY16-053,10,A1,HY16-053-10,16-053-10,HY16-053-10,38083
489947,38083,HY16-053,12,B,HY16-053-12,16-053-12,HY16-053-12,38083
489948,38083,HY16-053,17,A,HY16-053-17,16-053-17,HY16-053-17,38083
490294,38092,622-0-1J,753,00,622-0-1J-753,622-0-1-753,622-0-1J-753,38092
490295,38092,622-0-1J,760,00,622-0-1J-760,622-0-1-760,622-0-1J-760,38092
490296,38092,622-0-1J,761,00,622-0-1J-761,622-0-1-761,622-0-1J-761,38092
490297,38092,622-0-1J,762,00,622-0-1J-762,622-0-1-762,622-0-1J-762,38092
490298,38092,622-0-1J,763,00,622-0-1J-763,622-0-1-763,622-0-1J-763,38092
490299,38092,622-0-1J,764,00,622-0-1J-764,622-0-1-764,622-0-1J-764,38092
490300,38092,622-0-1J,765,00,622-0-1J-765,622-0-1-765,622-0-1J-765,38092
490301,38092,622-0-1J,766,00,622-0-1J-766,622-0-1-766,622-0-1J-766,38092
490302,38092,622-0-1J-01,766,00,622-0-1J-766-01,622-0-1-766-01,622-0-1J-766-01,38092
490303,38092,622-0-1J-02,766,00,622-0-1J-766-02,622-0-1-766-02,622-0-1J-766-02,38092
490304,38092,622-0-1J-03,766,00,622-0-1J-766-03,622-0-1-766-03,622-0-1J-766-03,38092
490305,38092,622-0-1J,767,00,622-0-1J-767,622-0-1-767,622-0-1J-767,38092
490306,38092,622-0-1J,880,00,622-0-1J-880,622-0-1-880,622-0-1J-880,38092
492221,38121,HY13-082,75,C,HY13-082-75,13-082-75,HY13-082-75,38121
492222,38121,HY13-082,80,A,HY13-082-80,13-082-80,HY13-082-80,38121
492223,38121,HY13-082,81,B,HY13-082-81,13-082-81,HY13-082-81,38121
492224,38121,HY13-082,82,A,HY13-082-82,13-082-82,HY13-082-82,38121
492225,38121,HY13-082,83,B,HY13-082-83,13-082-83,HY13-082-83,38121
492226,38121,HY13-082,84,A,HY13-082-84,13-082-84,HY13-082-84,38121
492227,38121,HY13-082-01,84,A,HY13-082-84-01,13-082-84-01,HY13-082-84-01,38121
492228,38121,HY13-082,87,A,HY13-082-87,13-082-87,HY13-082-87,38121
492229,38121,HY13-082,88,A,HY13-082-88,13-082-88,HY13-082-88,38121
492230,38121,HY13-082,89,A,HY13-082-89,13-082-89,HY13-082-89,38121
492231,38121,HY13-082,93,B,HY13-082-93,13-082-93,HY13-082-93,38121
492232,38121,HY13-082,94,A,HY13-082-94,13-082-94,HY13-082-94,38121
492233,38121,HY13-082,95,A,HY13-082-95,13-082-95,HY13-082-95,38121
492234,38121,HY13-082,97,A,HY13-082-97,13-082-97,HY13-082-97,38121
492235,38121,HY13-215,111,B,HY13-215-111,13-215-111,HY13-215-111,38121
492236,38121,HY13-215,112,B,HY13-215-112,13-215-112,HY13-215-112,38121
492237,38121,HY13-215,113,B,HY13-215-113,13-215-113,HY13-215-113,38121
492238,38121,HY13-215,114,B,HY13-215-114,13-215-114,HY13-215-114,38121
492239,38121,HY13-215,115,B,HY13-215-115,13-215-115,HY13-215-115,38121
492240,38121,HY13-215,116,B,HY13-215-116,13-215-116,HY13-215-116,38121
492241,38121,HY13-215,117,A,HY13-215-117,13-215-117,HY13-215-117,38121
492242,38121,HY13-215,118,A,HY13-215-118,13-215-118,HY13-215-118,38121
492243,38121,HY13-215,121,B,HY13-215-121,13-215-121,HY13-215-121,38121
492244,38121,HY13-215,122,B,HY13-215-122,13-215-122,HY13-215-122,38121
492245,38121,HY13-215,124,A,HY13-215-124,13-215-124,HY13-215-124,38121
492246,38121,HY13-215,128,A,HY13-215-128,13-215-128,HY13-215-128,38121
492247,38121,HY13-215,129,A,HY13-215-129,13-215-129,HY13-215-129,38121
492248,38121,HY13-215,130,A,HY13-215-130,13-215-130,HY13-215-130,38121
492249,38121,HY13-215,131,A,HY13-215-131,13-215-131,HY13-215-131,38121
492250,38121,HY13-215,132,A,HY13-215-132,13-215-132,HY13-215-132,38121
492251,38121,HY13-215,167,A,HY13-215-167,13-215-167,HY13-215-167,38121
492252,38121,HY13-215,168,A,HY13-215-168,13-215-168,HY13-215-168,38121
492253,38121,HY13-215,210,B,HY13-215-210,13-215-210,HY13-215-210,38121
492254,38121,HY13-215,211,B,HY13-215-211,13-215-211,HY13-215-211,38121
492255,38121,HY13-215,212,B,HY13-215-212,13-215-212,HY13-215-212,38121
492256,38121,HY13-215,213,B,HY13-215-213,13-215-213,HY13-215-213,38121
492257,38121,HY13-215,214,B,HY13-215-214,13-215-214,HY13-215-214,38121
492258,38121,HY13-215,215,B,HY13-215-215,13-215-215,HY13-215-215,38121
492259,38121,HY13-215,216,C,HY13-215-216,13-215-216,HY13-215-216,38121
492260,38121,HY13-215,217,A,HY13-215-217,13-215-217,HY13-215-217,38121
492261,38121,HY13-215,218,A,HY13-215-218,13-215-218,HY13-215-218,38121
492262,38121,HY-13-215,219,B,HY-13-215-219,-13-215-219,HY-13-215-219,38121
492263,38121,HY13-215,220,B,HY13-215-220,13-215-220,HY13-215-220,38121
492264,38121,HY13-215,221,B,HY13-215-221,13-215-221,HY13-215-221,38121
492265,38121,HY13-215,222,A,HY13-215-222,13-215-222,HY13-215-222,38121
492266,38121,HY13-215,223,A,HY13-215-223,13-215-223,HY13-215-223,38121
492267,38121,HY13-215,224,A,HY13-215-224,13-215-224,HY13-215-224,38121
492268,38121,HY13-215,225,A,HY13-215-225,13-215-225,HY13-215-225,38121
492269,38121,HY13-215,226,A,HY13-215-226,13-215-226,HY13-215-226,38121
492270,38121,HY13-215,227,A,HY13-215-227,13-215-227,HY13-215-227,38121
492271,38121,HY13-215,228,A,HY13-215-228,13-215-228,HY13-215-228,38121
492272,38121,HY13-215,229,B,HY13-215-229,13-215-229,HY13-215-229,38121
492273,38121,HY13-215,230,B,HY13-215-230,13-215-230,HY13-215-230,38121
492274,38121,HY13-215,231,A,HY13-215-231,13-215-231,HY13-215-231,38121
492275,38121,HY13-215,232,A,HY13-215-232,13-215-232,HY13-215-232,38121
492276,38121,HY13-215,233,A,HY13-215-233,13-215-233,HY13-215-233,38121
492277,38121,HY13-215,234,A,HY13-215-234,13-215-234,HY13-215-234,38121
492278,38121,HY13-215,235,B,HY13-215-235,13-215-235,HY13-215-235,38121
492279,38121,HY13-215,236,A,HY13-215-236,13-215-236,HY13-215-236,38121
492280,38121,HY13-215,237,A,HY13-215-237,13-215-237,HY13-215-237,38121
492281,38121,HY13-215,238,A,HY13-215-238,13-215-238,HY13-215-238,38121
492282,38121,HY13-215,239,A,HY13-215-239,13-215-239,HY13-215-239,38121
492283,38121,HY13-215,240,A,HY13-215-240,13-215-240,HY13-215-240,38121
492284,38121,HY13-215,241,A,HY13-215-241,13-215-241,HY13-215-241,38121
492285,38121,HY13-215,311,B,HY13-215-311,13-215-311,HY13-215-311,38121
492286,38121,HY13-215,312,B,HY13-215-312,13-215-312,HY13-215-312,38121
492287,38121,HY13-215,313,B,HY13-215-313,13-215-313,HY13-215-313,38121
492288,38121,HY13-215,315,A,HY13-215-315,13-215-315,HY13-215-315,38121
492289,38121,HY13-215,317,B,HY13-215-317,13-215-317,HY13-215-317,38121
492290,38121,HY13-215,318,A,HY13-215-318,13-215-318,HY13-215-318,38121
