item,number_cmd,PRODUIT,N°PIECE,IND PROD,REF_BAAN,full_cod1,обозначение,номер_заказа
494747,38372,HY13-276,611,C,HY13-276-611,13-276-611,HY13-276-611,38372
495364,38412,HY13-082,75,C1,HY13-082-75,13-082-75,HY13-082-75,38412
495365,38412,HY13-082,83,C,HY13-082-83,13-082-83,HY13-082-83,38412
495366,38412,HY13-082,93,C,HY13-082-93,13-082-93,HY13-082-93,38412
494801,38412,HY13-215,111,B,HY13-215-111,13-215-111,HY13-215-111,38412
495368,38412,HY13-215,112,B1,HY13-215-112,13-215-112,HY13-215-112,38412
495369,38412,HY13-215,114,C,HY13-215-114,13-215-114,HY13-215-114,38412
495370,38412,HY13-215,212,C,HY13-215-212,13-215-212,HY13-215-212,38412
494802,38412,HY13-215,213,C,HY13-215-213,13-215-213,HY13-215-213,38412
495372,38412,HY13-215,221,C,HY13-215-221,13-215-221,HY13-215-221,38412
494804,38412,HY13-215,311,B,HY13-215-311,13-215-311,HY13-215-311,38412
494803,38412,HY13-215,312,B1,HY13-215-312,13-215-312,HY13-215-312,38412
495375,38412,HY13-215,313,B1,HY13-215-313,13-215-313,HY13-215-313,38412
495376,38412,HY13-215,412,B,HY13-215-412,13-215-412,HY13-215-412,38412
495377,38412,HY13-215,414,B1,HY13-215-414,13-215-414,HY13-215-414,38412
495378,38412,HY13-215,511,B,HY13-215-511,13-215-511,HY13-215-511,38412
494806,38412,HY13-215,512,B,HY13-215-512,13-215-512,HY13-215-512,38412
495380,38412,HY19-049,12,B,HY19-049-12,19-049-12,HY19-049-12,38412
494810,38412,HY13-276,14,D,HY13-276-014,13-276-014,HY13-276-014,38412
494809,38412,HY13-276,17,D,HY13-276-017,13-276-017,HY13-276-017,38412
494808,38412,HY13-276,18,D,HY13-276-018,13-276-018,HY13-276-018,38412
494807,38412,HY13-276,20,D,HY13-276-020,13-276-020,HY13-276-020,38412
495385,38412,HY13-276,110,C,HY13-276-110,13-276-110,HY13-276-110,38412
495386,38412,HY13-276,112,C,HY13-276-112,13-276-112,HY13-276-112,38412
495387,38412,HY13-276,310,C,HY13-276-310,13-276-310,HY13-276-310,38412
495388,38412,HY13-276,311,C,HY13-276-311,13-276-311,HY13-276-311,38412
495389,38412,HY13-276,312,C,HY13-276-312,13-276-312,HY13-276-312,38412
495390,38412,HY13-276,411,C,HY13-276-411,13-276-411,HY13-276-411,38412
495391,38412,HY13-276,412,D,HY13-276-412,13-276-412,HY13-276-412,38412
495392,38412,HY13-276,416,C,HY13-276-416,13-276-416,HY13-276-416,38412
495393,38412,HY13-276,513,C1,HY13-276-513,13-276-513,HY13-276-513,38412
495394,38412,HY13-276,515,C1,HY13-276-515,13-276-515,HY13-276-515,38412
495395,38412,HY13-276,525,D,HY13-276-525,13-276-525,HY13-276-525,38412
495396,38412,HY13-276,610,C,HY13-276-610,13-276-610,HY13-276-610,38412
495397,38412,HY13-276,612,C,HY13-276-612,13-276-612,HY13-276-612,38412
495398,38412,HY19-039,12,B,HY19-039-12,19-039-12,HY19-039-12,38412
0,0,0,0,0,0,19 039 014,MPHY19 039 014,38412
0,0,0,0,0,0,19 039 017,MPHY19 039 017,38412
0,0,0,0,0,0,19 039 018,MPHY19 039 018,38412
0,0,0,0,0,0,19 039 020,MPHY19 039 020,38412
0,0,0,0,0,0,19 039 110,MPHY19 039 110,38412
0,0,0,0,0,0,19 039 112,MPHY19 039 112,38412
0,0,0,0,0,0,19 039 310,HY19 039 310,38412
0,0,0,0,0,0,19 039 311,HY19 039 311,38412
0,0,0,0,0,0,19 039 312,MPHY19 039 312,38412
0,0,0,0,0,0,19 039 411,MPHY19 039 411,38412
0,0,0,0,0,0,19 039 412,MPHY19 039 412,38412
0,0,0,0,0,0,19 039 416,MPHY19 039 416,38412
0,0,0,0,0,0,19 039 513,MPHY19 039 513,38412
0,0,0,0,0,0,19 039 515,MPHY19 039 515,38412
0,0,0,0,0,0,19 039 525,MPHY19 039 525,38412
0,0,0,0,0,0,19 039 610,MPHY19 039 610,38412
0,0,0,0,0,0,19 039 612,MPHY19 039 612,38412
0,0,0,0,0,0,19 039 023,MPHY19 039 023,38412
0,0,0,0,0,0,19 039 75,HY19 039 75,38412
0,0,0,0,0,0,19 039 83,MPHY19 039 83,38412
0,0,0,0,0,0,19 039 093,HY19 039 093,38412
0,0,0,0,0,0,19 049 111,HY19 049 111,38412
0,0,0,0,0,0,19 049 112,HY19 049 112,38412
0,0,0,0,0,0,19 049 114,HY19 049 114,38412
0,0,0,0,0,0,19 049 212,HY19 049 212,38412
0,0,0,0,0,0,19 049 213,HY19 049 213,38412
0,0,0,0,0,0,19 049 221,HY19 049 221,38412
0,0,0,0,0,0,19 049 311,HY19 049 311,38412
0,0,0,0,0,0,19 049 312,HY19 049 312,38412
0,0,0,0,0,0,19 049 313,HY19 049 313,38412
0,0,0,0,0,0,19 049 412,HY19 049 412,38412
0,0,0,0,0,0,19 049 414,HY19 049 414,38412
0,0,0,0,0,0,19 049 511,HY19 049 511,38412
0,0,0,0,0,0,19 049 512,HY19 049 512,38412
0,0,0,0,0,0,19 049 219,HY19 049 219,38412
495399,38412,HY13-082,80,A,HY13-082-80,13-082-80,HY13-082-80,38412
495465,38412,HY13-215,230,C,HY13-215-230,13-215-230,HY13-215-230,38412
0,0,0,0,0,0,19 049 230,HY19 049 230,38412
0,0,0,0,0,0,427774026.0,427774026.0,38429
495490,38433,HY13-276,26,B,HY13-276-026,13-276-026,HY13-276-026,38433
495491,38433,HY13-276,27,C,HY13-276-027,13-276-027,HY13-276-027,38433
495492,38433,HY13-276,31,C,HY13-276-031,13-276-031,HY13-276-031,38433
0,0,0,0,0,0,19 039 026,MPHY19 039 026,38433
0,0,0,0,0,0,19 039 027,MPHY19 039 027,38433
0,0,0,0,0,0,19 039 031,MPHY19 039 031,38433
495957,38457,BIDF.252725.40,11,00,BIDF.252725.40.011,.252725.40.011,БИДФ.252725.40.011,38457
495958,38457,BIDF.252725.40,12,00,BIDF.252725.40.012,.252725.40.012,БИДФ.252725.40.012,38457
495959,38457,BIDF.252725.40,13,00,BIDF.252725.40.013,.252725.40.013,БИДФ.252725.40.013,38457
495960,38457,BIDF.252725.30,3,00,BIDF.252725.30.003,.252725.30.003,БИДФ.252725.30.003,38457
496032,38460,670-0296,151,A.5,670-0296151,670-0296151,670-0296151,38460
496033,38460,670-0296,158,A.4,670-0296158,670-0296158,670-0296158,38460
496034,38460,670-0296,488,A.4,670-0296488,670-0296488,670-0296488,38460
496035,38460,670-0297,624,A.7,670-0297624,670-0297624,670-0297624,38460
496036,38460,670-0297,648,A.7,670-0297648,670-0297648,670-0297648,38460
496037,38460,670-0297,659,A.7,670-0297659,670-0297659,670-0297659,38460
496038,38460,670-0297,676,A.8,670-0297676,670-0297676,670-0297676,38460
496039,38460,670-0297,713,A.6,670-0297713,670-0297713,670-0297713,38460
496040,38460,670-0297,771,A.5,670-0297771,670-0297771,670-0297771,38460
496041,38460,670-0298,342,A.6,670-0298342,670-0298342,670-0298342,38460
496042,38460,670-0298,367,A.4,670-0298367,670-0298367,670-0298367,38460
496043,38460,670-0298,829,A.2,670-0298829,670-0298829,670-0298829,38460
495963,38464,122-0270,27,A.4,122-0270027,122-0270027,122-0270027,38464
495964,38464,122-0270,30,A.4,122-0270030,122-0270030,122-0270030,38464
495965,38464,122-0262,109,A.5,122-0262109,122-0262109,122-0262109,38464
495966,38464,122-0270,21,A.4,122-0270021,122-0270021,122-0270021,38464
495967,38464,122-0270,38,A.4,122-0270038,122-0270038,122-0270038,38464
495968,38464,122-0270,13,A.4,122-0270013,122-0270013,122-0270013,38464
0,0,0,0,0,0, 19 075 12,МРHY 19 075 12,38469
496087,38469,МРHY 19 075,13,A,МРHY 19 075 13, 19 075 13,МРHY 19 075 13,38469
496088,38469,МРHY 19 075,14,A1,МРHY 19 075 14, 19 075 14,МРHY 19 075 14,38469
496089,38469,МРHY 19 075,15,A,МРHY 19 075 15, 19 075 15,МРHY 19 075 15,38469
496090,38469,МРHY 19 075,16,A,МРHY 19 075 16, 19 075 16,МРHY 19 075 16,38469
496091,38469,МРHY 19 075,17,A,МРHY 19 075 17, 19 075 17,МРHY 19 075 17,38469
496092,38469,МРHY 19 075,18,A1,МРHY 19 075 18, 19 075 18,МРHY 19 075 18,38469
496093,38469,МРHY 19 075,19,A,МРHY 19 075 19, 19 075 19,МРHY 19 075 19,38469
496094,38469,МРHY 19 075-01,19,A,МРHY 19 075 19-01, 19 075 19-01,МРHY 19 075 19-01,38469
496095,38469,МРHY 19 075-02,19,A,МРHY 19 075 19-02, 19 075 19-02,МРHY 19 075 19-02,38469
496096,38469,МРHY 19 075-03,19,A,МРHY 19 075 19-03, 19 075 19-03,МРHY 19 075 19-03,38469
496097,38469,МРHY 19 075-04,19,A,МРHY 19 075 19-04, 19 075 19-04,МРHY 19 075 19-04,38469
0,0,0,0,0,0, 1907520,MPHY 1907520,38469
496098,38469,МРHY 19 081,11,A1,МРHY 19 081 11, 19 081 11,МРHY 19 081 11,38469
496099,38469,МРHY 19 081,12,A1,МРHY 19 081 12, 19 081 12,МРHY 19 081 12,38469
0,0,0,0,0,0, 1908120,MPHY 1908120,38469
0,0,0,0,0,0,427774026.0,427774026.0,38475
496073,38479,HY13-070,66,A1,HY13-070-66,13-070-66,HY13-070-66,38479
496074,38479,HY13-070,67,B,HY13-070-67,13-070-67,HY13-070-67,38479
496075,38479,HY13-070,68,A1,HY13-070-68,13-070-68,HY13-070-68,38479
496076,38479,HY13-070,69,A,HY13-070-69,13-070-69,HY13-070-69,38479
496077,38479,HY13-070,74,A,HY13-070-74,13-070-74,HY13-070-74,38479
496078,38479,HY13-070,75,B,HY13-070-75,13-070-75,HY13-070-75,38479
496079,38479,HY13-070,76,A2,HY13-070-76,13-070-76,HY13-070-76,38479
496080,38479,HY13-070,77,A,HY13-070-77,13-070-77,HY13-070-77,38479
496081,38479,HY13-070,78,A,HY13-070-78,13-070-78,HY13-070-78,38479
496082,38479,HY13-070,79,A1,HY13-070-79,13-070-79,HY13-070-79,38479
496083,38479,HY13-070,80,A1,HY13-070-80,13-070-80,HY13-070-80,38479
496084,38479,HY13-070,81,A,HY13-070-81,13-070-81,HY13-070-81,38479
0,0,0,0,0,0,144.025,144.025,38483
0,0,0,0,0,0,144.025-01,144.025-01,38483
0,0,0,0,0,0,144.025-02,144.025-02,38483
0,0,0,0,0,0,38483-1,38483-1,38483
0,0,0,0,0,0,38483-2,38483-2,38483
0,0,0,0,0,0,38483-3,38483-3,38483
0,0,0,0,0,0,38483-4,38483-4,38483
0,0,0,0,0,0,38483-5,38483-5,38483
496432,38483,352.010,0,00,352.010,352.010,352.010,38483
496433,38483,243.408,0,00,243.408,243.408,243.408,38483
496434,38483,243.405,0,00,243.405,243.405,243.405,38483
496435,38483,243.406,0,00,243.406,243.406,243.406,38483
496436,38483,243.407,0,00,243.407,243.407,243.407,38483
496437,38483,558.009,0,02,558.009,558.009,558.009,38483
496438,38483,243.009,104,03,243.009-104,243.009-104,243.009-104,38483
0,0,0,0,0,0,527,527,38483
0,0,0,0,0,0,527-01,527-01,38483
0,0,0,0,0,0,527-02,527-02,38483
0,0,0,0,0,0,527-03,527-03,38483
0,0,0,0,0,0,38483-6,38483-6,38483
0,0,0,0,0,0,38483-7,38483-7,38483
0,0,0,0,0,0,38483-8,38483-8,38483
496442,38483,523-01,0,00,523-01,523-01,523-01,38483
0,0,0,0,0,0,38483-9,38483-9,38483
496462,38484,141.535,0,00,141.535,141.535,141.535,38484
496463,38484,141.535-01,0,00,141.535-01,141.535-01,141.535-01,38484
496464,38484,141.570,0,00,141.570,141.570,141.570,38484
496465,38484,141.772,0,00,141.772,141.772,141.772,38484
496466,38484,171.004,0,00,171.004,171.004,171.004,38484
496467,38484,171.096,0,00,171.096,171.096,171.096,38484
496468,38484,171.097,0,00,171.097,171.097,171.097,38484
496469,38484,243.091,0,00,243.091,243.091,243.091,38484
496470,38484,243.093,0,00,243.093,243.093,243.093,38484
496471,38484,273.018,0,00,273.018,273.018,273.018,38484
496472,38484,342.101,0,00,342.101,342.101,342.101,38484
496473,38484,651.007,0,00,651.007,651.007,651.007,38484
496065,38485,29 00 00 04 51,1,00,29 00 00 04 51 001,29 00 00 04 51 001,29 00 00 04 51 001,38485
0,0,0,0,0,0,.713141.263,КРАГ.713141.263 ,38486
496375,38486,KRAG.711243,90,00,KRAG.711243.090 ,.711243.090,КРАГ.711243.090 ,38486
496376,38486,KRAG.713563,36,00,KRAG.713563.036 ,.713563.036,КРАГ.713563.036 ,38486
496377,38486,KRAG.711141,534,00,KRAG.711141.534 ,.711141.534,КРАГ.711141.534 ,38486
496378,38486,KRAG.713464,3,00,KRAG.713464.003 ,.713464.003,КРАГ.713464.003 ,38486
496379,38486,KRAG.758452,13,00,KRAG.758452.013 ,.758452.013,КРАГ.758452.013 ,38486
496380,38486,KRAG.711253,3,00,KRAG.711253.003 ,.711253.003,КРАГ.711253.003 ,38486
0,0,0,0,0,0,201.0,201.0,38496
496496,38501,120-0179,374,B.2,120-0179374,120-0179374,120-0179374,38501
496283,38503,670-0296,146,A.4,670-0296146,670-0296146,670-0296146,38503
496284,38503,670-0296,273,A.4,670-0296273,670-0296273,670-0296273,38503
496285,38503,670-0296,299,B.2,670-0296299,670-0296299,670-0296299,38503
496286,38503,670-0296,775,A.3,670-0296775,670-0296775,670-0296775,38503
496287,38503,670-0296,851,A.3,670-0296851,670-0296851,670-0296851,38503
0,0,0,0,0,0,670-0296921,670-0296921,38503
496288,38503,670-0296,936,A.3,670-0296936,670-0296936,670-0296936,38503
496289,38503,670-0297,149,A.5,670-0297149,670-0297149,670-0297149,38503
496290,38503,670-0297,187,A.5,670-0297187,670-0297187,670-0297187,38503
496291,38503,670-0297,211,A.6,670-0297211,670-0297211,670-0297211,38503
496292,38503,670-0297,235,A.4,670-0297235,670-0297235,670-0297235,38503
496293,38503,670-0297,784,A.4,670-0297784,670-0297784,670-0297784,38503
496294,38503,670-0297,787,A.4,670-0297787,670-0297787,670-0297787,38503
496295,38503,670-0300,470,A.3,670-0300470,670-0300470,670-0300470,38503
496296,38503,670-0300,471,A.4,670-0300471,670-0300471,670-0300471,38503
496297,38503,OLD-0004,369,A.5,OLD-0004369,-0004369,OLD-0004369,38503
496298,38503,OLD-0004,373,A.3,OLD-0004373,-0004373,OLD-0004373,38503
496299,38503,OLD-0004,374,A.4,OLD-0004374,-0004374,OLD-0004374,38503
496300,38503,OLD-0004,375,A.4,OLD-0004375,-0004375,OLD-0004375,38503
496301,38503,OLD-0004,380,A.8,OLD-0004380,-0004380,OLD-0004380,38503
496302,38503,OLD-0004,382,A.3,OLD-0004382,-0004382,OLD-0004382,38503
0,0,0,0,0,0,-9000467,OLD-9000467,38503
496303,38503,OLD-9000,468,A.5,OLD-9000468,-9000468,OLD-9000468,38503
496304,38503,670-0300,661,A.2,670-0300661,670-0300661,670-0300661,38503
496296,38503,670-0300,471,A.4,670-0300471,670-0300471,670-0300471,38503
496295,38503,670-0300,470,A.3,670-0300470,670-0300470,670-0300470,38503
496307,38503,670-0300,796,A.3,670-0300796,670-0300796,670-0300796,38503
496308,38503,670-0300,821,B.2,670-0300821,670-0300821,670-0300821,38503
496309,38503,670-0298,244,A.4,670-0298244,670-0298244,670-0298244,38503
496294,38503,670-0297,787,A.4,670-0297787,670-0297787,670-0297787,38503
496311,38503,670-0298,212,A.5,670-0298212,670-0298212,670-0298212,38503
496293,38503,670-0297,784,A.4,670-0297784,670-0297784,670-0297784,38503
496313,38503,670-0297,344,A.3,670-0297344,670-0297344,670-0297344,38503
496314,38503,670-0297,338,A.4,670-0297338,670-0297338,670-0297338,38503
496571,38519,670-0294,159,A.6,670-0294159,670-0294159,670-0294159,38519
496572,38519,670-0295,562,A.5,670-0295562,670-0295562,670-0295562,38519
496573,38519,670-0295,567,A.6,670-0295567,670-0295567,670-0295567,38519
496574,38519,670-0295,598,A.2,670-0295598,670-0295598,670-0295598,38519
496575,38519,670-0295,696,A.5,670-0295696,670-0295696,670-0295696,38519
496576,38519,670-0295,710,A.4,670-0295710,670-0295710,670-0295710,38519
496577,38519,670-0295,771,A.2,670-0295771,670-0295771,670-0295771,38519
496578,38519,670-0295,880,A.5,670-0295880,670-0295880,670-0295880,38519
496579,38519,670-0295,952,A.5,670-0295952,670-0295952,670-0295952,38519
496580,38519,670-0296,605,A.3,670-0296605,670-0296605,670-0296605,38519
496581,38519,670-0296,921,B.3,670-0296921,670-0296921,670-0296921,38519
496582,38519,670-0298,709,A.5,670-0298709,670-0298709,670-0298709,38519
496583,38519,670-0300,818,A.3,670-0300818,670-0300818,670-0300818,38519
496584,38519,670-0311,309,A.3,670-0311309,670-0311309,670-0311309,38519
496585,38519,OLD-0003,568,A.3,OLD-0003568,-0003568,OLD-0003568,38519
496586,38519,OLD-0003,569,A.3,OLD-0003569,-0003569,OLD-0003569,38519
496587,38519,OLD-0003,571,A.5,OLD-0003571,-0003571,OLD-0003571,38519
496588,38519,OLD-0003,572,A.4,OLD-0003572,-0003572,OLD-0003572,38519
496589,38519,OLD-0003,573,A.3,OLD-0003573,-0003573,OLD-0003573,38519
496590,38519,OLD-0022,579,A.2,OLD-0022579,-0022579,OLD-0022579,38519
496591,38519,OLD-0022,786,A.1,OLD-0022786,-0022786,OLD-0022786,38519
496592,38519,OLD-9000,94,B.2,OLD-9000094,-9000094,OLD-9000094,38519
496593,38519,OLD-9000,114,00,OLD-9000114,-9000114,OLD-9000114,38519
496594,38519,OLD-9000,372,01,OLD-9000372,-9000372,OLD-9000372,38519
496597,38520,110-0091,87,A.5,110-0091087,110-0091087,110-0091087,38520
496598,38520,670-0298,628,A.5,670-0298628,670-0298628,670-0298628,38520
496599,38520,670-0298,635,A.3,670-0298635,670-0298635,670-0298635,38520
496554,38522,HY19-040,17,B,HY19-040-17,19-040-17,HY19-040-17,38522
496668,38531,AG.01.01,7,00,AG.01.01.07 ,.01.01.07,АГ.01.01.07 ,38531
496669,38531,AG.02.01M,1,00,AG.02.01.01 M ,.02.01.01 ,АГ.02.01.01 М ,38531
496670,38531,AG.02.01M,2,00,AG.02.01.02 M ,.02.01.02 ,АГ.02.01.02 М ,38531
496671,38531,AG.02.01M,5,00,AG.02.01.005 M ,.02.01.005 ,АГ.02.01.005 М ,38531
496672,38531,AG.02.01,7,00,AG.02.01.07 ,.02.01.07,АГ.02.01.07 ,38531
496673,38531,AG.02.01M,8,00,AG.02.01.08M ,.02.01.08,АГ.02.01.08М ,38531
496674,38531,AG.02.01M-01,8,00,AG.02.01.08M-01 ,.02.01.08-01,АГ.02.01.08М-01 ,38531
496675,38531,RA1.040,20,00,RA1.040.020 ,1.040.020,РА1.040.020 ,38531
496676,38531,CDT1.040,301,00,CDT1.040.301 ,1.040.301,СДТ1.040.301 ,38531
496713,38535,SFID 961.70,3,00,SFID 961.70.003, 961.70.003,СФИД 961.70.003,38535
496707,38539,BIDF.318013.24,6,00,BIDF.318013.24.006,.318013.24.006,БИДФ.318013.24.006,38539
496715,38545,670-0298,229,A.9,670-0298229,670-0298229,670-0298229,38545
496716,38545,670-0298,244,A.4,670-0298244,670-0298244,670-0298244,38545
496717,38545,670-0299,393,A.7,670-0299393,670-0299393,670-0299393,38545
496718,38545,670-0299,509,A.5,670-0299509,670-0299509,670-0299509,38545
496719,38545,670-0300,151,A.5,670-0300151,670-0300151,670-0300151,38545
496720,38545,670-0300,235,A.4,670-0300235,670-0300235,670-0300235,38545
496721,38545,670-0300,358,A.5,670-0300358,670-0300358,670-0300358,38545
496722,38545,670-0300,360,A.5,670-0300360,670-0300360,670-0300360,38545
496723,38545,670-0300,362,A.4,670-0300362,670-0300362,670-0300362,38545
496724,38545,670-0308,999,A.4,670-0308999,670-0308999,670-0308999,38545
496725,38545,670-0309,77,A.4,670-0309077,670-0309077,670-0309077,38545
496726,38545,670-0309,538,A.5,670-0309538,670-0309538,670-0309538,38545
496727,38545,670-0309,575,A.8,670-0309575,670-0309575,670-0309575,38545
496728,38545,670-0309,597,A.2,670-0309597,670-0309597,670-0309597,38545
496729,38545,670-0309,611,A.5,670-0309611,670-0309611,670-0309611,38545
496730,38545,670-0309,695,A.4,670-0309695,670-0309695,670-0309695,38545
496731,38545,670-0310,67,A.2,670-0310067,670-0310067,670-0310067,38545
496732,38545,670-0310,780,A.4,670-0310780,670-0310780,670-0310780,38545
496733,38545,670-0311,6,A.5,670-0311006,670-0311006,670-0311006,38545
496734,38545,670-0311,11,A.4,670-0311011,670-0311011,670-0311011,38545
496735,38545,670-0311,51,A.2,670-0311051,670-0311051,670-0311051,38545
496736,38545,670-0311,192,A.3,670-0311192,670-0311192,670-0311192,38545
488836,37807,003-0129,694,A.2,003-0129694,003-0129694,003-0129694,37807
488837,37807,003-0127,978,A.8,003-0127978,003-0127978,003-0127978,37807
488838,37807,003-0129,596,A.6,003-0129596,003-0129596,003-0129596,37807
488383,37823,ASHCD-18.T,2,00,ASHCD-18.T002,-18.002,АШСД-18.Т002,37823
488384,37823,ASHCD-18.T,3,00,ASHCD-18.T003,-18.003,АШСД-18.Т003,37823
488385,37823,ASHCD-18.T,4,00,ASHCD-18.T004,-18.004,АШСД-18.Т004,37823
488386,37823,ASHCD-18.T,5,00,ASHCD-18.T005,-18.005,АШСД-18.Т005,37823
487813,37837,110-0089,574,A.4,110-0089574,110-0089574,110-0089574,37837
487814,37837,110-0093,849,A.3,110-0093849,110-0093849,110-0093849,37837
487815,37837,120-0088,787,A.6,120-0088787,120-0088787,120-0088787,37837
487816,37837,120-0142,407,A.2,120-0142407,120-0142407,120-0142407,37837
487817,37837,121-0235,730,A.3,121-0235730,121-0235730,121-0235730,37837
0,0,0,0,0,0,121-0237870,121-0237870,37837
487818,37837,121-0238,122,A.4,121-0238122,121-0238122,121-0238122,37837
487819,37837,121-0238,242,A.4,121-0238242,121-0238242,121-0238242,37837
487813,37837,110-0089,574,A.4,110-0089574,110-0089574,110-0089574,37837
487814,37837,110-0093,849,A.3,110-0093849,110-0093849,110-0093849,37837
487815,37837,120-0088,787,A.6,120-0088787,120-0088787,120-0088787,37837
487816,37837,120-0142,407,A.2,120-0142407,120-0142407,120-0142407,37837
487817,37837,121-0235,730,A.3,121-0235730,121-0235730,121-0235730,37837
0,0,0,0,0,0,121-0237870,121-0237870,37837
487818,37837,121-0238,122,A.4,121-0238122,121-0238122,121-0238122,37837
487819,37837,121-0238,242,A.4,121-0238242,121-0238242,121-0238242,37837
487795,37843,KP.100.01,27,00,KP.100.27.01,.100.27.01,КР.100.27.01,37843
487796,37843,KP.100.02,27,00,KP.100.27.02,.100.27.02,КР.100.27.02,37843
487797,37843,KP.100.01,33,00,KP.100.33.01,.100.33.01,КР.100.33.01,37843
487798,37843,KP.100.02,33,00,KP.100.33.02,.100.33.02,КР.100.33.02,37843
0,0,0,0,0,0,8054-0018  14748-69,8054-0018 ГОСТ 14748-69,37843
487899,37852,PART-1602,110,00,PART-1602110,-1602110,PART-1602110,37852
487912,37852,PART-1601,805,00,PART-1601805,-1601805,PART-1601805,37852
487900,37852,PART-1801,310,00,PART-1801310,-1801310,PART-1801310,37852
487916,37852,PART-1701,301,00,PART-1701301,-1701301,PART-1701301,37852
0,0,0,0,0,0,-1602112,PART-1602112,37852
0,0,0,0,0,0,-1602111,PART-1602111,37852
487901,37852,PART-1602,108,00,PART-1602108,-1602108,PART-1602108,37852
487921,37852,PART-1602,109,00,PART-1602109,-1602109,PART-1602109,37852
487918,37852,PART-1602,101,00,PART-1602101,-1602101,PART-1602101,37852
487912,37852,PART-1601,805,00,PART-1601805,-1601805,PART-1601805,37852
487900,37852,PART-1801,310,00,PART-1801310,-1801310,PART-1801310,37852
487914,37852,PART-1701,304,00,PART-1701304,-1701304,PART-1701304,37852
487915,37852,PART-1701,302,00,PART-1701302,-1701302,PART-1701302,37852
487916,37852,PART-1701,301,00,PART-1701301,-1701301,PART-1701301,37852
487917,37852,PART-1602,102,00,PART-1602102,-1602102,PART-1602102,37852
487918,37852,PART-1602,101,00,PART-1602101,-1602101,PART-1602101,37852
487919,37852,PART-1602,103,00,PART-1602103,-1602103,PART-1602103,37852
487920,37852,PART-1702,303,00,PART-1702303,-1702303,PART-1702303,37852
487921,37852,PART-1602,109,00,PART-1602109,-1602109,PART-1602109,37852
488725,37853,7X4.106.084SB,84,00,7X4.106.084SB,74.106.084,7Х4.106.084СБ,37853
488726,37853,7X8.055,203,00,7X8.055.203,78.055.203,7Х8.055.203,37853
488727,37853,7X6.122SB,174,00,7X6.122.174SB,76.122.174,7Х6.122.174СБ,37853
488728,37853,7X7.732,76,00,7X7.732.076,77.732.076,7Х7.732.076,37853
488729,37853,7X8.077,17,00,7X8.077.017,78.077.017,7Х8.077.017,37853
488730,37853,7X8.220,65,00,7X8.220.065,78.220.065,7Х8.220.065,37853
488731,37853,7X8.941,85,00,7X8.941.085,78.941.085,7Х8.941.085,37853
0,0,0,0,0,0,76.626.020,7Х6.626.020СБ,37853
0,0,0,0,0,0,83.13702.108.08,83.13702.108.08,37853
488732,37853,7X8.120,200,00,7X8.120.200,78.120.200,7Х8.120.200,37853
488733,37853,7X8.680,74,00,7X8.680.074,78.680.074,7Х8.680.074,37853
488734,37853,7X8.683,691,00,7X8.683.691,78.683.691,7Х8.683.691,37853
488735,37853,83.31542.020,16,00,83.31542.020.16,83.31542.020.16,83.31542.020.16,37853
488736,37853,7X5.887,24,00,7X5.887.024,75.887.024,7Х5.887.024,37853
488737,37853,7X8.094,55,00,7X8.094.055,78.094.055,7Х8.094.055,37853
488738,37853,7X8.094-01,55,00,7X8.094.055-01,78.094.055-01,7Х8.094.055-01,37853
488739,37853,7X8.300,27,00,7X8.300.027,78.300.027,7Х8.300.027,37853
488740,37853,7X8.352,49,00,7X8.352.049,78.352.049,7Х8.352.049,37853
488741,37853,7X8.352-01,49,00,7X8.352.049-01,78.352.049-01,7Х8.352.049-01,37853
488742,37853,7X8.383,28,00,7X8.383.028,78.383.028,7Х8.383.028,37853
488743,37853,7X8.383,29,00,7X8.383.029,78.383.029,7Х8.383.029,37853
488744,37853,7X8.634,186,00,7X8.634.186,78.634.186,7Х8.634.186,37853
488745,37853,7X8.652,91,00,7X8.652.091,78.652.091,7Х8.652.091,37853
488746,37853,7X5.887SB,25,00,7X5.887.025SB,75.887.025,7Х5.887.025СБ,37853
488747,37853,7X5.887SB,26,00,7X5.887.026SB,75.887.026,7Х5.887.026СБ,37853
488749,37853,7X7.722,3,00,7X7.722.003,77.722.003,7Х7.722.003,37853
488750,37853,7X8.034,191,00,7X8.034.191,78.034.191,7Х8.034.191,37853
488751,37853,7X8.055,202,00,7X8.055.202,78.055.202,7Х8.055.202,37853
488752,37853,7X8.219,5,00,7X8.219.005,78.219.005,7Х8.219.005,37853
488753,37853,7X6.393SB,13,00,7X6.393.013SB,76.393.013,7Х6.393.013СБ,37853
488754,37853,7X7.060,15,00,7X7.060.015,77.060.015,7Х7.060.015,37853
488755,37853,7X8.352,47,00,7X8.352.047,78.352.047,7Х8.352.047,37853
488756,37853,3-7-Ц,0,00,3-7-Ц,3-7-,3-7-Ц,37853
488756,37853,3-7-Ц,0,00,3-7-Ц,3-7-,3-7-Ц,37853
487801,37858,RGIV.94.02.01.0,1,00,RGIV.94.02.01.0.01,.94.02.01.0.01,РГИВ.94.02.01.0.01,37858
487802,37858,RGIV.97.01.02.0-01,51,00,RGIV.97.01.02.0.51-01,.97.01.02.0.51-01,РГИВ.97.01.02.0.51-01,37858
487930,37860,120-0088,86,A.4,120-0088086,120-0088086,120-0088086,37860
487931,37860,120-0088,602,A.3,120-0088602,120-0088602,120-0088602,37860
487932,37860,120-0089,24,A.2,120-0089024,120-0089024,120-0089024,37860
