наименование_материала,диаметр,толщина,длина,ширина
Д16,0.0,10.0,38,28
Д16ФТ,0.0,10.0,25,11
Проволока 4-20,4.0,0.0,400,0
ПА6,50.0,0.0,120,0
ПА6,0.0,16.0,62,40
Проволока Б-2,0.9,0.0,1200,0
Сталь 45,0.0,10.0,132,32
АMг2,0.0,20.0,80,36
Сталь 20,0.0,10.0,45,32
Сталь 20,0.0,10.0,15,15
10кп,0.0,1.0,50,50
Сталь 20,0.0,12.0,30,16
Сталь 20,35.0,0.0,35,0
Д16,0.0,40.0,55,25
Сталь 45,40.0,0.0,19,0
Сталь 45,70.0,0.0,12,0
Сталь 20,0.0,8.0,286,132
Сталь 45,25.0,0.0,43,0
Ст20,30.0,0.0,20,0
Ст45,0.0,5.0,85,34
Сталь 20,0.0,10.0,25,15
У10А,3.0,0.0,90,0
Сталь 45,25.0,0.0,83,0
"Стекло СОЛ 20,0",0.0,25.0,90,60
Л63,3.0,0.0,90,0
Л63,12.0,0.0,33,0
"Стекло СОЛ 24,0",40.0,0.0,30,0
"Стекло СОЛ 5,0",0.0,5.0,50,50
А12,8.0,0.0,20,0
12Х18Н9Т,0.0,0.5,25,48
12Х18Н10Т,7.0,0.0,40,0
Д16,0.0,45.0,115,15
Д16 АТ,0.0,10.0,40,25
Проволока Б-2,0.8,0.0,500,0
Сталь 20,0.0,8.0,18,15
"Ti-5Al-2,5Sn",0,5,185,65
SUS 430,50,0,9,0
SUS 304,35,0,12,0
"Ti-5Al-2,5Sn",0,5,66,16
SUS 430,10,0,10,0
SUS 430,10,0,13,0
SUS 430,50,0,11,0
PPH,40,0,47,0
SUS 304,0,2,70,48
PPH,50,0,47,0
PETP,10,0,13,0
SUS 304,10,0,10,0
SUS 430,50,0,9,0
PPH,50,0,47,0
INOX304,45,0,79,0
INOX304,45,0,31,0
INOX304,45,0,21,0
INOX304,45,0,15,0
INOX304,40,0,29,0
INOX304,30,0,22,0
INOX304,30,0,27,0
INOX304,10,0,44,0
INOX304,30,0,78,0
INOX304,45,0,79,0
INOX304,45,0,31,0
INOX304,45,0,21,0
INOX304,45,0,15,0
INOX304,40,0,29,0
INOX304,30,0,22,0
INOX304,30,0,27,0
INOX304,10,0,44,0
INOX304,30,0,78,0
Ст3пс,180,0,35,0
Ст3пс,18,0,80,0
Ст3пс,18,0,50,0
40Х,60,0,75,0
Ст3пс,180,0,35,0
40Х,60,0,75,0
Ст50,30,0,76,0
Ст50,30,0,76,0
304L,30,0,33,0
304L,45,0,71,0
ЛС59-1,32,0,35,0
ЛС59-1,25,0,35,0
ЛС59-1,32,0,52,0
304L,25,0,48,0
ЛС59-1,25,0,27,0
304L,30,0,33,0
304L,45,0,71,0
ЛС59-1,32,0,35,0
ЛС59-1,25,0,35,0
ЛС59-1,32,0,52,0
304L,25,0,48,0
ЛС59-1,25,0,27,0
АМЦМ,0,3,408,68
АМЦМ,0,3,228,68
Д16,0,215,435,265
АД33,0,110,260,185
Д16,0,30,525,460
40Х13,6,0,15,0
В 95,40,0,10,0
40Х13,35,0,11,0
B 95,55,0,18,0
B 95,55,0,23,0
B 95,55,0,38,0
B 95,55,0,12,0
B 95,55,0,27,0
95Х18,15,0,87,0
40 Х,30,0,45,0
ПА6,40,0,6,0
B 95,30,0,8,0
B 95,40,0,6,0
40Х13,6,0,65,0
B 95,40,0,10,0
B 95,40,0,10,0
Л63,6,0,19,0
ПА6,15,0,8,0
Сталь 45,15,0,14,0
Л63,6,0,8,0
ПА6,35,0,7,0
ПА6,40,0,7,0
В95,50,0,12,0
40Х13,45,0,11,0
В95,65,0,18,0
В95,65,0,25,0
В95,65,0,38,0
В95,65,0,13,0
В95,65,0,27,0
95Х18,15,0,90,0
40Х,35,0,45,0
ПА6,50,0,6,0
В95,35,0,8,0
В95,50,0,6,0
В95,40,0,10,0
В95,40,0,10,0
Л63,6,0,23,0
ПА6,20,0,8,0
45,20,0,14,0
Л63,6,0,7,0
ПА6,40,0,7,0
ПА6,50,0,7,0
40Х13,6,0,15,0
40Х13,6,0,65,0
Л63,6,0,23,0
Л63,6,0,7,0
40Х13,8,0,15,0
В95,60,0,14,0
40Х13,56,0,15,0
В95,90,0,24,0
В95,90,0,30,0
В95,90,0,52,0
В95,90,0,17,0
В95,90,0,23,0
95Х18,18,0,110,0
40Х,50,0,55,0
45,30,0,11,0
В95,45,0,10,0
В95,70,0,7,0
40Х13,8,0,86,0
В95,40,0,10,0
В95,40,0,10,0
ПА6,20,0,8,0
45,28,0,18,0
ПА6,60,0,10,0
В95,130,0.0,59,0
В95,90,0.0,40,0
В95,70,0.0,21,0
АМг2,0,1.5,125,125
В95,10,0.0,20,0
В95,10,0.0,20,0
В95,10,0.0,20,0
В95,70,0.0,170,0
В95,70,0.0,190,0
Л63,10,0.0,7,0
Л63,6,0.0,7,0
В95,0,20.0,150,150
В95,65,0.0,37,0
В95,65,0.0,12,0
Д16Т,90,0,120,0
POM чёрный,80,0,65,0
09Г2С,0,50,174,90
Ст45 HB 190…220 ГОСТ 1050-74,350,0,55,0
Ст45 HB 190…220 ГОСТ 1050-74,0,30,450,450
40Х,50,0,37,0
40Х,45,0,212,0
Ст.3,50,0,40,0
Ст.3,12,0,85,0
М3,0,2,55,55
АВТ1,22,0,29,0
АВТ1,22,0,29,0
АВТ1,22,0,29,0
АВТ1,22,0,29,0
АВТ1,28,0,33,0
АВТ1,20,0,51,0
АВТ1,20,0,53,0
АВТ1,20,0,54,0
АВТ1,20,0,54,0
АВТ1,20,0,25,0
АВТ1,20,0,25,0
АВТ1,20,0,25,0
АВТ1,20,0,25,0
АВТ1,24,0,25,0
АВТ1,24,0,25,0
АВТ1,24,0,25,0
АВТ1,26,0,27,0
АВТ1,26,0,27,0
АВТ1,32,0,27,0
АВТ1,32,0,27,0
АВТ1,35,0,28,0
SUS 304,30,0,135,0
SUS 304,0,5,115,20
SUS 304,0,5,45,20
АМг3,0,40,250,190
АМг3,0,10,250,190
Сталь3пс,8,0,260,0
МА2-1,0,12,180,125
МА2-1,0,12,180,135
МА2-1,0,12,180,135
МА2-1,0,25,180,135
МА2-1,0,25,180,135
МА2-1,0,25,180,135
МА2-1,0,12,360,200
МА2-1,180,0,170,0
МА2-1,0,12,175,130
МА2-1,0,12,116,35
МА2-1,0,12,300,160
МА2-1,0,18,360,200
МА2-1,0,18,360,200
МА2-1,0,18,360,200
МА2-1,0,20,360,200
МА2-1,0,20,360,200
МА2-1,0,12,360,200
МА2-1,0,12,290,125
МА2-1,0,12,290,125
МА2-1,0,20,290,125
МА2-1,0,20,300,160
МА2-1,0,12,300,160
МА2-1,0,12,360,200
МА2-1,0,12,360,200
МА2-1,0,18,340,160
МА2-1,0,18,340,160
BRASS C27200 TEMPER-H02 (Y2),0,8,435,164
Ст20,7,0,23,0
алюм,0,30,70,70
6082,0,20,110,105
алюм,0,12,18,400
Ст20,7,0,23,0
алюм,0,30,70,70
6082,0,20,110,105
алюм,0,12,18,400
Ст20,7,0,23,0
алюм,0,30,70,70
6082,0,20,110,105
алюм,0,12,18,400
Ст20,7,0,23,0
алюм,0,30,70,70
6082,0,20,110,105
алюм,0,12,18,400
Ст20,0,0,0,0
алюм,0,0,0,0
6082,0,0,0,0
алюм,0,0,0,0
Ст20,0,0,0,0
алюм,0,0,0,0
6082,0,0,0,0
алюм,0,0,0,0
40Х,0,2.5,40,35
40Х13,25,0,60,0
AISI304,0,8,582,48
AISI304,12,0,15,0
М0б,0,2.5,150,150
М0б,170,0.0,32,0
М0б,120,0.0,10,0
М0б,120,0.0,25,0
29НК,45,0.0,18,0
29НК,30,0.0,12,0
М0б,100,0.0,10,0
29НК,45,0.0,19,0
М0б,150,0.0,35,0
29НК,25,0.0,15,0
29НК,25,0.0,22,0
М0б,120,0.0,67,0
29НК,25,0.0,15,0
29НК,45,0.0,33,0
29НК,25,0.0,13,0
12Х18Н10Т,25,0.0,32,0
29НК,100,0.0,85,0
29НК,10,0.0,43,0
12Х18Н10Т,20,0.0,40,0
М0б,80,0.0,80,0
Х20Н80,0,0.1,100,100
М0б,0,1.0,150,150
М0б,0,2.0,140,140
12Х18Н10Т,150,0.0,20,0
НВ3,0,2.0,0,15
М0б,80,0.0,15,0
М0б,40,0.0,15,0
М0б,70,0.0,15,0
М0б,70,0.0,8,0
М0б,60,0.0,13,0
М0б,80,0.0,42,0
10864,150,0.0,25,0
М0б,120,0.0,32,0
М0б,80,0.0,35,0
М0б,50,0.0,11,0
М0б,80,0.0,14,0
М0б,80,0.0,33,0
29НК,100,0.0,25,0
10864,150,0.0,15,0
М0б,40,0.0,17,0
М0б,0,0.0,0,0
М0б,50,0.0,50,0
"НМЖМц28-2,5-1,5",25,0.0,45,0
М0б,12,0.0,40,0
12Х18Н10Т,30,0.0,63,0
М0б,15,0.0,14,0
М0б,15,0.0,21,0
М0б,0,0.5,200,45
29НК,0,0.3,120,120
М0б,60,0.0,52,0
М0б,40,0.0,55,0
12Х18Н10Т,0,8.0,90,70
М0б,80,0.0,15,0
М0б,40,0.0,15,0
М0б,70,0.0,15,0
М0б,70,0.0,8,0
М0б,60,0.0,13,0
М0б,80,0.0,42,0
10864,150,0.0,25,0
М0б,120,0.0,32,0
М0б,80,0.0,35,0
М0б,50,0.0,11,0
М0б,80,0.0,14,0
М0б,80,0.0,33,0
29НК,100,0.0,25,0
10864,150,0.0,15,0
М0б,40,0.0,17,0
М0б,0,0.0,0,0
М0б,50,0.0,50,0
"НМЖМц28-2,5-1,5",25,0.0,45,0
М0б,12,0.0,40,0
12Х18Н10Т,30,0.0,63,0
М0б,15,0.0,14,0
М0б,15,0.0,21,0
М0б,0,0.5,200,45
29НК,0,0.3,120,120
М0б,60,0.0,52,0
М0б,40,0.0,55,0
12Х18Н10Т,0,8.0,90,70
Сталь 45,45,0,15.0,0
Ст 3,50,0,12.0,0
АК12,250,0,140.0,0
Д16,45,0,8.0,0
Д16,45,0,8.0,0
Сталь 45,20,0,22.0,0
ЛС59-1,8,0,11.0,0
Сталь 45 ,7,0,17.0,0
?????????,10,0,5.5,0
Текстолит,0,0,0.0,0
Сталь 45,50,0,20.0,0
ЮН14ДК24,0,0,0.0,0
Сталь 20,6,0,11.0,0
Сталь 45,65,0,70.0,0
Д16Т,25,0,8.0,0
Сталь 20,56,0,15.0,0
Л63,0,3,78.0,26
Сталь 20,15,0,17.0,0
Проволока Б-I,0,0,0.0,0
??????,0,0,0.0,0
???????,0,0,0.0,0
Сталь 35,22,0,16.0,0
Сталь 20,42,0,7.0,0
ЛС59-1,50,0,10.0,0
БрБ2,0,0,0.0,0
Стеклотекстолит,40,0,7.0,0
Сталь 45,0,0,0.0,0
Л63,32,0,15.0,0
10895,0,12,40.0,12
Л63,0,0,0.0,0
Гетинакс,0,0,0.0,0
БрБ2,0,0,0.0,0
Капролон,0,0,0.0,0
Л63,0,0,0.0,0
Сталь 20,146,0,110,0
Сталь 20,110,0,37,0
Сталь 20,150,0,37,0
Сталь 20,377,0,175,0
Сталь 20,0,60,315,315
Сталь 20,0,35,375,375
8.206,0,0,0,0
574.42,0,0,0,0
Ф-4,20,0,10,0
INOX 304,25,0,9,0
INOX 304,16,0,7,0
INOX 304,35,0,10,0
INOX 304,50,0,10,0
INOX 304,50,0,15,0
INOX 304,35,0,9,0
INOX 304,30,0,10,0
INOX 304,30,0,19,0
INOX 304,32,0,15,0
INOX 304,45,0,15,0
INOX 304,15,0,17,0
INOX 304,25,0,17,0
INOX 304,25,0,50,0
Ф-4,60,0,45,0
INOX 304,30,0,30,0
INOX 304,45,0,30,0
INOX 304,55,0,27,0
INOX 304,20,0,23,0
INOX 304,30,0,26,0
INOX 304,30,0,25,0
INOX 304,20,0,19,0
INOX 304,50,0,27,0
INOX 304,60,0,15,0
INOX 304,140,0,23,0
Л63,25,0,29,0
INOX 304,50,0,40,0
INOX 304,50,0,30,0
Л63,8,0,43,0
INOX 304,14,0,18,0
INOX 304,16,0,21,0
INOX 304,16,0,23,0
INOX 304,40,0,65,0
Л63,10,0,9,0
INOX 304,40,0,35,0
INOX 304,36,0,63,0
INOX 304,55,0,35,0
INOX 304,50,0,58,0
INOX 304,50,0,40,0
INOX 304,50,0,35,0
INOX 304,35,0,30,0
INOX 304,40,0,40,0
INOX 304,20,0,16,0
INOX 304,25,0,17,0
INOX 304,10,0,18,0
INOX 304,10,0,65,0
INOX 304,10,0,55,0
INOX 304,45,0,240,0
INOX 304,45,0,145,0
INOX 304,6,0,190,0
INOX 304,6,0,270,0
INOX 304,6,0,570,0
INOX 304,6,0,870,0
INOX 304,6,0,880,0
INOX 304,10,0,215,0
INOX 304,10,0,250,0
INOX 304,10,0,270,0
INOX 304,10,0,590,0
INOX 304,10,0,695,0
INOX 304,10,0,850,0
INOX 304,10,0,880,0
INOX 304,10,0,890,0
INOX 304,63,0,255,0
INOX 304,20,0,65,0
INOX 304,10,0,29,0
INOX 304,12,0,19,0
INOX 304,12,0,20,0
INOX 304,8,0,37,0
INOX 304,12,0,37,0
INOX 304,8,0,39,0
INOX 304,8,0,39,0
INOX 304,8,0,39,0
INOX 304,12,0,39,0
INOX 304,12,0,39,0
INOX 304,50,0,115,0
Л63,10,0,29,0
INOX 304,30,0,50,0
INOX 304,30,0,28,0
INOX 304,30,0,25,0
INOX 304,30,0,50,0
INOX 304,27,0,235,0
INOX 304,50,0,190,0
INOX 304,50,0,195,0
INOX 304,65,0,195,0
INOX 304,60,0,195,0
INOX 304,50,0,225,0
INOX 304,35,0,240,0
INOX 304,0,0,905,0
INOX 304,0,0,300,0
INOX 304,0,0,600,0
INOX 304,0,0,900,0
INOX 304,0,0,230,0
INOX 304,0,0,250,0
INOX 304,0,0,910,0
INOX 304,0,0,830,0
INOX 304,0,0,570,0
INOX 304,0,0,860,0
INOX 304,0,0,675,0
INOX 304,168,0,190,0
INOX 304,0,6,142,125
INOX 304,0,6,135,100
INOX 304,0,6,140,140
INOX 304,0,6,110,55
INOX 304,0,6,110,106
INOX 304,0,2,85,75
INOX 304,0,2,85,45
36НХТЮ,2,0,100,0
36НХТЮ,2,0,500,0
36НХТЮ,2,0,500,0
Ф-4,20,0,10,0
INOX 304,25,0,9,0
INOX 304,16,0,7,0
INOX 304,35,0,10,0
INOX 304,50,0,10,0
INOX 304,50,0,15,0
INOX 304,35,0,9,0
INOX 304,30,0,10,0
INOX 304,30,0,19,0
INOX 304,32,0,15,0
INOX 304,45,0,15,0
INOX 304,15,0,17,0
INOX 304,25,0,17,0
INOX 304,25,0,50,0
Ф-4,60,0,45,0
INOX 304,30,0,30,0
INOX 304,45,0,30,0
INOX 304,55,0,27,0
INOX 304,20,0,23,0
INOX 304,30,0,26,0
INOX 304,30,0,25,0
INOX 304,20,0,19,0
INOX 304,50,0,27,0
INOX 304,60,0,15,0
INOX 304,140,0,23,0
Л63,25,0,29,0
INOX 304,50,0,40,0
INOX 304,50,0,30,0
Л63,8,0,43,0
INOX 304,14,0,18,0
INOX 304,16,0,21,0
INOX 304,16,0,23,0
INOX 304,40,0,65,0
Л63,10,0,9,0
INOX 304,40,0,35,0
INOX 304,36,0,63,0
INOX 304,55,0,35,0
INOX 304,50,0,58,0
INOX 304,50,0,40,0
INOX 304,50,0,35,0
INOX 304,35,0,30,0
INOX 304,40,0,40,0
INOX 304,20,0,16,0
INOX 304,25,0,17,0
INOX 304,10,0,18,0
INOX 304,10,0,65,0
INOX 304,10,0,55,0
INOX 304,45,0,240,0
INOX 304,45,0,145,0
INOX 304,6,0,190,0
INOX 304,10,0,270,0
INOX 304,10,0,570,0
INOX 304,10,0,870,0
INOX 304,10,0,880,0
INOX 304,10,0,215,0
INOX 304,10,0,250,0
INOX 304,10,0,270,0
INOX 304,10,0,590,0
INOX 304,10,0,695,0
INOX 304,10,0,850,0
INOX 304,10,0,880,0
INOX 304,10,0,890,0
INOX 304,63,0,255,0
INOX 304,20,0,65,0
INOX 304,10,0,29,0
INOX 304,12,0,19,0
INOX 304,12,0,20,0
INOX 304,8,0,37,0
INOX 304,12,0,37,0
INOX 304,8,0,39,0
INOX 304,8,0,39,0
INOX 304,8,0,39,0
INOX 304,12,0,39,0
INOX 304,12,0,39,0
INOX 304,50,0,115,0
Л63,10,0,29,0
INOX 304,30,0,50,0
INOX 304,30,0,28,0
INOX 304,30,0,25,0
INOX 304,30,0,50,0
INOX 304,27,0,235,0
INOX 304,50,0,190,0
INOX 304,50,0,195,0
INOX 304,65,0,195,0
INOX 304,60,0,195,0
INOX 304,50,0,225,0
INOX 304,35,0,240,0
INOX 304,0,0,905,0
INOX 304,0,0,300,0
INOX 304,0,0,600,0
INOX 304,0,0,900,0
INOX 304,0,0,230,0
INOX 304,0,0,250,0
INOX 304,0,0,910,0
INOX 304,0,0,830,0
INOX 304,0,0,570,0
INOX 304,0,0,860,0
INOX 304,0,0,675,0
INOX 304,168,0,190,0
INOX 304,0,6,142,125
INOX 304,0,6,135,100
INOX 304,0,6,140,140
INOX 304,0,6,110,55
INOX 304,0,6,110,106
INOX 304,0,2,85,75
INOX 304,0,2,85,45
36НХТЮ,2,0,100,0
36НХТЮ,2,0,500,0
36НХТЮ,2,0,500,0
Д16Т,25,0,20,0
Л63,30,0,48,0
Л63,32,0,55,0
Л63,30,0,48,0
Л63,32,0,55,0
Д16Т,70,0,400,0
Д16Т,70,0,450,0
В95,95,0,106,0
В95,95,0,106,0
В95,70,0,84,0
В95,70,0,84,0
В95,70,0,80,0
В95,60,0,67,0
В95,90,0,93,0
В95,65,0,68,0
В95,55,0,58,0
В95,95,0,106,0
В95,95,0,106,0
В95,70,0,84,0
В95,70,0,84,0
В95,70,0,80,0
В95,60,0,67,0
В95,90,0,93,0
В95,65,0,68,0
В95,55,0,58,0
12Х18Н10Т,0,0,0,0
В95,100,0,106,0
В95,100,0,106,0
В95,70,0,84,0
В95,70,0,84,0
В95,70,0,80,0
В95,60,0,67,0
В95,90,0,93,0
В95,65,0,68,0
В95,55,0,58,0
В95,95,0,106,0
В95,95,0,106,0
В95,70,0,84,0
В95,70,0,84,0
В95,70,0,80,0
В95,60,0,67,0
В95,90,0,93,0
В95,65,0,68,0
В95,55,0,58,0
316 L,55,0,15,0
316 L,55,0,14,0
POM чёрный,0.0,70,170,75
POM чёрный,0.0,30,175,70
Д16Т,0.0,10,20,15
АМг6,55.0,0,12,0
АМг6,55.0,0,17,0
АМг6,40.0,0,9,0
POM чёрный,0.0,15,50,30
АМг6,0.0,10,50,40
20Х13,10.0,0,68,0
АМг6,30.0,0,7,0
ЛС59-1,15.0,0,27,0
Д16Т,0.0,20,35,25
POM черный,0.0,12,50,30
Проволока 60С2А,0.9,0,200,0
ЛС59-1,16.0,0,12,0
POM черный,0.0,12,40,18
POM черный,0.0,15,55,42
20Х13,5.0,0,60,0
POM черный,0.0,12,38,26
ЛС59-1,0.0,5,35,20
POM черный,0.0,20,60,40
20Х13,10.0,0,11,0
POM черный,30.0,0,18,0
АМг6,75.0,0,45,0
20,90.0,0,50,0
АМг6,0.0,25,65,36
АМг6,0.0,45,65,45
шестигранник,6.0,0,35,0
шестигранник,6.0,0,18,0
Д16Т,18.0,0,8,0
20,32.0,0,8,0
Д16Т,40.0,0,30,0
Ф-4,15.0,0,6,0
Д16Т,14.0,0,12,0
Д16Т,12.0,0,8,0
Д16Т,10.0,0,6,0
Д16Т,20.0,0,40,0
Д16Т,30.0,0,8,0
Д16Т,30.0,0,9,0
Д16Т,35.0,0,25,0
Д16Т,16.0,0,9,0
POM чёрный,0.0,55,170,75
АМг6,35.0,0,7,0
АМг6,15.0,0,7,0
АМг6,0.0,30,65,46
POM чёрный,0,70,170,75
POM чёрный,0,30,175,70
АМг6,30,0,7,0
20,90,0,50,0
АМг6,0,25,65,36
Д16Т,0,20,35,25
30ХГСА,57,0,28,0
30ХГСА,57,0,28,0
Сталь 45,90,0,8,0
Сталь 45,75,0,11,0
Сталь 45,75,0,11,0
08Х18Н10,0,0,0,0
08Х18Н10,0,0,0,0
М1,0,0,0,0
40Х,0,90,358,252
40Х,0,16,348,242
Д16Т,0,25.0,100,95
Д16Т,0,25.0,100,68
Д16Т,0,35.0,330,245
Д16Т,0,35.0,280,205
Д16Т,0,35.0,140,125
Д16Т,0,35.0,190,175
Д16Т,0,35.0,280,205
Д16Т,0,35.0,145,70
Д16Т,0,25.0,145,70
Д16Т,0,25.0,145,110
Д16Т,0,25.0,200,145
Д16Т,0,25.0,145,70
Д16Т,0,25.0,145,70
Д16Т,0,25.0,100,95
Д16Т,0,25.0,100,68
Д16Т,0,25.0,130,65
Д16Т,0,25.0,130,65
Д16Т,0,65.0,540,210
Д16Т,0,16.0,820,340
Д16Т,0,40.0,820,290
Д16Т,0,40.0,80,60
Д16Т,0,50.0,100,50
Д16Т,0,50.0,100,50
Д16Т,0,55.0,170,170
Д16Т,0,50.0,165,85
Д16Т,0,25.0,145,70
Д16Т,0,35.0,380,245
Д16Т,0,50.0,130,105
Д16Т,0,10.0,260,70
Д16Т,0,40.0,135,125
Д16Т,0,12.0,380,170
Д16Т,0,25.0,160,25
Д16Т,0,25.0,160,25
Д16Т,0,25.0,100,65
Д16Т,0,25.0,100,65
Д16Т,0,25.0,100,65
Д16Т,0,25.0,100,65
Д16Т,0,25.0,100,90
Д16Т,0,25.0,100,90
Д16Т,0,25.0,240,205
Д16Т,0,15.0,95,70
Д16Т,0,30.0,145,45
Д16Т,0,10.0,290,20
Д16Т,0,10.0,290,20
Д16Т,0,10.0,650,20
Д16Т,0,10.0,250,25
Д16Т,0,10.0,250,25
Д16Т,0,30.0,120,60
Д16Т,0,25.0,45,40
Д16Т,0,1.5,75,55
Д16Т,0,25.0,75,70
Д16Т,0,60.0,95,70
Д16Т,0,15.0,85,45
Д16Т,0,15.0,90,20
Д16Т,0,15.0,90,25
Д16Т,0,25.0,215,60
Д16Т,0,15.0,190,110
Д16Т,0,20.0,125,100
Д16Т,0,55.0,170,115
Д16Т,0,30.0,210,150
Д16Т,0,60.0,110,70
Д16Т,0,60.0,110,70
Д16Т,0,40.0,145,80
Д16Т,0,15.0,65,15
Д16Т,0,40.0,85,85
Д16Т,0,20.0,110,60
Д16Т,0,20.0,270,170
Д16Т,0,15.0,625,245
Д16Т,0,15.0,175,75
Д16Т,0,15.0,175,75
Д16Т,0,20.0,200,110
Д16Т,0,20.0,200,110
Д16Т,0,25.0,320,210
Д16Т,0,25.0,320,210
Д16Т,60,0.0,84,0
Д16Т,40,0.0,30,0
Д16Т,50,0.0,38,0
Д16Т,40,0.0,15,0
Д16Т,40,0.0,15,0
Д16Т,30,0.0,15,0
Д16Т,30,0.0,15,0
Д16Т,30,0.0,15,0
Д16Т,30,0.0,15,0
Д16Т,20,0.0,16,0
Д16Т,45,0.0,21,0
Д16Т,90,0.0,80,0
Д16Т,45,0.0,24,0
Д16Т,0,6.0,52,36
Д16Т,0,15.0,65,20
Д16Т,80,0.0,15,0
Д16Т,0,25.0,40,35
Д16Т,0,25.0,40,35
Д16Т,0,30.0,45,40
Д16Т,0,30.0,45,40
Д16Т,0,15.0,35,30
Д16Т,0,15.0,35,20
Д16Т,0,15.0,80,60
Д16Т,0,20.0,35,30
Д16Т,0,20.0,30,25
Д16Т,0,12.0,30,25
Д16Т,0,12.0,50,25
Д16Т,0,10.0,90,30
Д16Т,0,8.0,40,40
Д16Т,0,8.0,25,16
Д16Т,0,10.0,190,100
Д16Т,10,0.0,11,0
Д16Т,20,0.0,8,0
Д16Т,50,0.0,30,0
Д16Т,8,0.0,12,0
Д16Т,10,0.0,13,0
Д16Т,25,0.0,13,0
Д16Т,20,0.0,12,0
Д16Т,50,0.0,11,0
Д16Т,20,0.0,11,0
Д16Т,0,8.0,175,55
Д16Т,0,4.0,520,120
Д16Т,0,12.0,55,50
Д16Т,0,15.0,50,35
Д16Т,0,30.0,160,160
Д16Т,0,30.0,75,50
Д16Т,0,25.0,155,25
Д16Т,0,20.0,240,60
Д16Т,45,0.0,9,0
Д16Т,20,0.0,7,0
Д16Т,0,25.0,185,145
Д16Т,0,25.0,185,145
Д16Т,0,10.0,65,30
Д16Т,0,20.0,125,100
Д16Т,20,0.0,13,0
Д16Т,0,4.0,490,52
Д16Т,0,4.0,490,52
Д16Т,0,8.0,25,25
Д16Т,30,0.0,16,0
Д16Т,0,25.0,100,95
Д16Т,0,25.0,100,68
Д16Т,0,35.0,330,245
Д16Т,0,35.0,280,205
Д16Т,0,35.0,140,125
Д16Т,0,35.0,190,175
Д16Т,0,35.0,280,205
Д16Т,0,35.0,145,70
Д16Т,0,25.0,145,70
Д16Т,0,25.0,145,110
Д16Т,0,25.0,200,145
Д16Т,0,25.0,145,70
Д16Т,0,25.0,145,70
Д16Т,0,25.0,100,95
Д16Т,0,25.0,100,68
Д16Т,0,25.0,130,65
Д16Т,0,25.0,130,65
Д16Т,0,65.0,540,210
Д16Т,0,16.0,820,340
Д16Т,0,40.0,820,290
Д16Т,0,40.0,80,60
Д16Т,0,50.0,100,50
Д16Т,0,50.0,100,50
Д16Т,0,55.0,170,170
Д16Т,0,50.0,165,85
Д16Т,0,25.0,145,70
Д16Т,0,35.0,380,245
Д16Т,0,50.0,130,105
Д16Т,0,10.0,260,70
Д16Т,0,40.0,135,125
Д16Т,0,12.0,380,170
Д16Т,0,25.0,160,25
Д16Т,0,25.0,160,25
Д16Т,0,25.0,100,65
Д16Т,0,25.0,100,65
Д16Т,0,25.0,100,65
Д16Т,0,25.0,100,65
Д16Т,0,25.0,100,90
Д16Т,0,25.0,100,90
Д16Т,0,25.0,240,205
Д16Т,0,15.0,95,70
Д16Т,0,30.0,145,45
Д16Т,0,10.0,290,20
Д16Т,0,10.0,290,20
Д16Т,0,10.0,650,20
Д16Т,0,10.0,250,25
Д16Т,0,10.0,250,25
Д16Т,0,30.0,120,60
Д16Т,0,25.0,45,40
Д16Т,0,1.5,75,55
Д16Т,0,25.0,75,70
Д16Т,0,60.0,95,70
Д16Т,0,15.0,85,45
Д16Т,0,15.0,90,20
Д16Т,0,15.0,90,25
Д16Т,0,25.0,215,60
Д16Т,0,15.0,190,110
Д16Т,0,20.0,125,100
Д16Т,0,55.0,170,115
Д16Т,0,30.0,210,150
Д16Т,0,60.0,110,70
Д16Т,0,60.0,110,70
Д16Т,0,40.0,145,80
Д16Т,0,15.0,65,15
Д16Т,0,40.0,85,85
Сталь 12хн3А,45,0,13,0
Сталь 20ХН2M,0,0,0,0
д16,0,16,55,45
д16,0,16,26,26
EN AW-1050,0,6,60,66
EN AW-1050,0,16,130,50
Д16,0,0,0,0
AISI 304,14,0,45,0
Д16,0,16,50,83
"AISI 303, ф8 калибр",8,0,30,0
C40 (40Х),25,0,33,0
AISI 430,4,0,30,0
Otton (латунь),35,0,18,0
FE 360,12,0,22,0
Д16,65,0,14,0
FE 360,10,0,22,0
асс.inox,4,0,13,0
FE 37,0,12,50,119
EN AW-1050,0,6,60,65
д16,0,12,160,186
д16,0,12,86,44
д16,0,12,30,90
Acciaio inox,10,0,20,0
Derlin,15,0,15,0
AISI 304 (ф8 калибр),8,0,115,0
AISI 304,12,0,25,0
AISI 303,8,0,120,0
FE 37,8,0,16,0
Derlin,20,0,26,0
Acciaio inox,10,0,12,0
ВТ1-0,0.0,30.0,300,160
ВТ1-0,70.0,0.0,45,0
ВТ1-0,45.0,0.0,45,0
14Х17Н2,15.0,0.0,38,0
14Х17Н2,10.0,0.0,17,0
12Х18Н10Т,30.0,0.0,24,0
12Х18Н10Т,18.0,0.0,9,0
Л63,25.0,0.0,6,0
Л63,25.0,0.0,7,0
Л63,25.0,0.0,7,0
12Х18Н10Т,20.0,0.0,12,0
95Х18,65.0,0.0,15,0
"проволока Б-1-1,4",1.4,0.0,500,0
12Х18Н10Т,18.0,0.0,23,0
14Х17Н2,10.0,0.0,7,0
